id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sooner Manor,1000 Main Street,Stilwell,Adair,OK,73001,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90001,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8264,-94.67540000000001
167,Pioneer Village,1100 Oklahoma Avenue,Chickasha,Grady,OK,73167,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90167,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.grady-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9864,-97.9654
168,Oil Country Commons,1200 Sooner Boulevard,Chickasha,Grady,OK,73168,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90168,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.grady-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9964,-97.9554
169,Red River Village,1300 Pioneer Drive,Chickasha,Grady,OK,73169,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90169,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.grady-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.0064,-97.9454
170,Oklahoma City Commons,1400 Oil Country Street,Chickasha,Grady,OK,73170,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90170,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.grady-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.016400000000004,-97.9354
171,Tulsa Manor,1500 Red River Avenue,Chickasha,Grady,OK,73171,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90171,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.grady-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.0264,-97.9254
172,Norman Village,1600 Oklahoma City Boulevard,Chickasha,Grady,OK,73172,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90172,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.grady-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.0364,-97.9154
173,Broken Arrow Commons,1700 Tulsa Drive,Chickasha,Grady,OK,73173,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90173,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.grady-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.046400000000006,-97.9054
174,Sooner Manor,1000 Main Street,Medford,Grant,OK,73174,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90174,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.grant-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7764,-97.5754
175,Pioneer Village,1100 Oklahoma Avenue,Medford,Grant,OK,73175,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90175,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.grant-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7864,-97.5654
176,Oil Country Commons,1200 Sooner Boulevard,Medford,Grant,OK,73176,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90176,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.grant-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7964,-97.55539999999999
177,Red River Village,1300 Pioneer Drive,Medford,Grant,OK,73177,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90177,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.grant-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.8064,-97.5454
178,Oklahoma City Commons,1400 Oil Country Street,Medford,Grant,OK,73178,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90178,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.grant-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.8164,-97.5354
179,Sooner Manor,1000 Main Street,Mangum,Greer,OK,73179,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90179,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.greer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7764,-99.67540000000001
180,Pioneer Village,1100 Oklahoma Avenue,Mangum,Greer,OK,73180,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90180,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.greer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7864,-99.6654
181,Oil Country Commons,1200 Sooner Boulevard,Mangum,Greer,OK,73181,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90181,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.greer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7964,-99.6554
182,Red River Village,1300 Pioneer Drive,Mangum,Greer,OK,73182,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90182,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.greer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8064,-99.64540000000001
183,Oklahoma City Commons,1400 Oil Country Street,Mangum,Greer,OK,73183,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90183,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.greer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8164,-99.6354
184,Sooner Manor,1000 Main Street,Hollis,Harmon,OK,73184,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90184,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.harmon-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.5764,-99.97540000000001
185,Pioneer Village,1100 Oklahoma Avenue,Hollis,Harmon,OK,73185,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90185,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.harmon-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.5864,-99.9654
186,Oil Country Commons,1200 Sooner Boulevard,Hollis,Harmon,OK,73186,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90186,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.harmon-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.596399999999996,-99.9554
187,Red River Village,1300 Pioneer Drive,Hollis,Harmon,OK,73187,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90187,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.harmon-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.606399999999994,-99.9454
188,Oklahoma City Commons,1400 Oil Country Street,Hollis,Harmon,OK,73188,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90188,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.harmon-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.6164,-99.9354
189,Sooner Manor,1000 Main Street,Buffalo,Harper,OK,73189,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90189,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.harper-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6764,-99.67540000000001
190,Pioneer Village,1100 Oklahoma Avenue,Buffalo,Harper,OK,73190,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90190,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.harper-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6864,-99.6654
191,Oil Country Commons,1200 Sooner Boulevard,Buffalo,Harper,OK,73191,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90191,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.harper-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6964,-99.6554
192,Red River Village,1300 Pioneer Drive,Buffalo,Harper,OK,73192,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90192,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.harper-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.706399999999995,-99.64540000000001
193,Oklahoma City Commons,1400 Oil Country Street,Buffalo,Harper,OK,73193,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90193,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.harper-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7164,-99.6354
194,Sooner Manor,1000 Main Street,Stigler,Haskell,OK,73194,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90194,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.haskell-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1764,-95.17540000000001
195,Pioneer Village,1100 Oklahoma Avenue,Stigler,Haskell,OK,73195,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90195,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.haskell-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1864,-95.1654
196,Oil Country Commons,1200 Sooner Boulevard,Stigler,Haskell,OK,73196,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90196,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.haskell-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1964,-95.1554
197,Red River Village,1300 Pioneer Drive,Stigler,Haskell,OK,73197,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90197,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.haskell-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.206399999999995,-95.14540000000001
198,Oklahoma City Commons,1400 Oil Country Street,Stigler,Haskell,OK,73198,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90198,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.haskell-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.2164,-95.1354
199,Sooner Manor,1000 Main Street,Holdenville,Hughes,OK,73199,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90199,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.hughes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.0764,-96.37540000000001
200,Pioneer Village,1100 Oklahoma Avenue,Holdenville,Hughes,OK,73200,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90200,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.hughes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.0864,-96.36540000000001
201,Oil Country Commons,1200 Sooner Boulevard,Holdenville,Hughes,OK,73201,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90201,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.hughes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.096399999999996,-96.3554
202,Red River Village,1300 Pioneer Drive,Holdenville,Hughes,OK,73202,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90202,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.hughes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.106399999999994,-96.34540000000001
203,Oklahoma City Commons,1400 Oil Country Street,Holdenville,Hughes,OK,73203,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90203,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.hughes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1164,-96.3354
204,Sooner Manor,1000 Main Street,Altus,Jackson,OK,73204,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90204,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.jackson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7764,-99.2754
205,Pioneer Village,1100 Oklahoma Avenue,Altus,Jackson,OK,73205,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90205,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.jackson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7864,-99.2654
206,Oil Country Commons,1200 Sooner Boulevard,Altus,Jackson,OK,73206,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90206,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.jackson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.7964,-99.2554
207,Red River Village,1300 Pioneer Drive,Altus,Jackson,OK,73207,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90207,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.jackson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8064,-99.2454
208,Oklahoma City Commons,1400 Oil Country Street,Altus,Jackson,OK,73208,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90208,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.jackson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8164,-99.2354
209,Sooner Manor,1000 Main Street,Waurika,Jefferson,OK,73209,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90209,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.jefferson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.0764,-97.97540000000001
210,Pioneer Village,1100 Oklahoma Avenue,Waurika,Jefferson,OK,73210,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90210,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.jefferson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.0864,-97.9654
211,Oil Country Commons,1200 Sooner Boulevard,Waurika,Jefferson,OK,73211,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90211,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.jefferson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.096399999999996,-97.9554
212,Red River Village,1300 Pioneer Drive,Waurika,Jefferson,OK,73212,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90212,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.jefferson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.106399999999994,-97.9454
213,Oklahoma City Commons,1400 Oil Country Street,Waurika,Jefferson,OK,73213,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90213,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.jefferson-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.1164,-97.9354
214,Sooner Manor,1000 Main Street,Tishomingo,Johnston,OK,73214,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90214,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.johnston-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.1764,-96.72540000000001
215,Pioneer Village,1100 Oklahoma Avenue,Tishomingo,Johnston,OK,73215,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90215,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.johnston-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.1864,-96.7154
216,Oil Country Commons,1200 Sooner Boulevard,Tishomingo,Johnston,OK,73216,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90216,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.johnston-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.1964,-96.7054
217,Red River Village,1300 Pioneer Drive,Tishomingo,Johnston,OK,73217,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90217,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.johnston-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.206399999999995,-96.6954
218,Oklahoma City Commons,1400 Oil Country Street,Tishomingo,Johnston,OK,73218,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90218,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.johnston-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.2164,-96.6854
219,Sooner Manor,1000 Main Street,Ponca City,Kay,OK,73219,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90219,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.kay-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6764,-97.0754
220,Pioneer Village,1100 Oklahoma Avenue,Ponca City,Kay,OK,73220,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90220,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.kay-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6864,-97.0654
221,Oil Country Commons,1200 Sooner Boulevard,Ponca City,Kay,OK,73221,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90221,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.kay-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6964,-97.05539999999999
222,Red River Village,1300 Pioneer Drive,Ponca City,Kay,OK,73222,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90222,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.kay-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.706399999999995,-97.0454
223,Oklahoma City Commons,1400 Oil Country Street,Ponca City,Kay,OK,73223,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90223,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.kay-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7164,-97.0354
224,Sooner Manor,1000 Main Street,Kingfisher,Kingfisher,OK,73224,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90224,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.kingfisher-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7764,-97.97540000000001
225,Pioneer Village,1100 Oklahoma Avenue,Kingfisher,Kingfisher,OK,73225,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90225,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.kingfisher-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7864,-97.9654
226,Oil Country Commons,1200 Sooner Boulevard,Kingfisher,Kingfisher,OK,73226,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90226,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.kingfisher-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7964,-97.9554
227,Red River Village,1300 Pioneer Drive,Kingfisher,Kingfisher,OK,73227,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90227,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.kingfisher-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8064,-97.9454
228,Oklahoma City Commons,1400 Oil Country Street,Kingfisher,Kingfisher,OK,73228,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90228,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.kingfisher-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8164,-97.9354
229,Sooner Manor,1000 Main Street,Hobart,Kiowa,OK,73229,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90229,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.kiowa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.876400000000004,-98.97540000000001
230,Pioneer Village,1100 Oklahoma Avenue,Hobart,Kiowa,OK,73230,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90230,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.kiowa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8864,-98.9654
231,Oil Country Commons,1200 Sooner Boulevard,Hobart,Kiowa,OK,73231,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90231,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.kiowa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8964,-98.9554
232,Red River Village,1300 Pioneer Drive,Hobart,Kiowa,OK,73232,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90232,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.kiowa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9064,-98.9454
233,Oklahoma City Commons,1400 Oil Country Street,Hobart,Kiowa,OK,73233,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90233,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.kiowa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9164,-98.9354
234,Sooner Manor,1000 Main Street,Wilburton,Latimer,OK,73234,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90234,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.latimer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.876400000000004,-95.2754
235,Pioneer Village,1100 Oklahoma Avenue,Wilburton,Latimer,OK,73235,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90235,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.latimer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8864,-95.2654
236,Oil Country Commons,1200 Sooner Boulevard,Wilburton,Latimer,OK,73236,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90236,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.latimer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8964,-95.2554
237,Red River Village,1300 Pioneer Drive,Wilburton,Latimer,OK,73237,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90237,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.latimer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9064,-95.2454
238,Oklahoma City Commons,1400 Oil Country Street,Wilburton,Latimer,OK,73238,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90238,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.latimer-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9164,-95.2354
239,Sooner Manor,1000 Main Street,Poteau,Le Flore,OK,73239,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90239,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.leflore-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.876400000000004,-94.67540000000001
240,Pioneer Village,1100 Oklahoma Avenue,Poteau,Le Flore,OK,73240,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90240,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.leflore-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8864,-94.6654
241,Oil Country Commons,1200 Sooner Boulevard,Poteau,Le Flore,OK,73241,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90241,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.leflore-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.8964,-94.6554
242,Red River Village,1300 Pioneer Drive,Poteau,Le Flore,OK,73242,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90242,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.leflore-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9064,-94.64540000000001
243,Oklahoma City Commons,1400 Oil Country Street,Poteau,Le Flore,OK,73243,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90243,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.leflore-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.9164,-94.6354
244,Sooner Manor,1000 Main Street,Chandler,Lincoln,OK,73244,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90244,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.lincoln-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.6764,-96.92540000000001
245,Pioneer Village,1100 Oklahoma Avenue,Chandler,Lincoln,OK,73245,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90245,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.lincoln-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.6864,-96.9154
246,Oil Country Commons,1200 Sooner Boulevard,Chandler,Lincoln,OK,73246,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90246,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.lincoln-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.6964,-96.9054
247,Red River Village,1300 Pioneer Drive,Chandler,Lincoln,OK,73247,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90247,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.lincoln-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.706399999999995,-96.89540000000001
248,Oklahoma City Commons,1400 Oil Country Street,Chandler,Lincoln,OK,73248,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90248,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.lincoln-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7164,-96.8854
249,Sooner Manor,1000 Main Street,Guthrie,Logan,OK,73249,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90249,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.logan-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8264,-97.47540000000001
