id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,North Star Manor,1000 Main Street,Aitkin,Aitkin,MN,55001,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50001,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.aitkin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
335,Twin Cities Manor,1400 Oak Street,Marshall,Lyon,MN,55335,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50335,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.lyon-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
336,Boundary Waters Commons,1500 Maple Avenue,Marshall,Lyon,MN,55336,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50336,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.lyon-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
337,Iron Range Care,1600 Pine Street,Marshall,Lyon,MN,55337,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50337,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.lyon-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
338,North Star Manor,1000 Main Street,Mahnomen,Mahnomen,MN,55338,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50338,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.mahnomen-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
339,Land of Lakes Commons,1100 Minnesota Avenue,Mahnomen,Mahnomen,MN,55339,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50339,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.mahnomen-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
340,Prairie View Care,1200 State Street,Mahnomen,Mahnomen,MN,55340,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50340,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.mahnomen-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
341,Gopher State Village,1300 Lake Street,Mahnomen,Mahnomen,MN,55341,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50341,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.mahnomen-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
342,Twin Cities Manor,1400 Oak Street,Mahnomen,Mahnomen,MN,55342,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50342,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.mahnomen-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
343,Boundary Waters Commons,1500 Maple Avenue,Mahnomen,Mahnomen,MN,55343,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50343,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.mahnomen-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
344,Iron Range Care,1600 Pine Street,Mahnomen,Mahnomen,MN,55344,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50344,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.mahnomen-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
345,North Star Manor,1000 Main Street,Warren,Marshall,MN,55345,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50345,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.marshall-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
346,Land of Lakes Commons,1100 Minnesota Avenue,Warren,Marshall,MN,55346,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50346,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.marshall-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
347,Prairie View Care,1200 State Street,Warren,Marshall,MN,55347,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50347,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.marshall-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
348,Gopher State Village,1300 Lake Street,Warren,Marshall,MN,55348,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50348,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.marshall-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
349,Twin Cities Manor,1400 Oak Street,Warren,Marshall,MN,55349,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50349,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.marshall-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
350,Boundary Waters Commons,1500 Maple Avenue,Warren,Marshall,MN,55350,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50350,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.marshall-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
351,Iron Range Care,1600 Pine Street,Warren,Marshall,MN,55351,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50351,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.marshall-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
352,North Star Manor,1000 Main Street,Fairmont,Martin,MN,55352,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50352,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.martin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
353,Land of Lakes Commons,1100 Minnesota Avenue,Fairmont,Martin,MN,55353,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50353,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.martin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
354,Prairie View Care,1200 State Street,Fairmont,Martin,MN,55354,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50354,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.martin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
355,Gopher State Village,1300 Lake Street,Fairmont,Martin,MN,55355,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50355,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.martin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
356,Twin Cities Manor,1400 Oak Street,Fairmont,Martin,MN,55356,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50356,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.martin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
357,Boundary Waters Commons,1500 Maple Avenue,Fairmont,Martin,MN,55357,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50357,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.martin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
358,Iron Range Care,1600 Pine Street,Fairmont,Martin,MN,55358,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50358,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.martin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
359,North Star Manor,1000 Main Street,Glencoe,McLeod,MN,55359,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50359,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.mcleod-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
360,Land of Lakes Commons,1100 Minnesota Avenue,Glencoe,McLeod,MN,55360,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50360,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.mcleod-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
361,Prairie View Care,1200 State Street,Glencoe,McLeod,MN,55361,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50361,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.mcleod-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
362,Gopher State Village,1300 Lake Street,Glencoe,McLeod,MN,55362,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50362,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.mcleod-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
363,Twin Cities Manor,1400 Oak Street,Glencoe,McLeod,MN,55363,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50363,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.mcleod-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
364,Boundary Waters Commons,1500 Maple Avenue,Glencoe,McLeod,MN,55364,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50364,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.mcleod-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
365,Iron Range Care,1600 Pine Street,Glencoe,McLeod,MN,55365,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50365,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.mcleod-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
366,North Star Manor,1000 Main Street,Litchfield,Meeker,MN,55366,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50366,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.meeker-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
367,Land of Lakes Commons,1100 Minnesota Avenue,Litchfield,Meeker,MN,55367,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50367,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.meeker-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
368,Prairie View Care,1200 State Street,Litchfield,Meeker,MN,55368,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50368,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.meeker-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
369,Gopher State Village,1300 Lake Street,Litchfield,Meeker,MN,55369,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50369,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.meeker-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
370,Twin Cities Manor,1400 Oak Street,Litchfield,Meeker,MN,55370,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50370,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.meeker-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
371,Boundary Waters Commons,1500 Maple Avenue,Litchfield,Meeker,MN,55371,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50371,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.meeker-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
372,Iron Range Care,1600 Pine Street,Litchfield,Meeker,MN,55372,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50372,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.meeker-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
373,North Star Manor,1000 Main Street,Milaca,Mille Lacs,MN,55373,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50373,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.millelacs-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
374,Land of Lakes Commons,1100 Minnesota Avenue,Milaca,Mille Lacs,MN,55374,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50374,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.millelacs-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
375,Prairie View Care,1200 State Street,Milaca,Mille Lacs,MN,55375,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50375,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.millelacs-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
376,Gopher State Village,1300 Lake Street,Milaca,Mille Lacs,MN,55376,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50376,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.millelacs-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
377,Twin Cities Manor,1400 Oak Street,Milaca,Mille Lacs,MN,55377,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50377,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.millelacs-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
378,Boundary Waters Commons,1500 Maple Avenue,Milaca,Mille Lacs,MN,55378,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50378,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.millelacs-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
379,Iron Range Care,1600 Pine Street,Milaca,Mille Lacs,MN,55379,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50379,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.millelacs-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
380,North Star Manor,1000 Main Street,Little Falls,Morrison,MN,55380,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50380,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.morrison-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
381,Land of Lakes Commons,1100 Minnesota Avenue,Little Falls,Morrison,MN,55381,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50381,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.morrison-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
382,Prairie View Care,1200 State Street,Little Falls,Morrison,MN,55382,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50382,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.morrison-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
383,Gopher State Village,1300 Lake Street,Little Falls,Morrison,MN,55383,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50383,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.morrison-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
384,Twin Cities Manor,1400 Oak Street,Little Falls,Morrison,MN,55384,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50384,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.morrison-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
385,Boundary Waters Commons,1500 Maple Avenue,Little Falls,Morrison,MN,55385,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50385,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.morrison-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
386,Iron Range Care,1600 Pine Street,Little Falls,Morrison,MN,55386,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50386,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.morrison-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
387,North Star Manor,1000 Main Street,Austin,Mower,MN,55387,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50387,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.mower-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
388,Land of Lakes Commons,1100 Minnesota Avenue,Austin,Mower,MN,55388,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50388,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.mower-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
389,Prairie View Care,1200 State Street,Austin,Mower,MN,55389,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50389,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.mower-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
390,Gopher State Village,1300 Lake Street,Austin,Mower,MN,55390,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50390,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.mower-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
391,Twin Cities Manor,1400 Oak Street,Austin,Mower,MN,55391,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50391,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.mower-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
392,Boundary Waters Commons,1500 Maple Avenue,Austin,Mower,MN,55392,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50392,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.mower-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
393,Iron Range Care,1600 Pine Street,Austin,Mower,MN,55393,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50393,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.mower-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
394,North Star Manor,1000 Main Street,Slayton,Murray,MN,55394,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50394,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.murray-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
395,Land of Lakes Commons,1100 Minnesota Avenue,Slayton,Murray,MN,55395,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50395,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.murray-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
396,Prairie View Care,1200 State Street,Slayton,Murray,MN,55396,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50396,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.murray-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
397,Gopher State Village,1300 Lake Street,Slayton,Murray,MN,55397,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50397,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.murray-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
398,Twin Cities Manor,1400 Oak Street,Slayton,Murray,MN,55398,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50398,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.murray-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
399,Boundary Waters Commons,1500 Maple Avenue,Slayton,Murray,MN,55399,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50399,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.murray-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
400,Iron Range Care,1600 Pine Street,Slayton,Murray,MN,55400,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50400,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.murray-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
401,North Star Manor,1000 Main Street,Saint Peter,Nicollet,MN,55401,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50401,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.nicollet-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
402,Land of Lakes Commons,1100 Minnesota Avenue,Saint Peter,Nicollet,MN,55402,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50402,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.nicollet-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
403,Prairie View Care,1200 State Street,Saint Peter,Nicollet,MN,55403,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50403,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.nicollet-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
404,Gopher State Village,1300 Lake Street,Saint Peter,Nicollet,MN,55404,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50404,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.nicollet-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
405,Twin Cities Manor,1400 Oak Street,Saint Peter,Nicollet,MN,55405,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50405,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.nicollet-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
406,Boundary Waters Commons,1500 Maple Avenue,Saint Peter,Nicollet,MN,55406,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50406,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.nicollet-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
407,Iron Range Care,1600 Pine Street,Saint Peter,Nicollet,MN,55407,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50407,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.nicollet-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
408,North Star Manor,1000 Main Street,Worthington,Nobles,MN,55408,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50408,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.nobles-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
409,Land of Lakes Commons,1100 Minnesota Avenue,Worthington,Nobles,MN,55409,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50409,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.nobles-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
410,Prairie View Care,1200 State Street,Worthington,Nobles,MN,55410,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50410,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.nobles-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
411,Gopher State Village,1300 Lake Street,Worthington,Nobles,MN,55411,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50411,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.nobles-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
412,Twin Cities Manor,1400 Oak Street,Worthington,Nobles,MN,55412,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50412,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.nobles-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
413,Boundary Waters Commons,1500 Maple Avenue,Worthington,Nobles,MN,55413,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50413,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.nobles-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
414,Iron Range Care,1600 Pine Street,Worthington,Nobles,MN,55414,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50414,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.nobles-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
415,North Star Manor,1000 Main Street,Ada,Norman,MN,55415,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50415,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.norman-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
416,Land of Lakes Commons,1100 Minnesota Avenue,Ada,Norman,MN,55416,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50416,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.norman-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
417,Prairie View Care,1200 State Street,Ada,Norman,MN,55417,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50417,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.norman-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
418,Gopher State Village,1300 Lake Street,Ada,Norman,MN,55418,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50418,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.norman-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
419,Twin Cities Manor,1400 Oak Street,Ada,Norman,MN,55419,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50419,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.norman-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
420,Boundary Waters Commons,1500 Maple Avenue,Ada,Norman,MN,55420,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50420,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.norman-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
