id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Chesapeake Bay Manor,1000 Main Street,Cumberland,Allegany,MD,20001,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20001,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.allegany-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5764,-78.8054
169,Bethesda Commons,1800 Gaithersburg Street,Bel Air,Harford,MD,20169,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20169,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.harford-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.6564,-76.3554
170,Towson Village,1900 Silver Spring Avenue,Aberdeen,Harford,MD,20170,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20170,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.harford-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.666399999999996,-76.3454
171,Columbia Manor,2000 Bethesda Boulevard,Havre de Grace,Harford,MD,20171,(240) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,MD-ALF-20171,Maryland Department of Health,2024-04-11,90,False,True,False,https://www.harford-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5764,-76.33539999999999
172,Bowie Commons,2100 Towson Drive,Edgewood,Harford,MD,20172,(240) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,MD-ALF-20172,Maryland Department of Health,2024-05-12,91,False,False,False,https://www.harford-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5864,-76.3254
173,Hagerstown Village,2200 Columbia Street,Joppa,Harford,MD,20173,(240) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,42,MD-ALF-20173,Maryland Department of Health,2024-06-13,92,True,True,True,https://www.harford-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.596399999999996,-76.3154
174,Salisbury Manor,2300 Bowie Avenue,Fallston,Harford,MD,20174,(240) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,43,MD-ALF-20174,Maryland Department of Health,2024-07-14,93,False,False,False,https://www.harford-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.606399999999994,-76.30539999999999
175,Cumberland Commons,2400 Hagerstown Boulevard,Forest Hill,Harford,MD,20175,(240) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,44,MD-ALF-20175,Maryland Department of Health,2024-08-15,94,False,True,False,https://www.harford-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.6164,-76.2954
176,Chesapeake Bay Manor,1000 Main Street,Columbia,Howard,MD,20176,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20176,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1764,-76.9054
177,Old Line Village,1100 Maryland Avenue,Ellicott City,Howard,MD,20177,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20177,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1864,-76.8954
178,Baltimore Commons,1200 Chesapeake Boulevard,Clarksville,Howard,MD,20178,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20178,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1964,-76.88539999999999
179,Annapolis Village,1300 Old Line Drive,Savage,Howard,MD,20179,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20179,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.206399999999995,-76.8754
180,Frederick Manor,1400 Baltimore Street,Fulton,Howard,MD,20180,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20180,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2164,-76.8654
181,Rockville Commons,1500 Annapolis Avenue,Dayton,Howard,MD,20181,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20181,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2264,-76.85539999999999
182,Gaithersburg Village,1600 Frederick Boulevard,Glenwood,Howard,MD,20182,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20182,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.236399999999996,-76.8454
183,Silver Spring Manor,1700 Rockville Drive,Highland,Howard,MD,20183,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20183,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2464,-76.83539999999999
184,Bethesda Commons,1800 Gaithersburg Street,Columbia,Howard,MD,20184,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20184,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2564,-76.9054
185,Towson Village,1900 Silver Spring Avenue,Ellicott City,Howard,MD,20185,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20185,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2664,-76.8954
186,Columbia Manor,2000 Bethesda Boulevard,Clarksville,Howard,MD,20186,(240) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,MD-ALF-20186,Maryland Department of Health,2024-04-11,90,False,True,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1764,-76.88539999999999
187,Bowie Commons,2100 Towson Drive,Savage,Howard,MD,20187,(240) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,MD-ALF-20187,Maryland Department of Health,2024-05-12,91,False,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1864,-76.8754
188,Hagerstown Village,2200 Columbia Street,Fulton,Howard,MD,20188,(240) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,42,MD-ALF-20188,Maryland Department of Health,2024-06-13,92,True,True,True,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1964,-76.8654
189,Salisbury Manor,2300 Bowie Avenue,Dayton,Howard,MD,20189,(240) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,43,MD-ALF-20189,Maryland Department of Health,2024-07-14,93,False,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.206399999999995,-76.85539999999999
190,Cumberland Commons,2400 Hagerstown Boulevard,Glenwood,Howard,MD,20190,(240) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,44,MD-ALF-20190,Maryland Department of Health,2024-08-15,94,False,True,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2164,-76.8454
191,Ocean City Village,2500 Salisbury Drive,Highland,Howard,MD,20191,(240) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,45,MD-ALF-20191,Maryland Department of Health,2024-09-16,95,True,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2264,-76.83539999999999
192,Crab Cake Manor,2600 Cumberland Street,Columbia,Howard,MD,20192,(240) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,46,MD-ALF-20192,Maryland Department of Health,2024-10-17,96,False,True,True,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.236399999999996,-76.9054
193,Blue Crab Village,2700 Ocean City Avenue,Ellicott City,Howard,MD,20193,(240) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,47,MD-ALF-20193,Maryland Department of Health,2024-11-18,97,False,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2464,-76.8954
194,Orioles Commons,2800 Crab Cake Boulevard,Clarksville,Howard,MD,20194,(240) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,48,MD-ALF-20194,Maryland Department of Health,2024-03-19,98,True,True,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2564,-76.88539999999999
195,Ravens Manor,2900 Blue Crab Drive,Savage,Howard,MD,20195,(240) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,49,MD-ALF-20195,Maryland Department of Health,2024-04-20,99,False,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2664,-76.8754
196,Fort McHenry Village,3000 Orioles Street,Fulton,Howard,MD,20196,(240) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,50,MD-ALF-20196,Maryland Department of Health,2024-05-21,80,False,True,True,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1764,-76.8654
197,Harbor View Commons,3100 Ravens Avenue,Dayton,Howard,MD,20197,(240) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,51,MD-ALF-20197,Maryland Department of Health,2024-06-22,81,True,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1864,-76.85539999999999
198,Antietam Manor,3200 Fort McHenry Boulevard,Glenwood,Howard,MD,20198,(240) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,52,MD-ALF-20198,Maryland Department of Health,2024-07-23,82,False,True,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1964,-76.8454
199,Patapsco Village,3300 Harbor View Drive,Highland,Howard,MD,20199,(240) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,53,MD-ALF-20199,Maryland Department of Health,2024-08-24,83,False,False,False,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.206399999999995,-76.83539999999999
200,Severn Commons,3400 Antietam Street,Columbia,Howard,MD,20200,(240) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,54,MD-ALF-20200,Maryland Department of Health,2024-09-25,84,True,True,True,https://www.howard-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2164,-76.9054
201,Chesapeake Bay Manor,1000 Main Street,Chestertown,Kent,MD,20201,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20201,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1764,-76.1054
202,Old Line Village,1100 Maryland Avenue,Rock Hall,Kent,MD,20202,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20202,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1864,-76.0954
203,Baltimore Commons,1200 Chesapeake Boulevard,Galena,Kent,MD,20203,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20203,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1964,-76.08539999999999
204,Annapolis Village,1300 Old Line Drive,Millington,Kent,MD,20204,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20204,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.206399999999995,-76.0754
205,Frederick Manor,1400 Baltimore Street,Betterton,Kent,MD,20205,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20205,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2164,-76.0654
206,Rockville Commons,1500 Annapolis Avenue,Kennedyville,Kent,MD,20206,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20206,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2264,-76.05539999999999
207,Gaithersburg Village,1600 Frederick Boulevard,Worton,Kent,MD,20207,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20207,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.236399999999996,-76.0454
208,Silver Spring Manor,1700 Rockville Drive,Still Pond,Kent,MD,20208,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20208,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2464,-76.0354
209,Bethesda Commons,1800 Gaithersburg Street,Chestertown,Kent,MD,20209,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20209,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2564,-76.1054
210,Towson Village,1900 Silver Spring Avenue,Rock Hall,Kent,MD,20210,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20210,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.kent-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.2664,-76.0954
211,Chesapeake Bay Manor,1000 Main Street,Rockville,Montgomery,MD,20211,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20211,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0764,-77.1554
212,Old Line Village,1100 Maryland Avenue,Gaithersburg,Montgomery,MD,20212,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20212,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0864,-77.1454
213,Baltimore Commons,1200 Chesapeake Boulevard,Silver Spring,Montgomery,MD,20213,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20213,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.096399999999996,-77.13539999999999
214,Annapolis Village,1300 Old Line Drive,Bethesda,Montgomery,MD,20214,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20214,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.106399999999994,-77.1254
215,Frederick Manor,1400 Baltimore Street,Germantown,Montgomery,MD,20215,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20215,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1164,-77.1154
216,Rockville Commons,1500 Annapolis Avenue,Potomac,Montgomery,MD,20216,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20216,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1264,-77.10539999999999
217,Gaithersburg Village,1600 Frederick Boulevard,Wheaton,Montgomery,MD,20217,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20217,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.136399999999995,-77.0954
218,Silver Spring Manor,1700 Rockville Drive,Takoma Park,Montgomery,MD,20218,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20218,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1464,-77.08539999999999
219,Bethesda Commons,1800 Gaithersburg Street,Rockville,Montgomery,MD,20219,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20219,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1564,-77.1554
220,Towson Village,1900 Silver Spring Avenue,Gaithersburg,Montgomery,MD,20220,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20220,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.166399999999996,-77.1454
221,Columbia Manor,2000 Bethesda Boulevard,Silver Spring,Montgomery,MD,20221,(240) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,MD-ALF-20221,Maryland Department of Health,2024-04-11,90,False,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0764,-77.13539999999999
222,Bowie Commons,2100 Towson Drive,Bethesda,Montgomery,MD,20222,(240) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,MD-ALF-20222,Maryland Department of Health,2024-05-12,91,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0864,-77.1254
223,Hagerstown Village,2200 Columbia Street,Germantown,Montgomery,MD,20223,(240) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,42,MD-ALF-20223,Maryland Department of Health,2024-06-13,92,True,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.096399999999996,-77.1154
224,Salisbury Manor,2300 Bowie Avenue,Potomac,Montgomery,MD,20224,(240) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,43,MD-ALF-20224,Maryland Department of Health,2024-07-14,93,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.106399999999994,-77.10539999999999
225,Cumberland Commons,2400 Hagerstown Boulevard,Wheaton,Montgomery,MD,20225,(240) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,44,MD-ALF-20225,Maryland Department of Health,2024-08-15,94,False,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1164,-77.0954
226,Ocean City Village,2500 Salisbury Drive,Takoma Park,Montgomery,MD,20226,(240) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,45,MD-ALF-20226,Maryland Department of Health,2024-09-16,95,True,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1264,-77.08539999999999
227,Crab Cake Manor,2600 Cumberland Street,Rockville,Montgomery,MD,20227,(240) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,46,MD-ALF-20227,Maryland Department of Health,2024-10-17,96,False,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.136399999999995,-77.1554
228,Blue Crab Village,2700 Ocean City Avenue,Gaithersburg,Montgomery,MD,20228,(240) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,47,MD-ALF-20228,Maryland Department of Health,2024-11-18,97,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1464,-77.1454
229,Orioles Commons,2800 Crab Cake Boulevard,Silver Spring,Montgomery,MD,20229,(240) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,48,MD-ALF-20229,Maryland Department of Health,2024-03-19,98,True,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1564,-77.13539999999999
230,Ravens Manor,2900 Blue Crab Drive,Bethesda,Montgomery,MD,20230,(240) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,49,MD-ALF-20230,Maryland Department of Health,2024-04-20,99,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.166399999999996,-77.1254
231,Fort McHenry Village,3000 Orioles Street,Germantown,Montgomery,MD,20231,(240) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,50,MD-ALF-20231,Maryland Department of Health,2024-05-21,80,False,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0764,-77.1154
232,Harbor View Commons,3100 Ravens Avenue,Potomac,Montgomery,MD,20232,(240) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,51,MD-ALF-20232,Maryland Department of Health,2024-06-22,81,True,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0864,-77.10539999999999
233,Antietam Manor,3200 Fort McHenry Boulevard,Wheaton,Montgomery,MD,20233,(240) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,52,MD-ALF-20233,Maryland Department of Health,2024-07-23,82,False,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.096399999999996,-77.0954
234,Patapsco Village,3300 Harbor View Drive,Takoma Park,Montgomery,MD,20234,(240) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,53,MD-ALF-20234,Maryland Department of Health,2024-08-24,83,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.106399999999994,-77.08539999999999
235,Severn Commons,3400 Antietam Street,Rockville,Montgomery,MD,20235,(240) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,54,MD-ALF-20235,Maryland Department of Health,2024-09-25,84,True,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1164,-77.1554
236,Susquehanna Manor,3500 Patapsco Avenue,Gaithersburg,Montgomery,MD,20236,(240) 225-1025,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,55,MD-ALF-20236,Maryland Department of Health,2024-10-26,85,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1264,-77.1454
237,Potomac Village,3600 Severn Boulevard,Silver Spring,Montgomery,MD,20237,(240) 226-1026,Senior Living,Assisted Living; Personal Care; Hospice Care,56,MD-ALF-20237,Maryland Department of Health,2024-11-27,86,False,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.136399999999995,-77.13539999999999
238,Patuxent Commons,3700 Susquehanna Drive,Bethesda,Montgomery,MD,20238,(240) 227-1027,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,57,MD-ALF-20238,Maryland Department of Health,2024-03-28,87,True,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1464,-77.1254
239,Chesapeake Bay Manor,3800 Main Street,Germantown,Montgomery,MD,20239,(240) 228-1028,Senior Living,Assisted Living; Memory Care; Independent Living,58,MD-ALF-20239,Maryland Department of Health,2024-04-01,88,False,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1564,-77.1154
240,Old Line Village,3900 Maryland Avenue,Potomac,Montgomery,MD,20240,(240) 229-1029,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,59,MD-ALF-20240,Maryland Department of Health,2024-05-02,89,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.166399999999996,-77.10539999999999
241,Baltimore Commons,4000 Chesapeake Boulevard,Wheaton,Montgomery,MD,20241,(240) 230-1030,Senior Living,Continuing Care; Adult Day Services; Personal Care,60,MD-ALF-20241,Maryland Department of Health,2024-06-03,90,True,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0764,-77.0954
242,Annapolis Village,4100 Old Line Drive,Takoma Park,Montgomery,MD,20242,(240) 231-1031,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,61,MD-ALF-20242,Maryland Department of Health,2024-07-04,91,False,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0864,-77.08539999999999
243,Frederick Manor,4200 Baltimore Street,Rockville,Montgomery,MD,20243,(240) 232-1032,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,62,MD-ALF-20243,Maryland Department of Health,2024-08-05,92,False,True,True,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.096399999999996,-77.1554
244,Rockville Commons,4300 Annapolis Avenue,Gaithersburg,Montgomery,MD,20244,(240) 233-1033,Senior Living,Assisted Living; Personal Care; Hospice Care,63,MD-ALF-20244,Maryland Department of Health,2024-09-06,93,True,False,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.106399999999994,-77.1454
245,Gaithersburg Village,4400 Frederick Boulevard,Silver Spring,Montgomery,MD,20245,(240) 234-1034,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,64,MD-ALF-20245,Maryland Department of Health,2024-10-07,94,False,True,False,https://www.montgomery-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.1164,-77.13539999999999
246,Chesapeake Bay Manor,1000 Main Street,Largo,Prince Georges,MD,20246,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20246,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7764,-76.8554
247,Old Line Village,1100 Maryland Avenue,Bowie,Prince Georges,MD,20247,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20247,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7864,-76.8454
248,Baltimore Commons,1200 Chesapeake Boulevard,College Park,Prince Georges,MD,20248,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20248,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7964,-76.83539999999999
249,Annapolis Village,1300 Old Line Drive,Greenbelt,Prince Georges,MD,20249,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20249,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8064,-76.8254
250,Frederick Manor,1400 Baltimore Street,Hyattsville,Prince Georges,MD,20250,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20250,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8164,-76.8154
251,Rockville Commons,1500 Annapolis Avenue,Laurel,Prince Georges,MD,20251,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20251,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8264,-76.80539999999999
252,Gaithersburg Village,1600 Frederick Boulevard,New Carrollton,Prince Georges,MD,20252,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20252,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8364,-76.7954
