id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Bay State Manor,1000 Main Street,Hyannis,Barnstable,MA,01001,(617) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MA-ALF-80001,Massachusetts Department of Public Health,2024-03-01,75,True,True,True,https://www.barnstable-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.6503,-70.3362
163,Pioneer Valley Manor,1700 School Street,Boston,Suffolk,MA,01163,(624) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MA-ALF-80163,Massachusetts Department of Public Health,2024-10-08,82,False,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.380100000000006,-71.0289
164,North Shore Village,1800 Church Street,Boston,Suffolk,MA,01164,(625) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MA-ALF-80164,Massachusetts Department of Public Health,2024-11-09,83,False,True,True,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.390100000000004,-71.0989
165,South Shore Commons,1900 Elm Street,Boston,Suffolk,MA,01165,(626) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MA-ALF-80165,Massachusetts Department of Public Health,2024-03-10,84,True,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4001,-71.0889
166,Merrimack Valley Manor,2000 Oak Street,Boston,Suffolk,MA,01166,(627) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,MA-ALF-80166,Massachusetts Department of Public Health,2024-04-11,85,False,True,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.310100000000006,-71.07889999999999
167,Blackstone Village,2100 Maple Street,Boston,Suffolk,MA,01167,(628) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,MA-ALF-80167,Massachusetts Department of Public Health,2024-05-12,86,False,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.320100000000004,-71.0689
168,Freedom Trail Commons,2200 Harvard Street,Boston,Suffolk,MA,01168,(629) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,MA-ALF-80168,Massachusetts Department of Public Health,2024-06-13,87,True,True,True,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3301,-71.0589
169,Tea Party Manor,2300 Yale Street,Boston,Suffolk,MA,01169,(630) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,MA-ALF-80169,Massachusetts Department of Public Health,2024-07-14,88,False,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3401,-71.04889999999999
170,Salem Village,2400 MIT Avenue,Boston,Suffolk,MA,01170,(631) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,MA-ALF-80170,Massachusetts Department of Public Health,2024-08-15,89,False,True,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.350100000000005,-71.0389
171,Lexington Commons,2500 Boston Street,Boston,Suffolk,MA,01171,(632) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,55,MA-ALF-80171,Massachusetts Department of Public Health,2024-09-16,90,True,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3601,-71.0289
172,Concord Manor,2600 Cambridge Street,Boston,Suffolk,MA,01172,(633) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,56,MA-ALF-80172,Massachusetts Department of Public Health,2024-10-17,91,False,True,True,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3701,-71.0989
173,Plymouth Village,2700 Salem Street,Boston,Suffolk,MA,01173,(634) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,57,MA-ALF-80173,Massachusetts Department of Public Health,2024-11-18,92,False,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.380100000000006,-71.0889
174,Mayflower Commons,2800 Plymouth Street,Boston,Suffolk,MA,01174,(635) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,58,MA-ALF-80174,Massachusetts Department of Public Health,2024-03-19,93,True,True,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.390100000000004,-71.07889999999999
175,Whaling City Manor,2900 Concord Street,Boston,Suffolk,MA,01175,(636) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,59,MA-ALF-80175,Massachusetts Department of Public Health,2024-04-20,94,False,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4001,-71.0689
176,Bay State Manor,1000 Main Street,Worcester,Worcester,MA,01176,(617) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MA-ALF-80176,Massachusetts Department of Public Health,2024-03-01,75,True,True,True,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.308400000000006,-72.0176
177,Commonwealth Commons,1100 Massachusetts Avenue,Worcester,Worcester,MA,01177,(618) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MA-ALF-80177,Massachusetts Department of Public Health,2024-04-02,76,False,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.318400000000004,-72.0076
178,Pilgrim Village,1200 Commonwealth Avenue,Worcester,Worcester,MA,01178,(619) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MA-ALF-80178,Massachusetts Department of Public Health,2024-05-03,77,False,True,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3284,-71.99759999999999
179,Minuteman Care,1300 Beacon Street,Worcester,Worcester,MA,01179,(620) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MA-ALF-80179,Massachusetts Department of Public Health,2024-06-04,78,True,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3384,-71.9876
180,Beacon Hill Manor,1400 Washington Street,Worcester,Worcester,MA,01180,(621) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MA-ALF-80180,Massachusetts Department of Public Health,2024-07-05,79,False,True,True,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.348400000000005,-71.9776
181,Cape Cod Village,1500 State Street,Worcester,Worcester,MA,01181,(622) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MA-ALF-80181,Massachusetts Department of Public Health,2024-08-06,80,False,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3584,-71.96759999999999
182,Berkshire Commons,1600 Park Street,Worcester,Worcester,MA,01182,(623) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MA-ALF-80182,Massachusetts Department of Public Health,2024-09-07,81,True,True,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3684,-71.9576
183,Pioneer Valley Manor,1700 School Street,Worcester,Worcester,MA,01183,(624) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MA-ALF-80183,Massachusetts Department of Public Health,2024-10-08,82,False,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.378400000000006,-71.9476
184,North Shore Village,1800 Church Street,Worcester,Worcester,MA,01184,(625) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MA-ALF-80184,Massachusetts Department of Public Health,2024-11-09,83,False,True,True,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.388400000000004,-72.0176
185,South Shore Commons,1900 Elm Street,Worcester,Worcester,MA,01185,(626) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MA-ALF-80185,Massachusetts Department of Public Health,2024-03-10,84,True,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3984,-72.0076
186,Merrimack Valley Manor,2000 Oak Street,Worcester,Worcester,MA,01186,(627) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,MA-ALF-80186,Massachusetts Department of Public Health,2024-04-11,85,False,True,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.308400000000006,-71.99759999999999
187,Blackstone Village,2100 Maple Street,Worcester,Worcester,MA,01187,(628) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,MA-ALF-80187,Massachusetts Department of Public Health,2024-05-12,86,False,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.318400000000004,-71.9876
188,Freedom Trail Commons,2200 Harvard Street,Worcester,Worcester,MA,01188,(629) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,MA-ALF-80188,Massachusetts Department of Public Health,2024-06-13,87,True,True,True,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3284,-71.9776
189,Tea Party Manor,2300 Yale Street,Worcester,Worcester,MA,01189,(630) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,MA-ALF-80189,Massachusetts Department of Public Health,2024-07-14,88,False,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3384,-71.96759999999999
190,Salem Village,2400 MIT Avenue,Worcester,Worcester,MA,01190,(631) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,MA-ALF-80190,Massachusetts Department of Public Health,2024-08-15,89,False,True,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.348400000000005,-71.9576
191,Lexington Commons,2500 Boston Street,Worcester,Worcester,MA,01191,(632) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,55,MA-ALF-80191,Massachusetts Department of Public Health,2024-09-16,90,True,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3584,-71.9476
192,Concord Manor,2600 Cambridge Street,Worcester,Worcester,MA,01192,(633) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,56,MA-ALF-80192,Massachusetts Department of Public Health,2024-10-17,91,False,True,True,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3684,-72.0176
193,Plymouth Village,2700 Salem Street,Worcester,Worcester,MA,01193,(634) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,57,MA-ALF-80193,Massachusetts Department of Public Health,2024-11-18,92,False,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.378400000000006,-72.0076
194,Mayflower Commons,2800 Plymouth Street,Worcester,Worcester,MA,01194,(635) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,58,MA-ALF-80194,Massachusetts Department of Public Health,2024-03-19,93,True,True,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.388400000000004,-71.99759999999999
195,Whaling City Manor,2900 Concord Street,Worcester,Worcester,MA,01195,(636) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,59,MA-ALF-80195,Massachusetts Department of Public Health,2024-04-20,94,False,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3984,-71.9876
196,Cranberry Village,3000 Lexington Avenue,Worcester,Worcester,MA,01196,(637) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,60,MA-ALF-80196,Massachusetts Department of Public Health,2024-05-21,95,False,True,True,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.308400000000006,-71.9776
197,Lighthouse Commons,3100 Bunker Hill Street,Worcester,Worcester,MA,01197,(638) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,61,MA-ALF-80197,Massachusetts Department of Public Health,2024-06-22,96,True,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.318400000000004,-71.96759999999999
198,Seaport Manor,3200 Freedom Trail,Worcester,Worcester,MA,01198,(639) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,62,MA-ALF-80198,Massachusetts Department of Public Health,2024-07-23,97,False,True,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3284,-71.9576
199,Harbor Village,3300 Tea Party Avenue,Worcester,Worcester,MA,01199,(640) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,63,MA-ALF-80199,Massachusetts Department of Public Health,2024-08-24,98,False,False,False,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3384,-71.9476
200,Ivy League Commons,3400 Main Street,Worcester,Worcester,MA,01200,(641) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,64,MA-ALF-80200,Massachusetts Department of Public Health,2024-09-25,99,True,True,True,https://www.worcester-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.348400000000005,-72.0176
