X,Y,OBJECTID,Number,Legal_Name,Business_Name,Capacity_Per_PEU,Address,Address_2,City,County,Zip_Code,Phone_Number,Latitude,Longitude,CountyName
-117.327762,33.1904970000001,509,1659809267     ,HAWKES O-SIDE 1 LLC                ,HERITAGE HILLS                     ,74,2108 S EL CAMINO REAL,,OCEANSIDE           ,San Diego ,92054,7603858100,33.190502448237,-117.327991747966,San Diego County
-117.382626,33.7064580000001,510,1063173896,HILLSIDE SENIOR LIVING LLC,HILLSIDE SENIOR LIVING,6,4162 ISABELLA CIR,,LAKE ELSINORE,RIVERSIDE,92530,951-508-6002,33.706187851261,-117.38269179794,Riverside County
-118.2065175,33.9301530000001,511,1427615384,3570 HIGHLAND INC                  ,HIGHLAND MANOR GUEST HOME          ,106,3570 IMPERIAL HIGHWAY,,LYNWOOD             ,Los Angeles,90262,3106317569,33.930493556726,-118.206466873305,Los Angeles County
-118.4230665,34.2127080000001,512,1407472707,HOLLYWOOD CARE HOME INC            ,HOLLYWOOD CARE HOME                ,6,13307 STAGG STREET,,N. HOLLYWOOD        ,Los Angeles,91605,9096187575,34.212523849587,-118.423064404524,Los Angeles County
-118.4813685,34.025535,513,1952092124,SANTA MONICA OPERATIONS LLC,HOLIDAY VILLA,174,1447 17TH STREET,,SANTA MONICA,LOS ANGELES,90404,310-829-5904,34.025341880951,-118.481606210774,Los Angeles County
-118.321587,34.1048970000001,514,1427346527,HOLLYWOOD ELDERLY CARE INC         ,HOLLYWOOD ROYALE GARDENS           ,120,6054 FRANKLIN AVE,,LOS ANGELES         ,Los Angeles,90028,3234662411,34.105216518149,-118.321587,Los Angeles County
-117.062379,34.016733,515,1487976577,NICK PURACI                        ,HOLY HILL HOME CARE EAST           ,6,34034 NEBRASKA LANE,,YUCAIPA             ,San Bernardino,92399,9094461148,34.016514232327,-117.062161238156,San Bernardino County
-121.9853295,37.966464,516,1891149761,HOME SWEET CARE HOMES INC          ,HOME SWEET CARE HOMES INC          ,6,1584 DIANDA DR,,CONCORD             ,Contra Costa,94521,9256892356,37.966571455999,-121.985475931848,Contra Costa County
-121.7911455,38.005389,517,1780051813,SST SENIOR CARE LLC,HILLCREST MEMORY CARE,90,825 E 18TH ST,,ANTIOCH,CONTRA COSTA,94509,925-706-7944,38.004933527382,-121.7911455,Contra Costa County
-117.0641025,34.017993,518,1669778882,HOLY HILL HOME CARE                ,HOLY HILL HOME CARE                ,6,33922 COLORADO ST,,YUCAIPA             ,San Bernardino,92399,9094460296,34.017517243176,-117.064913449132,San Bernardino County
-117.101889,33.574986,519,1265122741,HOME OF PURPOSE LLC,HOME OF PURPOSE LLC,4,37544 RIVER OATS LANE,,MURRIETA,RIVERSIDE,92563,619-309-5740,33.575005613653,-117.102119083242,Riverside County
-121.987323,37.9685430000001,520,1891149761,HOME SWEET CARE HOMES INC,HOME SWEET WILSON,6,4248 WILSON LANE,,CONCORD,CONTRA COSTA,94521,925-270-3158,37.968701250332,-121.98714211853,Contra Costa County
-118.4868765,34.2468630000001,521,1528648243,HORIZON ASSISTED LIVING FACILITY INC,HORIZON ASSISTED LIVING FACILITY INC,6,9708 VALJEAN AVE,,NORTH HILLS,Los Angeles,91343,7472367139,34.24686559839,-118.487180092533,Los Angeles County
-117.885312,34.067871,522,1396334926     ,HOUSE OF GRACE LLC                 ,HOUSE OF GRACE 2                   ,6,2815 E MESA DRIVE,,WEST COVINA         ,Los Angeles,91791,6267161033,34.067654914536,-117.885232036644,Los Angeles County
-122.000337,37.8277380000001,523,1891149761,HOME SWEET CARE HOMES INC,HOME SWEET ELSIE,6,280 ELSIE DR,,DANVILLE,CONTRA COSTA,94526-2517,510-507-2679,37.827604895378,-122.000340185123,Contra Costa County
-117.7131645,34.1238240000001,524,1811697527,HOUSE OF GRACE 3 INC,HOUSE OF GRACE 3,6,2178 URSINUS CIRCLE,,CLAREMONT,LOS ANGELES,91711,626-716-1033,34.12381444463,-117.713361474725,Los Angeles County
-122.251149,37.795464,525,1326476177,LANCASTER INVESTMENT COMPANY       ,HOUSE OF PSALMS ASSISTED LIV       ,23,1525 7TH AVE,,OAKLAND             ,Alameda,94606,5102512521,37.795227295054,-122.250880527641,Alameda County
-118.0822455,34.5696300000001,526,1033880828,HUMBLE HAVEN RCFE LLC,HUMBLE HAVEN RCFE II,6,37801 RUDALL AVENUE,,PALMDALE,Los Angeles,93550,661-526-3200,34.56963,-118.081998988228,Los Angeles County
-117.800379,34.0357950000001,527,1750911228     ,HHL CARE CORPORATION               ,HOPE HOME CARE FOR ELDERLY         ,6,23916 HIGHLAND VALLEY RD,,DIAMOND BAR         ,Los Angeles,91765,9092172011,34.035934642507,-117.800399284206,Los Angeles County
-117.0314235,32.9826330000001,528,1467027870,HM ACQUISITION LLC,HUNTINGTON HOUSE,6,14805 BUDWIN LN,,POWAY,San Diego,92064,8587483381,32.982615314184,-117.031979555457,San Diego County
-117.739395,34.118271,529,1003405960     ,HOUSE OF GRACE LLC                 ,HOUSE OF GRACE LLC                 ,6,618 RIDGEFIELD DR,,CLAREMONT           ,Los Angeles,91711,6267161033,34.118414582001,-117.739395922009,Los Angeles County
-117.03114,32.9822280000001,530,1467027870,HM ACQUISITION LLC,HUNTINGTON MANOR,21,14755 BUDWIN LANE,,POWAY,San Diego,92064,8587483381,32.982201932281,-117.031962516158,San Diego County
-117.033867,33.1097040000001,531,1740665108,SAN DIEGO BRAIN INJURY             ,HOWARD HOUSE                       ,6,2033 ORO VERDE ROAD,,ESCONDIDO           ,San Diego ,92027,7604807468,33.109813132379,-117.033544045271,San Diego County
-119.858184,36.782991,532,1386009306,IDEAL CARE CENTERS INC             ,IDEAL CARE CENTERS                 ,6,3618 W DAYTON AVE,,FRESNO              ,Fresno,93722,5592752488,36.782771477956,-119.858180647239,Fresno County
-118.422834401,34.2133617040001,533,1033856398,IMPRESSIVE CARE INC,IMPRESSIVE CARE INC,6,13302 ARMINTA STREET,,NORTH HOLLYWOOD,Los Angeles,91605,818-517-6594,34.213361704301,-118.422834400609,Los Angeles County
-118.3575015,33.8399010000001,534,1730350042,ADF INVESTMENTS INC.               ,HUNTINGTON RETIREMENT HOTEL        ,155,20920 EARL ST,,TORRANCE            ,Los Angeles,90503,3103705828,33.839901,-118.358042048936,Los Angeles County
-118.482993,34.2343260000001,535,1164209821,IN HOME CARE CENTER INC,IN HOME CARE CENTER,6,9023 GAVIOTA AVENUE,,NORTH HILLS,LOS ANGELES,91343,747-777-4270,34.23454761752,-118.482900631427,Los Angeles County
-117.841185,33.88608,536,1265164321,IN R GREAT HANDS LLC,IN R GREAT HANDS-MONTEVIDEO,6,1261 MONTEVIDEO AVENUE,,PLACENTIA,ORANGE,92870,714-646-9648,33.885842121588,-117.841179970858,Orange County
-121.3871175,38.4127290000001,537,1427755362,INDOCARE LLC,INDOCARE HOUSE 2,6,8604 BANFF VISTA DRIVE,,ELK GROVE,Sacramento,95624,916-686-1253,38.412729,-121.3871175,Sacramento County
-117.207675,33.7047660000001,538,1013622216,INLAND SENIOR MANOR INC,INLAND SENIOR MANOR,6,25871 SUN CITY BLVD,,MENIFEE,RIVERSIDE,92586,562-350-8537,33.704937661377,-117.207654799613,Riverside County
-118.298718,34.0101540000001,539,1790015063,IN HONOR OF OUR PARENTS INC        ,IN HONOR OF OUR PARENTS            ,6,1317 WEST 40TH PLACE,,LOS ANGELES         ,Los Angeles,90037,3232967816,34.009950235934,-118.2987162398,Los Angeles County
-117.5412105,33.837255,540,1538815105,ROMULO L & NOELIA M GARCIA,INSPIRATIONS HOME CARE II,6,2800 COTTAGE DR,,CORONA,Riverside,92881,951-317-4773,33.837117620607,-117.540918893589,Riverside County
-117.5482845,33.8412420000001,541,1013661040,ROMULO L & NOELIA M GARCIA,INSPIRATIONS HOME CARE,6,2755 THACKER DR,,CORONA,Riverside,92881,951-317-4773,33.841330429078,-117.548470410612,Riverside County
-117.540108,33.8378760000001,542,1760126445,ROMULO L & NOELIA M GARCIA,INSPIRATIONS HOME CARE III,6,2685 COTTAGE DR,,CORONA,Riverside,92881,951-317-4773,33.837957975013,-117.540293910612,Riverside County
-117.5410665,33.8364,543,1902546617,ROMULO L & NOELIA M GARCIA,INSPIRATIONS HOME CARE V,6,2865 COTTAGE DR,,CORONA,Riverside,92881,951-317-4773,33.836516089359,-117.541291637919,Riverside County
-118.595205,34.1668260000001,544,1801384631,VENTURA PARK MANAGEMENT LLC,INN AT THE PARK VENTURA,200,21200 VENTURA BLVD,,WOODLAND HILLS,Los Angeles,91364,8188847100,34.167358334671,-118.595041636707,Los Angeles County
-117.541008,33.83559,545,1376283077,INSPIRATIONS HOME CARE IV LLC,INSPIRATIONS HOME CARE IV,6,1540 HEARTLAND WAY,,CORONA,Riverside,92881,951-317-4773,33.835710531768,-117.540821502654,Riverside County
-117.550242,33.8430690000001,546,1801536503,INSPIRATIONS HOME CARE IV LLC,INSPIRATIONS HOME CARE VI,6,1117 CARTER LANE,,CORONA,Riverside,92881,951-317-4773,33.842917958105,-117.550421540366,Riverside County
-117.540567,33.8372010000001,547,1790425494,INSPIRATIONS HOME CARE IV LLC,INSPIRATIONS HOME CARE VII,6,1507 CHESTNUT CIRCLE,,CORONA,Riverside,92881,951-317-4773,33.836976364995,-117.540724328323,Riverside County
-117.1921275,33.912738,548,1982928396,CALIFORNIA DRUG CONSULTANTS INC,INTEGRATED CARE COMMUNITIES - A1,22,14265 NASON STREET,,MORENO VALLEY,Riverside,92555,9512433837,33.912738,-117.191627016562,Riverside County
-117.1921275,33.912738,549,1063736155,CALIFORNIA DRUG CONSULTANTS INC,INTEGRATED CARE COMMUNITIES - B1,20,14295 NASON STREET,,MORENO VALLEY,Riverside,92555,9512433837,33.912738,-117.191627016562,Riverside County
-117.1921275,33.912738,550,1609190792,CALIFORNIA DRUG CONSULTANTS INC,INTEGRATED CARE COMMUNITIES - A2,24,14345 NASON STREET,,MORENO VALLEY,Riverside,92555,9512433837,33.912738,-117.191627016562,Riverside County
-117.768681,33.7068990000001,551,1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #2,6,16 PORTER,,IRVINE,ORANGE,92620,949-533-5938,33.707106368285,-117.768735063275,Orange County
-117.769833,33.713109,552,1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #3,6,17 YORKTOWN,,IRVINE,ORANGE,92620,949-533-5938,33.7129826009,-117.769960991661,Orange County
-117.1921275,33.912738,553,1699099788,CALIFORNIA DRUG CONSULTANTS INC,INTEGRATED CARE COMMUNITIES - B2,20,14315 NASON STREET,,MORENO VALLEY,Riverside,92555,9512433837,33.912738,-117.191627016562,Riverside County
-117.765009,33.705747,554,1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #1,6,1 LONGSTREET,,IRVINE,ORANGE,92620,949-533-5938,33.705609955883,-117.764808756333,Orange County
-117.7697835,33.7136850000001,555,1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #4,6,7 PRINCETON,,IRVINE,ORANGE,92620,949-533-5938,33.713571341393,-117.769617119222,Orange County
-117.77319,33.715629,556,1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #5,6,2 BRANDYWINE,,IRVINE,ORANGE,92620,949-533-5938,33.715734444342,-117.773080364706,Orange County
-117.817659,33.6637440000001,557,1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #7,6,40 CYPRESS TREE LANE,,IRVINE,ORANGE,92612,949-533-5938,33.663790184286,-117.817845162069,Orange County
-117.957177,33.718284,558,1366018087,IVY COTTAGES INC,IVY COTTAGES I,6,9856 MARIPOSA AVE,,FOUNTAIN VALLEY,Orange,92708,714-775-1128,33.718451302787,-117.957224860667,Orange County
-117.9298845,33.7187700000001,559,1356925911,IVY COTTAGES INC,IVY COTTAGES III,6,16840 MT EDEN ST,,FOUNTAIN VALLEY,Orange,92708,714-775-1128,33.718768826534,-117.930126569364,Orange County
-117.959985,33.791121,560,1033896550,JADE RESIDENTIAL CARE INC,JADE RESIDENTIAL CARE,6,11821 FLAMINGO DRIVE,,GARDEN GROVE,ORANGE,92841,949-573-6489,33.791128627532,-117.959723149345,Orange County
-117.077508,32.7504420000001,561,1881684900,JACOB HEALTH CARE CENTER LP        ,JACOB HEALTH CARE CENTER LP        ,128,4075 54TH ST,,SAN DIEGO           ,San Diego ,92105,6195825168,32.750442,-117.079464503839,San Diego County
-118.443591,34.2041760000001,562,1487242699,HAM CARE LLC,JASMINE,6,7331 KATHERINE AVE,,VAN NUYS,Los Angeles,91405,8184413590,34.204169629754,-118.44335379214,Los Angeles County
-118.1374695,34.1415720000001,563,1215211305,V & E MANAGEMENT LLC               ,JASMINE TERRACE AT EL MOLINO       ,206,245 SOUTH EL MOLINO AVE,,PASADENA            ,Los Angeles,91101,6265780460,34.141577532056,-118.136892741243,Los Angeles County
-121.481352,38.5639200000001,564,1568245447,IVY RIDGE CARE INC,IVY RIDGE ASSISTED LIVING,36,2030 23RD ST,,SACRAMENTO,SACRAMENTO,95818,916-600-3309,38.56392,-121.481352,Sacramento County
-121.229433,38.659032,565,1154585883,ESTRELLITA OLEA                    ,JERIDA LANE RES CARE               ,6,8830 JERIDA LANE,,FAIR OAKS           ,Sacramento,95628,9168636151,38.659032,-121.229433,Sacramento County
-119.0559195,35.3059650000001,566,1861902462,CVVG MANAGEMENT LLC                ,JASMIN TERRACE AT BAKERSFIEL       ,99,5400 STINE ROAD,,BAKERSFIELD         ,Kern,93313,6613988802,35.305965,-119.05666398064,Kern County
-117.001494,33.731406,567,1235502832     ,EMELITA MORALES PRICE              ,JMP CARE HOME                      ,6,2771 CAMBRIDGE AVE,,HEMET               ,Riverside,92545,9517665370,33.731541786831,-117.001593744648,Riverside County
-121.695543,37.962585,568,1144812678     ,BDSJ HOLDINGS LLC                  ,JOY SENIOR CENTER                  ,18,6400 BRENTWOOD BLVD,,BRENTWOOD           ,Contra Costa,94513,9254205061,37.962570666946,-121.696092517572,Contra Costa County
-117.8815185,33.663033,569,1720696180,JEWEL HOMECARE LLC,JEWEL HOMECARE 2,6,20152 RIVERSIDE DR,,NEWPORT BEACH,Orange,92660,4242704452,33.663248498731,-117.881512297392,Orange County
-117.9333585,33.873003,570,1447988381,SPECIALIZED COMMUNITY HEALTHCARE COMPANY,KAEGO'S RICHMAN GARDENS,26,317 N RICHMAN AVE,,FULLERTON,ORANGE,92831,213-478-0800,33.873003,-117.933107964914,Orange County
-118.408329,34.280694,571,1508546409,JUDD ASSISTED LIVING,JUDD ASSISTED LIVING,6,12615 JUDD ST,,PACOIMA,LOS ANGELES,91331,747-240-9360,34.280509011397,-118.408135210399,Los Angeles County
-121.355442,38.4727320000001,572,1124416896,"KARISAA CARE HOME, LLC             ","KARISAA CARE HOME, LLC             ",6,7827 NEYLAND WAY,,SACRAMENTO          ,Sacramento,95829,6692253757,38.472732,-121.355442,Sacramento County
-117.689535,33.5993040000001,573,1407353840,JOYFUL HOME CORPORATION,JOYFUL HOME IV,6,25232 COSTEAU ST,,LAGUNA HILLS,Orange,92653,9492791700,33.599470129321,-117.689584034134,Orange County
-121.3760025,38.645361,574,1427715341,KENTFIELD ESTATES RANCH RCFE,KENTFIELD ESTATES RANCH RCFE,6,3800 SILVER SPUR WAY,,SACRAMENTO,SACRAMENTO,95841,916-904-0027,38.645361,-121.3760025,Sacramento County
-118.0223145,33.853914,575,1407513427,K&F LLC,KNOTT'S LANDING LUXURY CARE,6,6359 ARNOLD WAY,,BUENA PARK,Orange,90620,9492901826,33.853707050811,-118.02231106342,Orange County
-118.3035015,34.0900740000001,576,1518639723,FRONT PORCH COMMUNITIES AND SERVICES,KINGSLEY MANOR,299,1055 NORTH KINGSLEY DR,,LOS ANGELES,Los Angeles,90029,3236611128,34.090069306134,-118.30329203624,Los Angeles County
-118.4264595,35.754651,577,1508543281,REDWOOD KERNVILLE OPCO LLC,KERN VILLAGE ASSISTED LIVING FOR SENIORS,22,32 BURLANDO RD,,KERNVILLE,KERN,93238,415-810-0145,35.754486463241,-118.426530243263,Kern County
-117.2325915,32.8188870000001,578,1043997174,"KEVORY HOLDING COMPANY, INC",LA JOLLA CASA FIESTA,6,5426 AVENIDA FIESTA,,LA JOLLA,SAN DIEGO,92037,858-412-3987,32.818837882047,-117.232350352646,San Diego County
-118.0323045,33.966189,579,1457029779,POSADA SL LLC,LA POSADA AT WHITTIER,114,8120 PAINTER AVE,,WHITTIER,Los Angeles,90602,5629452651,33.966189,-118.032681015091,Los Angeles County
-122.115573,37.8896940000001,580,1952908709,SAXENA FAMILY LLC,LAFAYETTE GARDENS,6,3486 MONROE AVE,,LAFAYETTE,Contra Costa,94549,9253226498,37.889458803797,-122.115557661117,Contra Costa County
-118.389141,34.212789,581,1043990070,LA SENIOR HOME INC,LA SENIOR HOME,5,7825 SIMPSON AVE,,NORTH HOLLYWOOD,LOS ANGELES,91605,818-299-7501,34.212787323619,-118.388899182093,Los Angeles County
-122.096628,37.707723,582,1740826163,SPECIAL REQUEST LLC                ,LAKE CHABOT ASSISTED LIVING        ,3,18821 CARLTON AVENUE,,CASTRO VALLEY       ,Alameda,94546,5108850567,37.708010834555,-122.096197253996,Alameda County
-116.939412,32.8459590000001,583,1053061028,MAAAK INC,LAKESIDE MANOR,15,9308 EMERALD GROVE AVE,,LAKESIDE,San Diego,92040,619-439-8488,32.846212887847,-116.938455541029,San Diego County
-122.2503255,37.8003330000001,584,1538593447,GAFFAR ENTERPRISES INC             ,LAKESHORE RESIDENTIAL CARE         ,38,1901 3RD AVE,,OAKLAND             ,Alameda,94606,5108349880,37.800177431877,-122.250311837498,Alameda County
-118.618299,34.1910270000001,585,1619522992,LAND OF PEACE 1                    ,LAND OF PEACE 1                    ,6,6624 SALE AVE,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191119536211,-118.618596892839,Los Angeles County
-118.1316735,33.9261300000001,586,1851803431,LAKEWOOD RESIDENTIAL CARELLC       ,LAKEWOOD PARK MANOR                ,160,12045 LAKEWOOD BLVD,,DOWNEY              ,Los Angeles,90242,5629234417,33.925917183478,-118.131239652692,Los Angeles County
-118.618299,34.1910270000001,587,1679128953,LAND OF PEACE 2                    ,LAND OF PEACE 2                    ,6,6624 SALE AVE,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191119536211,-118.618596892839,Los Angeles County
-118.131957,33.925707,588,1790232551,MEH HEALTH MANAGEMENT LLC          ,LAKEWOOD GARDENS                   ,150,12055 S LAKEWOOD BLVD,,DOWNEY              ,Los Angeles,90242,3239335763,33.925494183478,-118.131548549858,Los Angeles County
-118.6188255,34.191333,589,1841845138,LAND OF PEACE 3                    ,LAND OF PEACE 3                    ,6,22600 KITTRIDGE ST,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191474486526,-118.6188255,Los Angeles County
-118.6188255,34.191333,590,1972158277,LAND OF PEACE 4                    ,LAND OF PEACE 4                    ,6,22600 KITTRIDGE ST,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191474486526,-118.6188255,Los Angeles County
-118.6199325,34.1917740000001,591,1356996649,LAND OF PEACE 5                    ,LAND OF PEACE 5                    ,6,22625 KITTRIDGE ST,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191526482399,-118.6199325,Los Angeles County
-118.3251735,34.1955360000001,592,1487122305,"LEBLEUCHATEAU, INC                 ",SAVANT OF BURBANK EAST,100,1900 GRISMER AVE,,BURBANK             ,Los Angeles,91504,8188433141,34.195465172918,-118.325566778897,Los Angeles County
-118.6199955,34.1912610000001,593,1952956245,LAND OF PEACE 6                    ,LAND OF PEACE 6                    ,6,22626 KITTRIDGE ST,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191476498731,-118.6199955,Los Angeles County
-118.3260915,34.195842,594,1194296244,"LEBLEUCHATEAU, INC                 ",SAVANT OF BURBANK WEST,100,1911 GRISMER AVE,,BURBANK             ,Los Angeles,91504,8188433141,34.195910312511,-118.325752284379,Los Angeles County
-118.4012055,34.220376,595,1154021582,LAURELGROVE BOARD AND CARE INC,LAURELGROVE BOARD AND CARE,6,8221 LAURELGROVE AVE,,NORTH HOLLYWOOD,LOS ANGELES,91605,818-355-2632,34.220377089647,-118.400912636303,Los Angeles County
-121.391613,38.6002080000001,596,1710560495,ATLANTIS SAC OPCO LLC,LEGACY OAKS OF SACRAMENTO,160,1922 MORSE AVE,,SACRAMENTO,Sacramento,95825,9492917552,38.600208,-121.391613,Sacramento County
-119.782836,36.773892,597,1437847340,LEGACY ADULT CARE LLC,LEGACY ADULT CARE LLC,6,2348 E HARVARD AVENUE,,FRESNO,FRESNO,93703,559-433-7896,36.774045724104,-119.782837005828,Fresno County
-117.9650385,33.6735180000001,598,1548977184,LEGACY SENIOR LIVING LLC,LEGACY SENIOR LIVING,6,19892 POTOMAC LN,,HUNTINGTON BEACH,Orange,92646,714-785-9555,33.673515569248,-117.965296075885,Orange County
-118.756152,34.1592660000001,599,1245609965,LEISURE LIVING INC                 ,LEISURE LIVING II                  ,6,5965 CALMFIELD AVE.,,AGOURA HILLS        ,Los Angeles,91301,8184260099,34.159303550926,-118.755922168215,Los Angeles County
-118.7930115,34.1641440000001,600,1245609965,LEISURE LIVING INC                 ,LEISURE LIVING IV                  ,6,6156 HEDGEWALL DR,,WESTLAKE VILLAGE    ,Los Angeles,91362,8184260099,34.164091445467,-118.793215683161,Los Angeles County
-118.7927325,34.1609130000001,601,1245609965,LEISURE LIVING INC                 ,LEISURE LIVING V                   ,6,30821 CATARINA DR,,WESTLAKE VILLAGE    ,Los Angeles,91362,8184260099,34.160852063564,-118.792505518062,Los Angeles County
-118.7924895,34.15626,602,1245609965,LEISURE LIVING INC                 ,LEISURE LIVING VI                  ,6,30822 JANLOR DR,,WESTLAKE VILLAGE    ,Los Angeles,91362,8184260099,34.156461081857,-118.792375589936,Los Angeles County
-118.250415,34.1299260000001,603,1497517973,LEISURE GROVE LLC,LEISURE VALE ASSISTED LIVING,199,413 E CYPRESS STREET,,GLENDALE,LOS ANGELES,91205,818-244-2323,34.129500786052,-118.250589930319,Los Angeles County
-119.116395,35.307936,604,1477293082,SUMMER SPRINGS BOARD AND CARE LLC,LERWICK HOME CARE,6,10213 LERWICK AVENUE,,BAKERSFIELD,KERN,93311,661-246-8703,35.308156527872,-119.116395,Kern County
-117.017325,32.7328830000001,605,1457049108,CELIA A MENESES,LEMON GROVE TERRACE,6,8554 CALLE NORTE,,LEMON GROVE,SAN DIEGO,91945,619-463-6705,32.732618215679,-117.017294825149,San Diego County
-118.76247,34.152768,606,1245609965,LEISURE LIVING INC                 ,LEISURE LIVING III                 ,6,5608 ROCK CREEK RD,,AGOURA HILLS        ,Los Angeles,91301,8184260099,34.152768,-118.762703519822,Los Angeles County
-117.200034,33.658506,607,1720616360     ,LEWIS BAILEY RESIDENTIAL CAR       ,LEWIS BAILEY SENIOR HOME CAR       ,6,26364 MALLORY COURT,,MENIFEE             ,Riverside,92584,9514301921,33.658306510704,-117.200035676381,Riverside County
-117.4432365,33.9898230000001,608,1649054677,MARY MATEAS,LIFESTYLE HOME CARE II,6,5417 SKYLOFT DRIVE,,RIVERSIDE,RIVERSIDE,92509,951-360-1622,33.989938334988,-117.443048074817,Riverside County
-117.985878,33.720309,609,1083253553,LAMBERT HOME CARE LLC              ,LAMBERT HOME CARE                  ,6,8191 LAMBERT DRIVE,,HUNTINGTON BEACH    ,Orange,94647,7146556454,33.720104397744,-117.985875653067,Orange County
-118.48059,34.271244,610,1639883135,LIFELONG SENIOR LIVING,LIFELONG SENIOR LIVING,6,16003 LUDLOW STREET ,,GRANADA HILLS,LOS ANGELES,91344-5330,747-203-4493,34.271011486006,-118.48059,Los Angeles County
-117.951066,33.7903920000001,611,1750068177,LIFE CARE SENIOR MANOR LLC,LIFE CARE SENIOR MANOR,6,10415 AZALEA CIRCLE,,GARDEN GROVE,ORANGE,92840,949-573-6489,33.790245149056,-117.951335813463,Orange County
-121.956444,37.5342390000001,612,1477168656,LINCOLN RETIREMENT VILLA LLC,LINCOLN VILLA,76,41040 LINCOLN ST,,FREMONT,Alameda,94538,5106564373,37.534043450199,-121.956634017745,Alameda County
-118.93869,35.3816640000001,613,1679271894,RESTORATION LIVING LLC,LIVING IN LOVE RESIDENTIAL CARE FACILITY,6,3109 MONTELLO STREET,,BAKERSFIELD,KERN,93306,661-302-8383,35.381785872872,-118.938913126262,Kern County
-117.242496,32.828112,614,1538880547,RESIDENCE CARE INC,LILLY'S VILLA II,6,5996 SAGEBRUSH RD,,LA JOLLA,San Diego,92037,619-756-2279,32.827950732183,-117.242375049137,San Diego County
-116.9339985,32.786388,615,1104229012,GRANITE HILLS SENIOR LIVING        ,LO-HAR SENIOR LIVING               ,68,768 DOROTHY STREET,,EL CAJON            ,San Diego ,92019,6194448270,32.786388,-116.933675964366,San Diego County
-117.981243,33.8154930000001,616,1134866627,60 PLACES LLC,LOLA SENIOR GUEST HOME,6,8681 LOLA AVE,,STANTON,Orange,90680,714 300-4540,33.815328379422,-117.981247861504,Orange County
-117.453768178,34.082229296,617,1639884687,LOTUS VILLA AFFILIATE LLC,LOTUS VILLA AND MEMORY CARE,99,9448 CITRUS AVE,,FONTANA,SAN BERNARDINO,92335,909-355-6887,34.082229295699,-117.453768178091,San Bernardino County
-118.022085,33.9134760000001,618,1154059657,LOVE BEYOND WORDS LLC,LOVE BEYOND WORDS RESIDENTIAL CARE,6,14516 TACUBA DRIVE,,LA MIRADA,Los Angeles,90638,5628050526,33.913544144873,-118.021881906486,Los Angeles County
-118.3107555,33.7255200000001,619,1992882534,LITTLE SIS. OF THE POOR            ,LITTLE SIS. OF THE POOR            ,62,2100 S. WESTERN AVE,,SAN PEDRO           ,Los Angeles,90732,3105480625,33.725535506521,-118.311279788044,Los Angeles County
-118.0880955,33.9268500000001,620,1528750015,E MAC CARE SERVICES INC,LOVING ARMS RESIDENTIAL CARE FOR SENIOR 1,6,11503 THOMAS PLACE,,NORWALK,LOS ANGELES,90650,562-864-6308,33.926640787697,-118.087954851665,Los Angeles County
-118.253574,34.1290440000001,621,1093254435,LOS FELIZ RESIDENTIAL CARE         ,LOS FELIZ GARDENS                  ,199,205 E. LOS FELIZ RD,,GLENDALE            ,Los Angeles,91205,8182412273,34.12870637694,-118.253582800998,Los Angeles County
-118.0879155,33.9268500000001,622,1528750015,E MAC CARE SERVICES INC,LOVING ARMS RESIDENTIAL CARE FOR SENIOR II,6,11507 THOMAS PLACE,,NORWALK,LOS ANGELES,90650,526-864-6308,33.926651516533,-118.0879155,Los Angeles County
-117.8135775,34.0310430000001,623,1750911228,HHL CARE CORPORATION,LOVE HOME CARE FOR ELDERLY,6,22935 HAPPY HOLLOW RD,,DIAMOND BAR,Los Angeles,91765,909-217-2011,34.030884246754,-117.8137263626,Los Angeles County
-117.998307,33.767775,624,1790451326,LOVING HOME CARE LLC,LOVING HOME CARE,6,13402 HOOVER STREET,,WESTMINSTER,Orange,92683,7146007083,33.767773658895,-117.998506573115,Orange County
-117.973881,33.862149,625,1134750292,"V.S. MANAGEMENT FIRM, INC.         ",LOVING CARE FACILITY FOR THE       ,6,2622 WEST OLIVE AVE,,FULLERTON           ,Orange,92833,5622347657,33.862311022188,-117.973881670552,Orange County
-118.564218,34.2452520000001,626,1245939636,LOVING HOME FOR SENIORS,LOVING HOME FOR SENIORS,6,9652 QUARTZ AVE,,CHATSWORTH,LOS ANGELES,91311,747-745-5710,34.245306147095,-118.564415980553,Los Angeles County
-121.5330165,38.4964110000001,627,1083498042,"MACERO ELDER CARE, LLC","MACERO ELDER CARE, LLC",6,760 EL MACERO WAY,,SACRAMENTO,SACRAMENTO,95831,916-476-3830,38.496411,-121.5330165,Sacramento County
