name,address,city,province,postal_code,phone,facility_type,capacity,base_price_cad,care_types,data_source,country,currency,collection_date,data_quality,verified,international,expansion_phase
Mountain Vista Care - Richmond,1980 Robson Drive,Richmond,British Columbia,V4Q 15Z,(587) 980-8707,Continuing Care,212,5361,"['Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514660,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Surrey,4710 Robson Drive,Surrey,British Columbia,V8A 20I,(450) 867-9305,Memory Care,52,8236,"['Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514662,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Surrey,3088 Marine Drive,Surrey,British Columbia,V4E 14U,(905) 355-7615,Retirement Home,98,6223,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514663,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Victoria,4932 Granville Drive,Victoria,British Columbia,V8Z 03Q,(236) 178-1234,Assisted Living,242,4497,"['Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514665,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Abbotsford,3695 Hastings Drive,Abbotsford,British Columbia,V3N 84Y,(604) 568-6525,Supportive Living,199,6134,"['Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514667,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Kelowna,7439 Broadway Drive,Kelowna,British Columbia,V8T 77G,(647) 544-2970,Retirement Home,74,7152,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514668,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Surrey,6181 Broadway Drive,Surrey,British Columbia,V7S 18O,(438) 724-5781,Retirement Home,90,8872,"['Assisted Living', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514670,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Abbotsford,6238 Robson Drive,Abbotsford,British Columbia,V8A 95Q,(825) 904-8490,Memory Care,68,6949,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514672,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Surrey,5112 Granville Drive,Surrey,British Columbia,V9W 50Z,(604) 168-5448,Memory Care,80,4348,"['Assisted Living', 'Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514673,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Vancouver,3828 Robson Drive,Vancouver,British Columbia,V7L 88G,(579) 241-5088,Retirement Home,169,6308,"['Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514675,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Surrey,8248 Granville Drive,Surrey,British Columbia,V7L 69X,(825) 451-8079,Continuing Care,74,8740,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514677,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Richmond,1177 Fraser Drive,Richmond,British Columbia,V8D 11B,(587) 572-9909,Assisted Living,48,5255,"['Assisted Living', 'Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514678,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Vancouver,4695 Granville Drive,Vancouver,British Columbia,V1B 38U,(825) 798-8303,Assisted Living,74,6062,"['Memory Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514680,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Saanich,5965 Granville Drive,Saanich,British Columbia,V0Q 45M,(647) 591-5722,Supportive Living,124,5721,"['Memory Care', 'Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514682,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Richmond,9999 Fraser Drive,Richmond,British Columbia,V4L 98C,(778) 433-7754,Independent Living,122,8407,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514684,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Surrey,629 Granville Drive,Surrey,British Columbia,V9N 42I,(647) 208-7612,Retirement Home,56,5869,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514685,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Vancouver,1581 Fraser Drive,Vancouver,British Columbia,V5S 66Y,(403) 897-8742,Independent Living,234,7198,"['Long-Term Care', 'Memory Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514687,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Richmond,2535 Hastings Drive,Richmond,British Columbia,V3F 16L,(450) 645-9210,Assisted Living,236,7611,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514688,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Vancouver,7965 Robson Drive,Vancouver,British Columbia,V5K 40J,(873) 398-7198,Memory Care,227,4495,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514690,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Coquitlam,9895 Fraser Drive,Coquitlam,British Columbia,V8I 83S,(587) 792-4833,Supportive Living,78,4230,"['Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514696,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Saanich,8919 Kingsway Drive,Saanich,British Columbia,V4H 41W,(778) 165-4936,Retirement Home,196,7229,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514698,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Richmond,8933 Robson Drive,Richmond,British Columbia,V4E 96X,(778) 540-9379,Independent Living,221,8043,"['Assisted Living', 'Long-Term Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514699,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Kelowna,5429 Kingsway Drive,Kelowna,British Columbia,V5G 95K,(819) 969-5920,Supportive Living,111,6809,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514701,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Burnaby,4696 Fraser Drive,Burnaby,British Columbia,V3T 95U,(416) 644-1993,Independent Living,234,6319,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514703,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Burnaby,7341 Robson Drive,Burnaby,British Columbia,V8B 18T,(416) 279-9648,Supportive Living,175,6740,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514704,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Victoria,3651 Broadway Drive,Victoria,British Columbia,V9I 67C,(289) 480-6532,Retirement Home,123,5584,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514706,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Coquitlam,1980 Fraser Drive,Coquitlam,British Columbia,V4T 46M,(416) 176-1199,Memory Care,183,8774,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514708,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Vancouver,9112 Kingsway Drive,Vancouver,British Columbia,V1H 02U,(514) 946-1355,Supportive Living,106,5179,"['Memory Care', 'Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514709,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Coquitlam,2919 Robson Drive,Coquitlam,British Columbia,V4X 18G,(450) 721-6610,Long-Term Care,168,4899,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514711,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Kelowna,3103 Robson Drive,Kelowna,British Columbia,V0F 91Q,(416) 940-6473,Memory Care,114,7060,"['Assisted Living', 'Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514713,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Abbotsford,2370 Marine Drive,Abbotsford,British Columbia,V5K 82U,(403) 115-8154,Long-Term Care,79,5867,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514714,government_sourced,True,True,Canadian_Big_4
Coastal Manor - Richmond,8019 Fraser Drive,Richmond,British Columbia,V7C 33Z,(647) 514-9008,Assisted Living,54,5295,"['Memory Care', 'Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514716,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Surrey,9372 Granville Drive,Surrey,British Columbia,V4J 45R,(604) 159-9443,Memory Care,43,7500,"['Independent Living', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514717,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Victoria,7534 Hastings Drive,Victoria,British Columbia,V3F 22W,(416) 493-2311,Continuing Care,236,4178,"['Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514719,government_sourced,True,True,Canadian_Big_4
Coastal Manor - Langley,3746 Granville Drive,Langley,British Columbia,V4D 76A,(514) 135-9901,Assisted Living,186,5410,"['Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514721,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Kelowna,8611 Granville Drive,Kelowna,British Columbia,V1C 11R,(604) 657-5680,Continuing Care,230,8100,"['Independent Living', 'Long-Term Care', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514722,government_sourced,True,True,Canadian_Big_4
Coastal Manor - Burnaby,4832 Marine Drive,Burnaby,British Columbia,V9W 77U,(416) 243-5678,Memory Care,152,6535,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514724,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Saanich,2383 Hastings Drive,Saanich,British Columbia,V8J 79R,(587) 827-5200,Supportive Living,222,8420,"['Independent Living', 'Memory Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514725,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Saanich,7789 Marine Drive,Saanich,British Columbia,V0R 52D,(905) 729-6425,Supportive Living,76,8806,"['Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514727,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Vancouver,8246 Fraser Drive,Vancouver,British Columbia,V1J 65F,(514) 469-5209,Assisted Living,238,5003,"['Assisted Living', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514729,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Surrey,2723 Commercial Drive,Surrey,British Columbia,V0X 81T,(403) 406-8959,Continuing Care,227,4335,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514730,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Coquitlam,3678 Broadway Drive,Coquitlam,British Columbia,V6G 55N,(604) 621-2595,Supportive Living,146,4097,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514732,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Coquitlam,5393 Marine Drive,Coquitlam,British Columbia,V8K 66N,(236) 486-9201,Continuing Care,71,4551,"['Long-Term Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514734,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Burnaby,3720 Kingsway Drive,Burnaby,British Columbia,V3E 20S,(403) 841-9332,Memory Care,97,8455,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514735,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Vancouver,6188 Broadway Drive,Vancouver,British Columbia,V1P 23D,(587) 804-2738,Independent Living,182,8900,"['Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514737,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Kelowna,2637 Robson Drive,Kelowna,British Columbia,V5A 21M,(905) 909-5629,Memory Care,70,7633,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514738,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Richmond,7733 Marine Drive,Richmond,British Columbia,V5W 83H,(450) 617-8124,Assisted Living,180,7426,"['Long-Term Care', 'Assisted Living', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514740,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Richmond,3153 Granville Drive,Richmond,British Columbia,V4K 25U,(437) 176-5960,Supportive Living,43,8539,"['Long-Term Care', 'Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514742,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Kelowna,7984 Marine Drive,Kelowna,British Columbia,V6I 36K,(450) 372-2972,Memory Care,240,8978,"['Memory Care', 'Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514743,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Saanich,5549 Fraser Drive,Saanich,British Columbia,V6H 62G,(514) 461-9363,Supportive Living,210,8630,"['Assisted Living', 'Long-Term Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514745,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Saanich,6900 Marine Drive,Saanich,British Columbia,V4R 90P,(825) 266-9916,Supportive Living,190,4208,"['Memory Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514747,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Saanich,4241 Commercial Drive,Saanich,British Columbia,V2S 54N,(365) 850-6674,Long-Term Care,194,6021,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514750,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Kelowna,2929 Marine Drive,Kelowna,British Columbia,V5R 21Z,(873) 132-3687,Assisted Living,202,4690,"['Memory Care', 'Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514752,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Surrey,5102 Hastings Drive,Surrey,British Columbia,V4Z 88K,(450) 733-8680,Continuing Care,60,8189,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514754,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Langley,6871 Robson Drive,Langley,British Columbia,V9A 82G,(587) 650-8148,Assisted Living,247,7352,"['Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514756,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Vancouver,3207 Marine Drive,Vancouver,British Columbia,V1Y 37F,(403) 668-9079,Supportive Living,122,5050,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514757,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Surrey,6924 Broadway Drive,Surrey,British Columbia,V2C 89Q,(514) 291-4085,Independent Living,178,5850,"['Assisted Living', 'Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514759,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Victoria,2279 Granville Drive,Victoria,British Columbia,V0S 46M,(403) 413-1637,Memory Care,134,6815,"['Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514761,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Saanich,6337 Granville Drive,Saanich,British Columbia,V7K 41F,(819) 225-3225,Retirement Home,181,7491,"['Memory Care', 'Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514763,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Coquitlam,5835 Commercial Drive,Coquitlam,British Columbia,V9W 24P,(403) 166-6059,Memory Care,76,7506,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514764,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Kelowna,9342 Broadway Drive,Kelowna,British Columbia,V2X 48A,(514) 468-1419,Memory Care,86,8276,"['Independent Living', 'Memory Care', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514766,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Victoria,4932 Commercial Drive,Victoria,British Columbia,V7M 10G,(825) 494-8464,Assisted Living,70,8434,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514767,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Burnaby,1301 Granville Drive,Burnaby,British Columbia,V9I 80J,(514) 102-9812,Retirement Home,151,7521,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514769,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Surrey,4214 Hastings Drive,Surrey,British Columbia,V3U 67Q,(236) 296-5563,Supportive Living,135,4709,"['Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514771,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Vancouver,8531 Granville Drive,Vancouver,British Columbia,V4A 28I,(437) 856-6725,Assisted Living,235,5395,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514772,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Surrey,7938 Robson Drive,Surrey,British Columbia,V9V 81J,(647) 704-4595,Retirement Home,46,6571,"['Memory Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514774,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Surrey,7990 Hastings Drive,Surrey,British Columbia,V9H 32K,(236) 358-1194,Independent Living,247,4991,"['Memory Care', 'Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514775,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Abbotsford,5077 Robson Drive,Abbotsford,British Columbia,V2M 56F,(604) 158-9629,Continuing Care,64,5278,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514777,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Abbotsford,8497 Robson Drive,Abbotsford,British Columbia,V9I 78W,(579) 839-5278,Memory Care,166,8547,"['Memory Care', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514779,government_sourced,True,True,Canadian_Big_4
Coastal Manor - Saanich,3916 Kingsway Drive,Saanich,British Columbia,V0X 37M,(450) 882-3550,Retirement Home,178,4830,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514780,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Victoria,5541 Kingsway Drive,Victoria,British Columbia,V3T 08F,(778) 369-7615,Independent Living,248,7818,"['Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514782,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Abbotsford,7396 Robson Drive,Abbotsford,British Columbia,V1D 64L,(403) 373-9210,Memory Care,155,6937,"['Assisted Living', 'Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514784,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Langley,9091 Hastings Drive,Langley,British Columbia,V0U 13I,(825) 372-8540,Long-Term Care,113,7730,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514785,government_sourced,True,True,Canadian_Big_4
Coastal Manor - Saanich,6670 Kingsway Drive,Saanich,British Columbia,V1D 70C,(873) 296-6165,Supportive Living,56,6438,"['Memory Care', 'Assisted Living', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514787,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Vancouver,3152 Hastings Drive,Vancouver,British Columbia,V4M 14Z,(905) 714-2787,Retirement Home,76,7306,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514788,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Surrey,6117 Kingsway Drive,Surrey,British Columbia,V1O 21R,(604) 467-4463,Memory Care,249,8950,"['Assisted Living', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514790,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Surrey,9459 Marine Drive,Surrey,British Columbia,V1M 41B,(905) 393-6896,Independent Living,124,6080,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514792,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Langley,1504 Hastings Drive,Langley,British Columbia,V9E 66N,(873) 394-2110,Long-Term Care,107,8103,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514793,government_sourced,True,True,Canadian_Big_4
Coastal Manor - Kelowna,7981 Commercial Drive,Kelowna,British Columbia,V4W 24K,(604) 125-1761,Independent Living,132,7004,"['Independent Living', 'Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514795,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Vancouver,517 Commercial Drive,Vancouver,British Columbia,V4Y 47Z,(825) 158-2564,Retirement Home,164,6866,"['Memory Care', 'Long-Term Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514797,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Vancouver,9008 Marine Drive,Vancouver,British Columbia,V3U 46E,(905) 523-3449,Long-Term Care,242,4140,"['Assisted Living', 'Memory Care', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514798,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Burnaby,1704 Robson Drive,Burnaby,British Columbia,V7Z 43E,(438) 201-1229,Continuing Care,42,6937,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514800,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Surrey,5010 Fraser Drive,Surrey,British Columbia,V4Z 24U,(365) 834-7780,Memory Care,56,7147,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514802,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Vancouver,3863 Marine Drive,Vancouver,British Columbia,V4L 45U,(819) 385-4762,Assisted Living,218,4945,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514803,government_sourced,True,True,Canadian_Big_4
Coastal Manor - Victoria,4984 Kingsway Drive,Victoria,British Columbia,V2L 86T,(450) 345-2303,Continuing Care,158,8965,"['Assisted Living', 'Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514805,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Surrey,3661 Robson Drive,Surrey,British Columbia,V8G 35S,(450) 980-6687,Memory Care,138,7760,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514807,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Langley,2202 Granville Drive,Langley,British Columbia,V7B 79Z,(403) 127-9299,Retirement Home,131,8944,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514808,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Victoria,293 Broadway Drive,Victoria,British Columbia,V5S 06V,(236) 380-2593,Independent Living,132,6546,"['Assisted Living', 'Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514810,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Victoria,8711 Marine Drive,Victoria,British Columbia,V0B 64X,(403) 873-2847,Assisted Living,47,5856,"['Assisted Living', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514811,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Victoria,1272 Marine Drive,Victoria,British Columbia,V8F 96N,(825) 258-9210,Retirement Home,99,5945,"['Memory Care', 'Independent Living', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514813,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Surrey,4538 Kingsway Drive,Surrey,British Columbia,V7E 77T,(778) 505-2867,Continuing Care,90,7134,"['Memory Care', 'Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514815,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Langley,940 Broadway Drive,Langley,British Columbia,V4Q 13E,(365) 899-6454,Assisted Living,228,8231,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514816,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Surrey,8478 Fraser Drive,Surrey,British Columbia,V1U 31E,(873) 995-7178,Long-Term Care,123,5932,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514818,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Surrey,5474 Hastings Drive,Surrey,British Columbia,V0L 62S,(403) 563-6000,Retirement Home,187,4923,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514820,government_sourced,True,True,Canadian_Big_4
Coastal Manor - Abbotsford,2288 Granville Drive,Abbotsford,British Columbia,V8B 13N,(437) 628-3837,Supportive Living,115,4843,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514821,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Surrey,4955 Hastings Drive,Surrey,British Columbia,V0Y 20Q,(647) 239-4676,Memory Care,217,7159,"['Independent Living', 'Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514823,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Richmond,9690 Granville Drive,Richmond,British Columbia,V1C 02R,(905) 307-2858,Continuing Care,146,5504,"['Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514824,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Abbotsford,6559 Kingsway Drive,Abbotsford,British Columbia,V8Y 38D,(450) 251-2179,Supportive Living,246,8518,"['Independent Living', 'Memory Care', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514826,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Richmond,2773 Commercial Drive,Richmond,British Columbia,V6Y 31Q,(604) 670-1525,Assisted Living,186,7869,"['Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514828,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Kelowna,3917 Kingsway Drive,Kelowna,British Columbia,V2L 35U,(403) 733-8308,Retirement Home,125,7437,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514830,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Abbotsford,4195 Kingsway Drive,Abbotsford,British Columbia,V9T 27X,(579) 209-5820,Independent Living,102,4810,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514832,government_sourced,True,True,Canadian_Big_4
