id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Razorback Manor,1000 Main Street,DeWitt,Arkansas,AR,71001,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80001,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.arkansas-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1764,-91.37540000000001
168,Razorback Manor,1000 Main Street,Batesville,Independence,AR,71168,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80168,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.independence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.6764,-91.67540000000001
169,Natural State Village,1100 Arkansas Avenue,Batesville,Independence,AR,71169,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80169,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.independence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.6864,-91.6654
170,Ozark Mountain Commons,1200 Razorback Boulevard,Batesville,Independence,AR,71170,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80170,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.independence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.6964,-91.6554
171,Arkansas River Village,1300 Natural State Drive,Batesville,Independence,AR,71171,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80171,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.independence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.706399999999995,-91.64540000000001
172,Little Rock Commons,1400 Ozark Street,Batesville,Independence,AR,71172,(505) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,AR-ALF-80172,Arkansas Department of Health,2024-07-05,79,False,True,True,https://www.independence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.7164,-91.6354
173,Fayetteville Manor,1500 Little Rock Avenue,Batesville,Independence,AR,71173,(506) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,AR-ALF-80173,Arkansas Department of Health,2024-08-06,80,False,False,False,https://www.independence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.7264,-91.6254
174,Fort Smith Village,1600 Fayetteville Boulevard,Batesville,Independence,AR,71174,(507) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,AR-ALF-80174,Arkansas Department of Health,2024-09-07,81,True,True,False,https://www.independence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.736399999999996,-91.61540000000001
175,Jonesboro Commons,1700 Fort Smith Drive,Batesville,Independence,AR,71175,(508) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,AR-ALF-80175,Arkansas Department of Health,2024-10-08,82,False,False,False,https://www.independence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.7464,-91.6054
176,Razorback Manor,1000 Main Street,Melbourne,Izard,AR,71176,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80176,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.izard-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.876400000000004,-91.97540000000001
177,Natural State Village,1100 Arkansas Avenue,Melbourne,Izard,AR,71177,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80177,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.izard-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.8864,-91.9654
178,Ozark Mountain Commons,1200 Razorback Boulevard,Melbourne,Izard,AR,71178,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80178,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.izard-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.8964,-91.9554
179,Arkansas River Village,1300 Natural State Drive,Melbourne,Izard,AR,71179,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80179,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.izard-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.9064,-91.9454
180,Razorback Manor,1000 Main Street,Newport,Jackson,AR,71180,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80180,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.jackson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.5764,-91.2754
181,Natural State Village,1100 Arkansas Avenue,Newport,Jackson,AR,71181,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80181,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.jackson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.5864,-91.2654
182,Ozark Mountain Commons,1200 Razorback Boulevard,Newport,Jackson,AR,71182,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80182,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.jackson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.596399999999996,-91.2554
183,Arkansas River Village,1300 Natural State Drive,Newport,Jackson,AR,71183,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80183,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.jackson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.606399999999994,-91.2454
184,Razorback Manor,1000 Main Street,Pine Bluff,Jefferson,AR,71184,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80184,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.jefferson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1764,-92.0754
185,Natural State Village,1100 Arkansas Avenue,Pine Bluff,Jefferson,AR,71185,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80185,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.jefferson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1864,-92.0654
186,Ozark Mountain Commons,1200 Razorback Boulevard,Pine Bluff,Jefferson,AR,71186,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80186,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.jefferson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1964,-92.05539999999999
187,Arkansas River Village,1300 Natural State Drive,Pine Bluff,Jefferson,AR,71187,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80187,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.jefferson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.206399999999995,-92.0454
188,Little Rock Commons,1400 Ozark Street,Pine Bluff,Jefferson,AR,71188,(505) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,AR-ALF-80188,Arkansas Department of Health,2024-07-05,79,False,True,True,https://www.jefferson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.2164,-92.0354
189,Fayetteville Manor,1500 Little Rock Avenue,Pine Bluff,Jefferson,AR,71189,(506) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,AR-ALF-80189,Arkansas Department of Health,2024-08-06,80,False,False,False,https://www.jefferson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.2264,-92.02539999999999
190,Fort Smith Village,1600 Fayetteville Boulevard,Pine Bluff,Jefferson,AR,71190,(507) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,AR-ALF-80190,Arkansas Department of Health,2024-09-07,81,True,True,False,https://www.jefferson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.236399999999996,-92.0154
191,Jonesboro Commons,1700 Fort Smith Drive,Pine Bluff,Jefferson,AR,71191,(508) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,AR-ALF-80191,Arkansas Department of Health,2024-10-08,82,False,False,False,https://www.jefferson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.2464,-92.0054
192,Razorback Manor,1000 Main Street,Clarksville,Johnson,AR,71192,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80192,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.johnson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.4264,-93.47540000000001
193,Natural State Village,1100 Arkansas Avenue,Clarksville,Johnson,AR,71193,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80193,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.johnson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.4364,-93.4654
194,Ozark Mountain Commons,1200 Razorback Boulevard,Clarksville,Johnson,AR,71194,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80194,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.johnson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.4464,-93.4554
195,Arkansas River Village,1300 Natural State Drive,Clarksville,Johnson,AR,71195,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80195,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.johnson-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.456399999999995,-93.4454
196,Razorback Manor,1000 Main Street,Lewisville,Lafayette,AR,71196,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80196,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.lafayette-senior-living.com,Active,Arkansas Department of Health,2025-07-17,32.976400000000005,-93.37540000000001
197,Natural State Village,1100 Arkansas Avenue,Lewisville,Lafayette,AR,71197,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80197,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.lafayette-senior-living.com,Active,Arkansas Department of Health,2025-07-17,32.9864,-93.36540000000001
198,Ozark Mountain Commons,1200 Razorback Boulevard,Lewisville,Lafayette,AR,71198,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80198,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.lafayette-senior-living.com,Active,Arkansas Department of Health,2025-07-17,32.9964,-93.3554
199,Arkansas River Village,1300 Natural State Drive,Lewisville,Lafayette,AR,71199,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80199,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.lafayette-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.0064,-93.34540000000001
200,Razorback Manor,1000 Main Street,Walnut Ridge,Lawrence,AR,71200,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80200,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.lawrence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0264,-91.0754
201,Natural State Village,1100 Arkansas Avenue,Walnut Ridge,Lawrence,AR,71201,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80201,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.lawrence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0364,-91.0654
202,Ozark Mountain Commons,1200 Razorback Boulevard,Walnut Ridge,Lawrence,AR,71202,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80202,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.lawrence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0464,-91.05539999999999
203,Arkansas River Village,1300 Natural State Drive,Walnut Ridge,Lawrence,AR,71203,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80203,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.lawrence-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0564,-91.0454
204,Razorback Manor,1000 Main Street,Marianna,Lee,AR,71204,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80204,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.lee-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.726400000000005,-90.7754
205,Natural State Village,1100 Arkansas Avenue,Marianna,Lee,AR,71205,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80205,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.lee-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.7364,-90.7654
206,Ozark Mountain Commons,1200 Razorback Boulevard,Marianna,Lee,AR,71206,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80206,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.lee-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.7464,-90.7554
207,Arkansas River Village,1300 Natural State Drive,Marianna,Lee,AR,71207,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80207,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.lee-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.7564,-90.7454
208,Razorback Manor,1000 Main Street,Star City,Lincoln,AR,71208,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80208,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.lincoln-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.9264,-91.87540000000001
209,Natural State Village,1100 Arkansas Avenue,Star City,Lincoln,AR,71209,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80209,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.lincoln-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.9364,-91.86540000000001
210,Ozark Mountain Commons,1200 Razorback Boulevard,Star City,Lincoln,AR,71210,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80210,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.lincoln-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.9464,-91.8554
211,Arkansas River Village,1300 Natural State Drive,Star City,Lincoln,AR,71211,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80211,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.lincoln-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.956399999999995,-91.84540000000001
212,Razorback Manor,1000 Main Street,Ashdown,Little River,AR,71212,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80212,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.littleriver-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.5264,-94.0754
213,Natural State Village,1100 Arkansas Avenue,Ashdown,Little River,AR,71213,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80213,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.littleriver-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.5364,-94.0654
214,Ozark Mountain Commons,1200 Razorback Boulevard,Ashdown,Little River,AR,71214,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80214,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.littleriver-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.5464,-94.05539999999999
215,Arkansas River Village,1300 Natural State Drive,Ashdown,Little River,AR,71215,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80215,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.littleriver-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.5564,-94.0454
216,Razorback Manor,1000 Main Street,Paris,Logan,AR,71216,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80216,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.logan-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.226400000000005,-93.7754
217,Natural State Village,1100 Arkansas Avenue,Paris,Logan,AR,71217,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80217,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.logan-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.2364,-93.7654
218,Ozark Mountain Commons,1200 Razorback Boulevard,Paris,Logan,AR,71218,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80218,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.logan-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.2464,-93.7554
219,Arkansas River Village,1300 Natural State Drive,Paris,Logan,AR,71219,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80219,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.logan-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.2564,-93.7454
220,Razorback Manor,1000 Main Street,Lonoke,Lonoke,AR,71220,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80220,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.lonoke-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.726400000000005,-91.87540000000001
221,Natural State Village,1100 Arkansas Avenue,Lonoke,Lonoke,AR,71221,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80221,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.lonoke-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.7364,-91.86540000000001
222,Ozark Mountain Commons,1200 Razorback Boulevard,Lonoke,Lonoke,AR,71222,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80222,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.lonoke-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.7464,-91.8554
223,Arkansas River Village,1300 Natural State Drive,Lonoke,Lonoke,AR,71223,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80223,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.lonoke-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.7564,-91.84540000000001
224,Razorback Manor,1000 Main Street,Huntsville,Madison,AR,71224,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80224,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.madison-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.876400000000004,-93.7754
225,Natural State Village,1100 Arkansas Avenue,Huntsville,Madison,AR,71225,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80225,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.madison-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.8864,-93.7654
226,Ozark Mountain Commons,1200 Razorback Boulevard,Huntsville,Madison,AR,71226,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80226,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.madison-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.8964,-93.7554
227,Arkansas River Village,1300 Natural State Drive,Huntsville,Madison,AR,71227,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80227,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.madison-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.9064,-93.7454
228,Razorback Manor,1000 Main Street,Yellville,Marion,AR,71228,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80228,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.marion-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.1764,-92.72540000000001
229,Natural State Village,1100 Arkansas Avenue,Yellville,Marion,AR,71229,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80229,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.marion-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.1864,-92.7154
230,Ozark Mountain Commons,1200 Razorback Boulevard,Yellville,Marion,AR,71230,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80230,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.marion-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.1964,-92.7054
231,Arkansas River Village,1300 Natural State Drive,Yellville,Marion,AR,71231,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80231,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.marion-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.206399999999995,-92.6954
232,Razorback Manor,1000 Main Street,Texarkana,Miller,AR,71232,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80232,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.miller-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.1764,-93.7754
233,Natural State Village,1100 Arkansas Avenue,Texarkana,Miller,AR,71233,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80233,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.miller-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.1864,-93.7654
234,Ozark Mountain Commons,1200 Razorback Boulevard,Texarkana,Miller,AR,71234,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80234,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.miller-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.1964,-93.7554
235,Arkansas River Village,1300 Natural State Drive,Texarkana,Miller,AR,71235,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80235,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.miller-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.206399999999995,-93.7454
236,Little Rock Commons,1400 Ozark Street,Texarkana,Miller,AR,71236,(505) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,AR-ALF-80236,Arkansas Department of Health,2024-07-05,79,False,True,True,https://www.miller-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.2164,-93.7354
237,Fayetteville Manor,1500 Little Rock Avenue,Texarkana,Miller,AR,71237,(506) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,AR-ALF-80237,Arkansas Department of Health,2024-08-06,80,False,False,False,https://www.miller-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.2264,-93.7254
238,Fort Smith Village,1600 Fayetteville Boulevard,Texarkana,Miller,AR,71238,(507) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,AR-ALF-80238,Arkansas Department of Health,2024-09-07,81,True,True,False,https://www.miller-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.236399999999996,-93.7154
239,Jonesboro Commons,1700 Fort Smith Drive,Texarkana,Miller,AR,71239,(508) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,AR-ALF-80239,Arkansas Department of Health,2024-10-08,82,False,False,False,https://www.miller-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.2464,-93.7054
240,Razorback Manor,1000 Main Street,Blytheville,Mississippi,AR,71240,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80240,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.mississippi-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.876400000000004,-89.97540000000001
241,Natural State Village,1100 Arkansas Avenue,Blytheville,Mississippi,AR,71241,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80241,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.mississippi-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.8864,-89.9654
242,Ozark Mountain Commons,1200 Razorback Boulevard,Blytheville,Mississippi,AR,71242,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80242,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.mississippi-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.8964,-89.9554
243,Arkansas River Village,1300 Natural State Drive,Blytheville,Mississippi,AR,71243,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80243,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.mississippi-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.9064,-89.9454
244,Razorback Manor,1000 Main Street,Clarendon,Monroe,AR,71244,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80244,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.monroe-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.476400000000005,-91.37540000000001
245,Natural State Village,1100 Arkansas Avenue,Clarendon,Monroe,AR,71245,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80245,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.monroe-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.4864,-91.36540000000001
246,Ozark Mountain Commons,1200 Razorback Boulevard,Clarendon,Monroe,AR,71246,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80246,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.monroe-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.4964,-91.3554
247,Arkansas River Village,1300 Natural State Drive,Clarendon,Monroe,AR,71247,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80247,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.monroe-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.5064,-91.34540000000001
248,Razorback Manor,1000 Main Street,Mount Ida,Montgomery,AR,71248,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80248,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.montgomery-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.476400000000005,-93.67540000000001
249,Natural State Village,1100 Arkansas Avenue,Mount Ida,Montgomery,AR,71249,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80249,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.montgomery-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.4864,-93.6654
250,Ozark Mountain Commons,1200 Razorback Boulevard,Mount Ida,Montgomery,AR,71250,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80250,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.montgomery-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.4964,-93.6554
251,Arkansas River Village,1300 Natural State Drive,Mount Ida,Montgomery,AR,71251,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80251,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.montgomery-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.5064,-93.64540000000001
