provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Sanford Local Residential Care,Senior Care Home,991 Rural Route,Sanford,TX,(281) 246-4892,ASL66280,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Hutchinson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287308
Sanford Assisted Care,Family Care Home,843 Farm Road,Sanford,TX,(346) 554-8028,LTC13381,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Hutchinson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287317
Pioneer Irion Family Care,Community Care Center,970 Farm Road,Arden,TX,(830) 623-6558,LTC52087,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Irion,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287326
Irion County Personal Care,Family Care Home,889 Mill Street,Sherwood,TX,(469) 208-2886,LTC96603,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Irion,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287338
Mertzon Hometown Care Facility,Personal Care Home,445 Pine Street,Mertzon,TX,(430) 364-2954,ASL94822,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Irion,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287351
Jermyn Home Care,Assisted Living Facility,826 Farm Road,Jermyn,TX,(469) 642-3794,PCH52489,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Jack,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287365
Jermyn Meadow Personal Care,Family Care Home,654 County Road,Jermyn,TX,(469) 950-9461,ALF47699,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Jack,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287375
Prairie Jack Care Home,Senior Care Home,136 Old Town Road,Bryson,TX,(430) 405-3808,RC22216,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Jack,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287383
Jack County Senior Living,Family Care Home,866 Ranch Road,Bryson,TX,(281) 621-1104,ASL66288,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Jack,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287391
Bryson Neighborhood Care Facility,Personal Care Home,974 Country Lane,Bryson,TX,(325) 776-8167,RC98156,Active - Good Standing,Private,"Assisted Living, Personal Care",Assisted Living,Jack,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287399
Historic Senior Home,Family Care Home,623 Oak Street,Vanderbilt,TX,(956) 466-4704,ALF69269,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Jackson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287407
Ganado Community Personal Care,Community Care Center,250 State Highway,Ganado,TX,(430) 273-8050,RC22337,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Jackson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287417
Small Town Jackson Community Care,Assisted Living Facility,552 Country Lane,Lolita,TX,(940) 397-6778,CCH35148,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,Jackson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287425
Country Care Center,Assisted Living Facility,691 Farm Road,Ganado,TX,(430) 786-7193,ALF63336,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Jackson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287432
Jasper Community Senior Home,Family Care Home,257 Rural Route,Jasper,TX,(346) 669-8258,PCH36893,Licensed,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Jasper,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287441
Evadale Valley Living Center,Personal Care Home,428 County Road,Evadale,TX,(254) 348-5054,CCH76053,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,Jasper,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287450
Browndell Heritage Senior Home,Senior Care Home,928 Rural Route,Browndell,TX,(737) 238-3895,LTC30542,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Jasper,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287459
Local Jasper Assisted Living,Assisted Living Facility,377 Elm Street,Kirbyville,TX,(254) 723-3550,LTC97880,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Jasper,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287468
Jeff Davis County Senior Living,Assisted Living Facility,474 Mill Street,McDonald Observatory,TX,(361) 670-2262,LTC75591,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Jeff Davis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287477
Neighborhood Jeff Davis Care Center,Personal Care Home,529 Country Lane,McDonald Observatory,TX,(830) 337-2985,RC20510,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Jeff Davis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287485
Jeff Davis County Living Center,Residential Care Facility,909 Mill Street,Skilled,TX,(972) 629-7861,ALF67886,Active,Private,"Assisted Living, Medication Management",Assisted Living,Jeff Davis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287565
Jeff Davis County Senior Living,Senior Care Home,788 Third Street,Skilled,TX,(940) 943-6733,LTC85376,Active,Private,"Senior Care, Meal Services",Assisted Living,Jeff Davis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287582
Valentine Senior Services,Community Care Center,843 Creek Road,Valentine,TX,(903) 443-3646,LTC69490,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Jeff Davis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287590
Jefferson County Personal Care,Senior Care Home,280 Elm Street,Port Arthur,TX,(903) 713-3941,ALF37422,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287599
Orange River Assisted Care,Community Care Center,310 Hill Road,Orange,TX,(972) 500-4716,CCH56542,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287613
Tranquil Jefferson Home Care,Personal Care Home,261 Country Lane,Port Arthur,TX,(214) 618-5433,PCH89614,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287623
Lake Assisted Care,Family Care Home,533 Pine Street,Beaumont,TX,(512) 386-8383,CCH31831,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287631
Jefferson County Senior Services,Residential Care Facility,328 Elm Street,Nederland,TX,(903) 783-2022,RC68834,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287638
Nederland Assisted Care,Personal Care Home,311 State Highway,Nederland,TX,(346) 818-1243,LTC83921,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287646
Orange Care Facility,Community Care Center,910 Church Street,Orange,TX,(940) 279-6878,RC89504,Licensed,Non-Profit,"Personal Care, Transportation",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287653
Settlement Senior Services,Family Care Home,600 Main Street,Beaumont,TX,(830) 900-2429,CCH13637,Active,Private,"Residential Care, Companionship",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287664
Nederland Care Home,Personal Care Home,666 Market Street,Nederland,TX,(346) 241-4717,LTC23812,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287680
Jefferson County Community Care,Community Care Center,553 Farm Road,Orange,TX,(361) 307-1901,ASL90524,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287695
Jefferson County Assisted Living,Residential Care Facility,986 Third Street,Orange,TX,(346) 697-1854,RC97955,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287710
Jefferson County Living Center,Personal Care Home,610 Oak Street,Nederland,TX,(512) 210-3033,RC89532,Active,Family-Owned,"Senior Care, Meal Services",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287725
Quiet Jefferson Care Facility,Assisted Living Facility,751 Highway,Beaumont,TX,(281) 365-3639,RC82222,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Jefferson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287742
Jim Hogg County Community Care,Senior Care Home,341 Elm Street,Guerra,TX,(832) 646-9896,CCH79668,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Jim Hogg,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287758
Meadow Jim Hogg Senior Care,Senior Care Home,554 Hill Road,Hebbronville,TX,(830) 642-7019,LTC29000,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Jim Hogg,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287772
Jim Hogg County Care Home,Family Care Home,536 Pine Street,South Fork,TX,(346) 299-6648,PCH29085,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Jim Hogg,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287785
Guerra Home Care,Assisted Living Facility,426 First Street,Guerra,TX,(956) 354-2245,ALF21864,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Jim Hogg,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287801
Creek Jim Hogg Assisted Care,Personal Care Home,312 Market Street,Los Angeles,TX,(979) 493-1779,RC33804,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Jim Hogg,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287815
Pioneer Jim Hogg Family Care,Assisted Living Facility,512 Rural Route,Los Angeles,TX,(432) 910-9778,ALF37161,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Jim Hogg,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287829
Alice Community Care,Community Care Center,645 Highway,Alice,TX,(832) 443-8182,PCH75344,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Jim Wells,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287844
Hometown Community Care,Community Care Center,807 Third Street,Premont,TX,(214) 295-8997,ASL28671,Active - Good Standing,Private,"Assisted Living, Personal Care",Assisted Living,Jim Wells,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287858
Orange Grove Assisted Care,Family Care Home,386 Rural Route,Orange Grove,TX,(972) 277-3980,LTC95056,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Jim Wells,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287870
Jim Wells County Care Center,Residential Care Facility,647 State Highway,Alice,TX,(713) 577-3408,LTC50629,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Jim Wells,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287884
Jim Wells County Senior Home,Family Care Home,964 Ranch Road,Tecalote,TX,(254) 753-6200,PCH15223,Active - Good Standing,Private,"Assisted Living, Personal Care",Assisted Living,Jim Wells,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287897
Tecalote Creek Residential Care,Residential Care Facility,264 Old Town Road,Tecalote,TX,(979) 637-3377,ALF89874,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Jim Wells,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287910
Burleson Valley Home Care,Assisted Living Facility,404 Main Street,Burleson,TX,(432) 362-3476,ALF34376,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,Johnson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287924
Historic Senior Home,Family Care Home,429 Farm Road,Cleburne,TX,(940) 449-2227,PCH73778,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Johnson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287937
Frontier Care Facility,Family Care Home,272 Rural Route,Cleburne,TX,(915) 265-2071,ALF68198,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Johnson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287950
Creek Senior Home,Residential Care Facility,668 Rural Route,Keene,TX,(469) 607-4642,ALF27690,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Johnson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287970
Keene Homestead Assisted Care,Community Care Center,152 First Street,Keene,TX,(469) 368-5442,PCH62326,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Johnson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.287990
Keene Village Care Services,Assisted Living Facility,144 Old Town Road,Keene,TX,(972) 264-3092,CCH16278,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Johnson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288003
Homestead Community Care,Residential Care Facility,472 Second Street,Stamford,TX,(956) 544-2521,ALF22900,Active - Good Standing,Family-Owned,"Senior Care, Meal Services",Assisted Living,Jones,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288018
Frontier Jones Family Care,Community Care Center,298 Farm Road,Stamford,TX,(432) 584-8164,LTC81978,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Jones,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288031
Jones County Community Care,Senior Care Home,211 Highway,Lueders,TX,(325) 297-3126,LTC29875,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Jones,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288043
Small Town Personal Care,Personal Care Home,563 Church Street,Anson,TX,(361) 455-2361,LTC50633,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Jones,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288056
Hamlin Senior Living,Residential Care Facility,836 County Road,Hamlin,TX,(830) 652-8788,CCH33081,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Jones,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288069
Frontier Assisted Care,Family Care Home,335 Third Street,Falls City,TX,(254) 578-6579,LTC47960,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Karnes,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288084
Runge Country Residential Care,Community Care Center,708 State Highway,Runge,TX,(254) 228-4701,ALF32437,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,Karnes,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288099
Hometown Karnes Living Center,Family Care Home,780 Rural Route,Kenedy,TX,(956) 634-9858,ASL37786,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Karnes,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288113
Runge Local Care Center,Senior Care Home,815 Main Street,Runge,TX,(430) 463-5308,PCH40198,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Karnes,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288126
Runge Community Care,Personal Care Home,370 Church Street,Runge,TX,(915) 995-8676,PCH49591,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Karnes,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288139
Karnes City Neighborhood Assisted Care,Community Care Center,649 Old Town Road,Karnes City,TX,(945) 244-2325,ALF43155,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Karnes,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288152
Karnes County Living Center,Family Care Home,610 Oak Street,Runge,TX,(430) 890-8508,ALF70619,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Karnes,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288165
Runge Small Town Assisted Living,Senior Care Home,141 Second Street,Runge,TX,(430) 277-3268,ASL32205,Licensed,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Karnes,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288181
Village Care Facility,Senior Care Home,715 State Highway,Combine,TX,(945) 739-4851,CCH52859,Licensed,Private,"Personal Care, Transportation",Assisted Living,Kaufman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288196
Ridge Kaufman Care Home,Community Care Center,629 County Road,Crandall,TX,(430) 975-5156,PCH58282,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Kaufman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288210
Meadow Kaufman Senior Living,Residential Care Facility,510 Mill Street,Combine,TX,(830) 696-7580,PCH31837,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Kaufman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288223
Terrell Tranquil Assisted Care,Personal Care Home,259 Country Lane,Terrell,TX,(430) 562-5219,CCH42376,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Kaufman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288238
Small Town Care Services,Community Care Center,859 Third Street,Boerne,TX,(830) 304-7433,RC41009,Active,Private,"Assisted Living, Personal Care",Assisted Living,Kendall,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288254
Settlement Assisted Living,Residential Care Facility,965 Elm Street,Kendalia,TX,(254) 592-8664,ASL19838,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Kendall,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288267
Small Town Senior Care,Assisted Living Facility,979 Ranch Road,Comfort,TX,(361) 752-6611,PCH24467,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Kendall,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288279
Sarita Personal Care,Community Care Center,635 County Road,Sarita,TX,(430) 808-2704,CCH48496,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Kenedy,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288294
Historic Kenedy Care Services,Senior Care Home,656 First Street,Rudolph,TX,(325) 962-9486,ALF71016,Active,Private,"Senior Care, Meal Services",Assisted Living,Kenedy,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288307
Rudolph Senior Services,Community Care Center,419 State Highway,Rudolph,TX,(361) 856-2940,LTC18199,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Kenedy,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288320
Country Residential Care,Family Care Home,513 Country Lane,Rudolph,TX,(806) 729-4917,ASL31821,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Kenedy,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288345
Clairemont Family Care,Residential Care Facility,697 Main Street,Clairemont,TX,(281) 634-1037,ASL43768,Licensed,Non-Profit,"Personal Care, Transportation",Assisted Living,Kent,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288359
Girard Serene Community Care,Assisted Living Facility,235 First Street,Girard,TX,(903) 234-6162,PCH25924,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Kent,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288372
Clairemont Care Home,Residential Care Facility,889 Mill Street,Clairemont,TX,(737) 743-9576,RC37650,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Kent,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288385
Valley Kent Family Care,Assisted Living Facility,130 Elm Street,Clairemont,TX,(409) 791-8526,PCH91498,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Kent,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288402
Clairemont Assisted Care,Assisted Living Facility,629 Pine Street,Clairemont,TX,(254) 614-9149,ALF26035,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Kent,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288415
River Kent Home Care,Family Care Home,255 Highway,Girard,TX,(512) 854-1494,PCH20806,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Kent,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288428
Clairemont Quiet Residential Care,Senior Care Home,917 Elm Street,Clairemont,TX,(361) 904-1250,RC42752,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Kent,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288442
Valley Senior Care,Family Care Home,860 Market Street,Polar,TX,(915) 937-2752,RC35722,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Kent,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288455
Local Kerr Care Center,Residential Care Facility,152 Market Street,Mountain Home,TX,(956) 491-2121,PCH82473,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,Kerr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288469
Kerrville Home Care,Community Care Center,562 Third Street,Kerrville,TX,(430) 770-4481,PCH80749,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Kerr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288482
Country Senior Living,Residential Care Facility,908 Creek Road,Kerrville,TX,(940) 320-1853,LTC55978,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Kerr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288510
Ingram Care Center,Senior Care Home,975 Third Street,Ingram,TX,(432) 232-3386,LTC11723,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Kerr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288524
Hunt Care Facility,Personal Care Home,298 Oak Street,Hunt,TX,(469) 807-1175,PCH42252,Licensed,Private,"Personal Care, Transportation",Assisted Living,Kerr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288537
Hunt Family Senior Care,Family Care Home,288 Market Street,Hunt,TX,(713) 219-7722,ALF63451,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Kerr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288552
London Senior Home,Senior Care Home,857 Elm Street,London,TX,(915) 954-9632,PCH61631,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,Kimble,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288566
Countryside Kimble Community Care,Residential Care Facility,583 Farm Road,London,TX,(430) 612-4773,ALF91239,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Kimble,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288579
Junction Community Care,Personal Care Home,620 First Street,Junction,TX,(254) 605-1350,ALF72395,Licensed,Private,"Residential Care, Companionship",Assisted Living,Kimble,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288592
Peaceful Living Center,Personal Care Home,135 Market Street,London,TX,(972) 378-5850,CCH95575,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Kimble,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288605
Kimble County Care Services,Senior Care Home,974 Main Street,Roosevelt,TX,(325) 344-5190,ASL20529,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Kimble,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288619
Kimble County Care Services,Community Care Center,504 Mill Street,London,TX,(346) 565-4879,CCH47624,Licensed,Private,"Personal Care, Transportation",Assisted Living,Kimble,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288634
Guthrie Countryside Senior Living,Residential Care Facility,432 County Road,Guthrie,TX,(972) 850-3096,RC41566,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,King,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288652
Guthrie Historic Senior Living,Family Care Home,778 First Street,Guthrie,TX,(469) 815-3785,ALF41836,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,King,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288667
Quiet King Living Center,Family Care Home,794 Third Street,Dumont,TX,(940) 809-7851,ASL72509,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,King,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288678
King County Residential Care,Residential Care Facility,288 Rural Route,Guthrie,TX,(214) 749-9602,ASL75532,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,King,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288688
Flomot Senior Care,Family Care Home,776 First Street,Flomot,TX,(346) 356-9477,ALF75261,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,King,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288696
River King Senior Care,Family Care Home,846 Elm Street,Dumont,TX,(713) 421-9014,CCH97829,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,King,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288706
Valley King Senior Living,Family Care Home,248 State Highway,Dumont,TX,(915) 796-7236,ASL12826,Licensed,Private,"Residential Care, Companionship",Assisted Living,King,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288714
Village Senior Services,Assisted Living Facility,921 Rural Route,Dumont,TX,(713) 896-1714,ALF19459,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,King,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288728
Kinney County Residential Care,Senior Care Home,414 Highway,Fort Clark Springs,TX,(361) 301-1770,CCH67246,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Kinney,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288744
Community Living Center,Personal Care Home,500 Second Street,Brackettville,TX,(281) 302-9522,PCH38475,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Kinney,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288753
Spofford Homestead Residential Care,Family Care Home,352 County Road,Spofford,TX,(806) 568-1386,RC65199,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,Kinney,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288761
Brackettville Senior Home,Personal Care Home,184 State Highway,Brackettville,TX,(325) 591-5159,CCH66905,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Kinney,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288768
Fort Clark Springs Heritage Senior Living,Assisted Living Facility,964 Pine Street,Fort Clark Springs,TX,(432) 349-4806,RC44999,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Kinney,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288777
Kinney County Assisted Care,Family Care Home,954 Ranch Road,Brackettville,TX,(832) 775-3468,CCH56978,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Kinney,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288787
Ricardo Community Care,Personal Care Home,919 Hill Road,Ricardo,TX,(956) 271-9053,PCH50596,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Kleberg,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.288796
