id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Garden State Manor,1000 Main Street,Atlantic City,Atlantic,NJ,07002,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90001,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.atlantic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.3143,-74.4629
167,Meadowlands Village,1700 MLK Jr. Drive,New Brunswick,Middlesex,NJ,07168,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90167,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4607,-74.3284
168,Princeton Commons,1800 Broad Street,New Brunswick,Middlesex,NJ,07169,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90168,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4707,-74.39840000000001
169,Trenton Manor,1900 State Street,New Brunswick,Middlesex,NJ,07170,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90169,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4807,-74.3884
170,Newark Village,2000 Essex Street,New Brunswick,Middlesex,NJ,07171,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90170,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3907,-74.3784
171,Camden Commons,2100 Morris Avenue,New Brunswick,Middlesex,NJ,07172,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90171,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4007,-74.36840000000001
172,Hoboken Manor,2200 Ocean Avenue,New Brunswick,Middlesex,NJ,07173,(213) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,57,NJ-ALF-90172,New Jersey Department of Health,2024-06-13,87,True,True,True,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4107,-74.3584
173,Jersey City Village,2300 Shore Drive,New Brunswick,Middlesex,NJ,07174,(214) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,58,NJ-ALF-90173,New Jersey Department of Health,2024-07-14,88,False,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4207,-74.3484
174,Morristown Commons,2400 Liberty Street,New Brunswick,Middlesex,NJ,07175,(215) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,59,NJ-ALF-90174,New Jersey Department of Health,2024-08-15,89,False,True,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4307,-74.33840000000001
175,Princeton Junction Manor,2500 Independence Avenue,New Brunswick,Middlesex,NJ,07176,(216) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,60,NJ-ALF-90175,New Jersey Department of Health,2024-09-16,90,True,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4407,-74.3284
176,Rutgers Village,2600 Princeton Road,New Brunswick,Middlesex,NJ,07177,(217) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,61,NJ-ALF-90176,New Jersey Department of Health,2024-10-17,91,False,True,True,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4507,-74.39840000000001
177,Edison Commons,2700 Trenton Avenue,New Brunswick,Middlesex,NJ,07178,(218) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,62,NJ-ALF-90177,New Jersey Department of Health,2024-11-18,92,False,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4607,-74.3884
178,Paterson Manor,2800 Newark Street,New Brunswick,Middlesex,NJ,07179,(219) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,63,NJ-ALF-90178,New Jersey Department of Health,2024-03-19,93,True,True,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4707,-74.3784
179,Elizabeth Village,2900 Jersey Street,New Brunswick,Middlesex,NJ,07180,(220) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,64,NJ-ALF-90179,New Jersey Department of Health,2024-04-20,94,False,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4807,-74.36840000000001
180,Garden State Manor,1000 Main Street,Freehold,Monmouth,NJ,07181,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90180,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.288700000000006,-74.2377
181,Liberty Village,1100 Park Avenue,Freehold,Monmouth,NJ,07182,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90181,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.298700000000004,-74.2277
182,Jersey Shore Commons,1200 Garden State Parkway,Freehold,Monmouth,NJ,07183,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90182,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3087,-74.2177
183,Pine Barrens Manor,1300 Route 1,Freehold,Monmouth,NJ,07184,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90183,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3187,-74.2077
184,Atlantic View Village,1400 Washington Street,Freehold,Monmouth,NJ,07185,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90184,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.328700000000005,-74.1977
185,Delaware Bay Commons,1500 Lincoln Avenue,Freehold,Monmouth,NJ,07186,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90185,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3387,-74.18769999999999
186,Palisades Manor,1600 Kennedy Boulevard,Freehold,Monmouth,NJ,07187,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90186,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3487,-74.1777
187,Meadowlands Village,1700 MLK Jr. Drive,Freehold,Monmouth,NJ,07188,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90187,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.358700000000006,-74.1677
188,Princeton Commons,1800 Broad Street,Freehold,Monmouth,NJ,07189,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90188,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.368700000000004,-74.2377
189,Trenton Manor,1900 State Street,Freehold,Monmouth,NJ,07190,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90189,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3787,-74.2277
190,Newark Village,2000 Essex Street,Freehold,Monmouth,NJ,07191,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90190,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.288700000000006,-74.2177
191,Camden Commons,2100 Morris Avenue,Freehold,Monmouth,NJ,07192,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90191,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.298700000000004,-74.2077
192,Hoboken Manor,2200 Ocean Avenue,Freehold,Monmouth,NJ,07193,(213) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,57,NJ-ALF-90192,New Jersey Department of Health,2024-06-13,87,True,True,True,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3087,-74.1977
193,Jersey City Village,2300 Shore Drive,Freehold,Monmouth,NJ,07194,(214) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,58,NJ-ALF-90193,New Jersey Department of Health,2024-07-14,88,False,False,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3187,-74.18769999999999
194,Morristown Commons,2400 Liberty Street,Freehold,Monmouth,NJ,07195,(215) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,59,NJ-ALF-90194,New Jersey Department of Health,2024-08-15,89,False,True,False,https://www.monmouth-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.328700000000005,-74.1777
195,Garden State Manor,1000 Main Street,Morristown,Morris,NJ,07196,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90195,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7826,-74.5215
196,Liberty Village,1100 Park Avenue,Morristown,Morris,NJ,07197,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90196,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7926,-74.5115
197,Jersey Shore Commons,1200 Garden State Parkway,Morristown,Morris,NJ,07198,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90197,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8026,-74.5015
198,Pine Barrens Manor,1300 Route 1,Morristown,Morris,NJ,07199,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90198,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.812599999999996,-74.4915
199,Atlantic View Village,1400 Washington Street,Morristown,Morris,NJ,07200,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90199,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8226,-74.4815
200,Delaware Bay Commons,1500 Lincoln Avenue,Morristown,Morris,NJ,07201,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90200,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8326,-74.47149999999999
201,Palisades Manor,1600 Kennedy Boulevard,Morristown,Morris,NJ,07202,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90201,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8426,-74.4615
202,Meadowlands Village,1700 MLK Jr. Drive,Morristown,Morris,NJ,07203,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90202,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8526,-74.4515
203,Princeton Commons,1800 Broad Street,Morristown,Morris,NJ,07204,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90203,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8626,-74.5215
204,Trenton Manor,1900 State Street,Morristown,Morris,NJ,07205,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90204,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8726,-74.5115
205,Newark Village,2000 Essex Street,Morristown,Morris,NJ,07206,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90205,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7826,-74.5015
206,Camden Commons,2100 Morris Avenue,Morristown,Morris,NJ,07207,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90206,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7926,-74.4915
207,Hoboken Manor,2200 Ocean Avenue,Morristown,Morris,NJ,07208,(213) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,57,NJ-ALF-90207,New Jersey Department of Health,2024-06-13,87,True,True,True,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8026,-74.4815
208,Jersey City Village,2300 Shore Drive,Morristown,Morris,NJ,07209,(214) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,58,NJ-ALF-90208,New Jersey Department of Health,2024-07-14,88,False,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.812599999999996,-74.47149999999999
209,Morristown Commons,2400 Liberty Street,Morristown,Morris,NJ,07210,(215) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,59,NJ-ALF-90209,New Jersey Department of Health,2024-08-15,89,False,True,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8226,-74.4615
210,Princeton Junction Manor,2500 Independence Avenue,Morristown,Morris,NJ,07211,(216) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,60,NJ-ALF-90210,New Jersey Department of Health,2024-09-16,90,True,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8326,-74.4515
211,Rutgers Village,2600 Princeton Road,Morristown,Morris,NJ,07212,(217) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,61,NJ-ALF-90211,New Jersey Department of Health,2024-10-17,91,False,True,True,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8426,-74.5215
212,Edison Commons,2700 Trenton Avenue,Morristown,Morris,NJ,07213,(218) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,62,NJ-ALF-90212,New Jersey Department of Health,2024-11-18,92,False,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8526,-74.5115
213,Paterson Manor,2800 Newark Street,Morristown,Morris,NJ,07214,(219) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,63,NJ-ALF-90213,New Jersey Department of Health,2024-03-19,93,True,True,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8626,-74.5015
214,Elizabeth Village,2900 Jersey Street,Morristown,Morris,NJ,07215,(220) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,64,NJ-ALF-90214,New Jersey Department of Health,2024-04-20,94,False,False,False,https://www.morris-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8726,-74.4915
215,Garden State Manor,1000 Main Street,Toms River,Ocean,NJ,07216,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90215,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9026,-74.31930000000001
216,Liberty Village,1100 Park Avenue,Toms River,Ocean,NJ,07217,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90216,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9126,-74.30930000000001
217,Jersey Shore Commons,1200 Garden State Parkway,Toms River,Ocean,NJ,07218,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90217,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.922599999999996,-74.2993
218,Pine Barrens Manor,1300 Route 1,Toms River,Ocean,NJ,07219,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90218,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.932599999999994,-74.28930000000001
219,Atlantic View Village,1400 Washington Street,Toms River,Ocean,NJ,07220,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90219,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9426,-74.2793
220,Delaware Bay Commons,1500 Lincoln Avenue,Toms River,Ocean,NJ,07221,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90220,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9526,-74.2693
221,Palisades Manor,1600 Kennedy Boulevard,Toms River,Ocean,NJ,07222,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90221,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.962599999999995,-74.25930000000001
222,Meadowlands Village,1700 MLK Jr. Drive,Toms River,Ocean,NJ,07223,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90222,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9726,-74.2493
223,Princeton Commons,1800 Broad Street,Toms River,Ocean,NJ,07224,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90223,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9826,-74.31930000000001
224,Trenton Manor,1900 State Street,Toms River,Ocean,NJ,07225,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90224,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.992599999999996,-74.30930000000001
225,Newark Village,2000 Essex Street,Toms River,Ocean,NJ,07226,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90225,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9026,-74.2993
226,Camden Commons,2100 Morris Avenue,Toms River,Ocean,NJ,07227,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90226,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9126,-74.28930000000001
227,Hoboken Manor,2200 Ocean Avenue,Toms River,Ocean,NJ,07228,(213) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,57,NJ-ALF-90227,New Jersey Department of Health,2024-06-13,87,True,True,True,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.922599999999996,-74.2793
228,Jersey City Village,2300 Shore Drive,Toms River,Ocean,NJ,07229,(214) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,58,NJ-ALF-90228,New Jersey Department of Health,2024-07-14,88,False,False,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.932599999999994,-74.2693
229,Morristown Commons,2400 Liberty Street,Toms River,Ocean,NJ,07230,(215) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,59,NJ-ALF-90229,New Jersey Department of Health,2024-08-15,89,False,True,False,https://www.ocean-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.9426,-74.25930000000001
230,Garden State Manor,1000 Main Street,Paterson,Passaic,NJ,07231,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90230,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.910000000000004,-74.35740000000001
231,Liberty Village,1100 Park Avenue,Paterson,Passaic,NJ,07232,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90231,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.92,-74.34740000000001
232,Jersey Shore Commons,1200 Garden State Parkway,Paterson,Passaic,NJ,07233,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90232,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.93,-74.3374
233,Pine Barrens Manor,1300 Route 1,Paterson,Passaic,NJ,07234,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90233,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.94,-74.32740000000001
234,Atlantic View Village,1400 Washington Street,Paterson,Passaic,NJ,07235,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90234,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.95,-74.3174
235,Delaware Bay Commons,1500 Lincoln Avenue,Paterson,Passaic,NJ,07236,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90235,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.96,-74.3074
236,Palisades Manor,1600 Kennedy Boulevard,Paterson,Passaic,NJ,07237,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90236,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.97,-74.29740000000001
237,Meadowlands Village,1700 MLK Jr. Drive,Paterson,Passaic,NJ,07238,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90237,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.980000000000004,-74.2874
238,Princeton Commons,1800 Broad Street,Paterson,Passaic,NJ,07239,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90238,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.99,-74.35740000000001
239,Trenton Manor,1900 State Street,Paterson,Passaic,NJ,07240,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90239,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.0,-74.34740000000001
240,Newark Village,2000 Essex Street,Paterson,Passaic,NJ,07241,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90240,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.910000000000004,-74.3374
241,Camden Commons,2100 Morris Avenue,Paterson,Passaic,NJ,07242,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90241,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.92,-74.32740000000001
242,Hoboken Manor,2200 Ocean Avenue,Paterson,Passaic,NJ,07243,(213) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,57,NJ-ALF-90242,New Jersey Department of Health,2024-06-13,87,True,True,True,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.93,-74.3174
243,Jersey City Village,2300 Shore Drive,Paterson,Passaic,NJ,07244,(214) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,58,NJ-ALF-90243,New Jersey Department of Health,2024-07-14,88,False,False,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.94,-74.3074
244,Morristown Commons,2400 Liberty Street,Paterson,Passaic,NJ,07245,(215) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,59,NJ-ALF-90244,New Jersey Department of Health,2024-08-15,89,False,True,False,https://www.passaic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.95,-74.29740000000001
245,Garden State Manor,1000 Main Street,Salem,Salem,NJ,07246,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90245,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.salem-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.514700000000005,-75.5082
246,Liberty Village,1100 Park Avenue,Salem,Salem,NJ,07247,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90246,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.salem-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.5247,-75.4982
247,Jersey Shore Commons,1200 Garden State Parkway,Salem,Salem,NJ,07248,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90247,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.salem-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.5347,-75.48819999999999
248,Pine Barrens Manor,1300 Route 1,Salem,Salem,NJ,07249,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90248,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.salem-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.5447,-75.4782
249,Atlantic View Village,1400 Washington Street,Salem,Salem,NJ,07250,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90249,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.salem-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.554700000000004,-75.4682
250,Delaware Bay Commons,1500 Lincoln Avenue,Salem,Salem,NJ,07251,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90250,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.salem-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.5647,-75.45819999999999
