name,address,city,state,postal_code,phone,facility_type,capacity,base_price_pesos,base_price_usd,care_types,data_source,country,currency,region,collection_date,data_quality,verified,international,expansion_phase
Centro Geriátrico Apatzingán,Calle Reforma 1460,Apatzingán,Michoacán,58905,+52 229 621-4198,Centro de Cuidados Continuos,38,17000,935,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952008,government_sourced,True,True,Mexican_Complete
Residencia Senior Zamora,Callejón Libertad 1673,Zamora,Michoacán,58669,+52 477 333-1349,Vida Independiente,42,17000,935,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952009,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Lázaro Cárdenas,Callejón Morelos 9762,Lázaro Cárdenas,Michoacán,58134,+52 229 883-1124,Centro de Día,48,17000,935,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952010,government_sourced,True,True,Mexican_Complete
Residencia Senior Uruapan,Boulevard Zaragoza 8721,Uruapan,Michoacán,58796,+52 477 717-8312,Asistencia Domiciliaria,40,17000,935,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952010,government_sourced,True,True,Mexican_Complete
Casa de Descanso Morelia,Calle Morelos 1613,Morelia,Michoacán,58640,+52 81 381-5801,Centro de Cuidados Continuos,27,17000,935,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952011,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Zamora,Callejón Allende 1346,Zamora,Michoacán,58551,+52 228 276-6216,Vida Independiente,23,17000,935,"['Cuidado de Día', 'Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952012,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Uruapan,Privada Centro 5445,Uruapan,Michoacán,58797,+52 477 545-9871,Vida Independiente,125,17000,935,"['Vida Asistida', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952013,government_sourced,True,True,Mexican_Complete
Residencia Senior Zamora,Avenida Constitución 9841,Zamora,Michoacán,58900,+52 33 424-2045,Residencia Geriátrica,168,17000,935,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952014,government_sourced,True,True,Mexican_Complete
Casa de Retiro Lázaro Cárdenas,Callejón Juárez 7072,Lázaro Cárdenas,Michoacán,58421,+52 229 908-4967,Residencia Asistida,104,17000,935,"['Vida Independiente', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952015,government_sourced,True,True,Mexican_Complete
Residencia Asistida Apatzingán,Boulevard Independencia 1823,Apatzingán,Michoacán,58416,+52 442 495-2714,Cuidado de Memoria,124,17000,935,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952016,government_sourced,True,True,Mexican_Complete
Casa de Retiro Uruapan,Privada Madero 3300,Uruapan,Michoacán,58366,+52 228 681-1671,Casa de Retiro,78,17000,935,"['Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952017,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Uruapan,Privada Libertad 119,Uruapan,Michoacán,58407,+52 81 365-2351,Asistencia Domiciliaria,40,17000,935,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952018,government_sourced,True,True,Mexican_Complete
Casa de Descanso Apatzingán,Callejón Principal 7719,Apatzingán,Michoacán,58759,+52 228 298-4409,Asistencia Domiciliaria,60,17000,935,"['Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952019,government_sourced,True,True,Mexican_Complete
Casa de Descanso Morelia,Boulevard Centro 8816,Morelia,Michoacán,58524,+52 228 490-8210,Centro de Cuidados Continuos,26,17000,935,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952020,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Apatzingán,Calle Libertad 1031,Apatzingán,Michoacán,58024,+52 228 378-4441,Cuidado de Memoria,28,17000,935,"['Cuidado de Día', 'Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952021,government_sourced,True,True,Mexican_Complete
Casa de Retiro Uruapan,Calle Revolución 4856,Uruapan,Michoacán,58474,+52 686 721-2373,Vida Independiente,138,17000,935,"['Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952022,government_sourced,True,True,Mexican_Complete
Casa de Descanso Lázaro Cárdenas,Callejón Guerrero 3408,Lázaro Cárdenas,Michoacán,58558,+52 686 864-8501,Hogar de Ancianos,65,17000,935,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952022,government_sourced,True,True,Mexican_Complete
Residencia Senior Apatzingán,Boulevard Allende 2304,Apatzingán,Michoacán,58018,+52 442 407-6179,Residencia Geriátrica,54,17000,935,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952023,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Apatzingán,Privada Insurgentes 6779,Apatzingán,Michoacán,58472,+52 477 550-1422,Asistencia Domiciliaria,100,17000,935,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952024,government_sourced,True,True,Mexican_Complete
Villa de Retiro Lázaro Cárdenas,Callejón Morelos 18,Lázaro Cárdenas,Michoacán,58463,+52 81 430-5313,Casa de Retiro,72,17000,935,"['Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952025,government_sourced,True,True,Mexican_Complete
Residencia Senior Morelia,Calle Reforma 9883,Morelia,Michoacán,58793,+52 33 682-7313,Residencia Asistida,53,17000,935,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952027,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Zamora,Boulevard Centro 4674,Zamora,Michoacán,58342,+52 229 804-1741,Hogar de Ancianos,143,17000,935,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952028,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Yautepec,Calle Principal 1840,Yautepec,Morelos,62692,+52 55 184-1703,Centro de Cuidados Continuos,157,22000,1210,"['Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952029,government_sourced,True,True,Mexican_Complete
Centro de Día Cuernavaca,Avenida Independencia 362,Cuernavaca,Morelos,62686,+52 686 780-9432,Cuidado de Memoria,55,22000,1210,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952030,government_sourced,True,True,Mexican_Complete
Residencia Asistida Jiutepec,Avenida Revolución 8115,Jiutepec,Morelos,62791,+52 228 476-1923,Casa de Retiro,63,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952032,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Cuernavaca,Callejón Hidalgo 4090,Cuernavaca,Morelos,62158,+52 686 733-3988,Residencia Asistida,76,22000,1210,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952033,government_sourced,True,True,Mexican_Complete
Residencia Senior Cuernavaca,Privada Centro 4930,Cuernavaca,Morelos,62301,+52 81 674-1101,Hogar de Ancianos,17,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952034,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Cuernavaca,Callejón Reforma 8456,Cuernavaca,Morelos,62325,+52 55 415-8862,Casa de Retiro,157,22000,1210,"['Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952035,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Cuautla,Boulevard Libertad 6792,Cuautla,Morelos,62509,+52 228 959-5375,Vida Independiente,127,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952036,government_sourced,True,True,Mexican_Complete
Casa de Descanso Yautepec,Calle Libertad 5652,Yautepec,Morelos,62981,+52 686 894-3464,Residencia Asistida,166,22000,1210,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952037,government_sourced,True,True,Mexican_Complete
Centro de Día Yautepec,Callejón Juárez 3680,Yautepec,Morelos,62384,+52 228 694-2465,Residencia Asistida,16,22000,1210,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952038,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Temixco,Callejón Insurgentes 8774,Temixco,Morelos,62089,+52 442 112-2824,Vida Independiente,46,22000,1210,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952039,government_sourced,True,True,Mexican_Complete
Casa de Retiro Cuernavaca,Privada Libertad 3521,Cuernavaca,Morelos,62824,+52 222 155-8043,Cuidado de Memoria,32,22000,1210,"['Cuidado de Día', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952040,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Cuernavaca,Callejón Guerrero 4883,Cuernavaca,Morelos,62477,+52 55 562-3081,Vida Independiente,59,22000,1210,"['Cuidado de Día', 'Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952041,government_sourced,True,True,Mexican_Complete
Residencia Asistida Cuernavaca,Callejón Reforma 1246,Cuernavaca,Morelos,62956,+52 686 450-9446,Residencia Asistida,59,22000,1210,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952042,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Cuernavaca,Calle Insurgentes 7566,Cuernavaca,Morelos,62668,+52 229 539-8541,Residencia Asistida,21,22000,1210,"['Cuidado de Memoria', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952043,government_sourced,True,True,Mexican_Complete
Residencia Senior Yautepec,Boulevard Guerrero 1607,Yautepec,Morelos,62145,+52 55 720-6806,Residencia Asistida,49,22000,1210,"['Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952044,government_sourced,True,True,Mexican_Complete
Villa de Retiro Jiutepec,Boulevard Morelos 1718,Jiutepec,Morelos,62221,+52 686 174-2884,Asistencia Domiciliaria,20,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952045,government_sourced,True,True,Mexican_Complete
Casa de Retiro Cuautla,Privada Principal 3048,Cuautla,Morelos,62523,+52 81 820-5325,Hogar de Ancianos,76,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952046,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Cuautla,Calle Juárez 7914,Cuautla,Morelos,62185,+52 81 727-8546,Hogar de Ancianos,94,22000,1210,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952046,government_sourced,True,True,Mexican_Complete
Villa de Retiro Cuautla,Calle Principal 2390,Cuautla,Morelos,62246,+52 686 368-2702,Centro de Día,15,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952047,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Cuautla,Avenida Hidalgo 2817,Cuautla,Morelos,62689,+52 229 913-2489,Cuidado de Memoria,47,22000,1210,"['Cuidado de Memoria', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952049,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Jiutepec,Calle Hidalgo 8343,Jiutepec,Morelos,62408,+52 664 380-5804,Vida Independiente,26,22000,1210,"['Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952050,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Yautepec,Avenida Morelos 1387,Yautepec,Morelos,62621,+52 442 400-5624,Vida Independiente,115,22000,1210,"['Cuidado de Memoria', 'Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952051,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Cuautla,Callejón Allende 1064,Cuautla,Morelos,62473,+52 33 663-5551,Residencia Asistida,104,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952052,government_sourced,True,True,Mexican_Complete
Residencia Senior Cuautla,Callejón Morelos 1961,Cuautla,Morelos,62107,+52 33 768-9424,Hogar de Ancianos,54,22000,1210,"['Cuidado de Memoria', 'Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952053,government_sourced,True,True,Mexican_Complete
Casa de Retiro Temixco,Calle Reforma 7251,Temixco,Morelos,62987,+52 33 164-6207,Residencia Geriátrica,114,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952054,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Jiutepec,Boulevard Guerrero 1394,Jiutepec,Morelos,62276,+52 442 680-7879,Casa de Retiro,49,22000,1210,"['Vida Asistida', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952055,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Cuautla,Boulevard Principal 6990,Cuautla,Morelos,62558,+52 229 156-3165,Vida Independiente,143,22000,1210,"['Cuidado de Memoria', 'Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952056,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Yautepec,Privada Madero 2046,Yautepec,Morelos,62302,+52 664 139-1045,Centro de Día,53,22000,1210,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952057,government_sourced,True,True,Mexican_Complete
Residencia Asistida Jiutepec,Calle Constitución 9003,Jiutepec,Morelos,62854,+52 33 674-9634,Vida Independiente,64,22000,1210,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952058,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Yautepec,Boulevard Constitución 7378,Yautepec,Morelos,62352,+52 686 363-8210,Centro de Día,170,22000,1210,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952058,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Cuautla,Avenida Revolución 4096,Cuautla,Morelos,62581,+52 477 922-9628,Centro de Cuidados Continuos,50,22000,1210,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952060,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Cuernavaca,Calle Guerrero 1408,Cuernavaca,Morelos,62399,+52 477 764-8534,Casa de Retiro,19,22000,1210,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952060,government_sourced,True,True,Mexican_Complete
Casa de Retiro Cuernavaca,Avenida Allende 6313,Cuernavaca,Morelos,62767,+52 81 838-4974,Residencia Geriátrica,83,22000,1210,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952061,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Yautepec,Boulevard Morelos 6143,Yautepec,Morelos,62323,+52 442 976-7841,Centro de Día,99,22000,1210,"['Cuidado de Día', 'Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952062,government_sourced,True,True,Mexican_Complete
Casa de Retiro Temixco,Boulevard Juárez 5553,Temixco,Morelos,62463,+52 81 378-6576,Centro de Día,34,22000,1210,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952063,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Cuautla,Privada Madero 9488,Cuautla,Morelos,62835,+52 229 295-3069,Casa de Retiro,165,22000,1210,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952064,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Temixco,Callejón Reforma 2712,Temixco,Morelos,62943,+52 664 518-9254,Hogar de Ancianos,109,22000,1210,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952065,government_sourced,True,True,Mexican_Complete
Villa de Retiro Cuernavaca,Privada Revolución 6008,Cuernavaca,Morelos,62116,+52 477 193-6600,Vida Independiente,93,22000,1210,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952066,government_sourced,True,True,Mexican_Complete
Residencia Senior Cuautla,Avenida Zaragoza 6183,Cuautla,Morelos,62839,+52 33 787-1381,Casa de Retiro,62,22000,1210,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952067,government_sourced,True,True,Mexican_Complete
Residencia Senior Jiutepec,Callejón Zaragoza 4967,Jiutepec,Morelos,62827,+52 33 406-1165,Casa de Retiro,35,22000,1210,"['Cuidado de Día', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952068,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Jiutepec,Boulevard Centro 5353,Jiutepec,Morelos,62043,+52 222 437-9021,Asistencia Domiciliaria,103,22000,1210,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952069,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Yautepec,Avenida Juárez 3508,Yautepec,Morelos,62468,+52 442 790-8217,Asistencia Domiciliaria,39,22000,1210,"['Vida Independiente', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952070,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Yautepec,Callejón Insurgentes 9036,Yautepec,Morelos,62427,+52 442 443-3359,Asistencia Domiciliaria,64,22000,1210,"['Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952071,government_sourced,True,True,Mexican_Complete
Casa de Retiro Temixco,Boulevard Zaragoza 397,Temixco,Morelos,62494,+52 477 639-2142,Residencia Asistida,124,22000,1210,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952072,government_sourced,True,True,Mexican_Complete
Casa de Retiro Yautepec,Boulevard Libertad 1085,Yautepec,Morelos,62632,+52 664 792-8780,Residencia Asistida,114,22000,1210,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952073,government_sourced,True,True,Mexican_Complete
Casa de Descanso Tepic,Boulevard Morelos 5807,Tepic,Nayarit,63156,+52 55 496-6990,Asistencia Domiciliaria,152,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952074,government_sourced,True,True,Mexican_Complete
Residencia Senior Xalisco,Privada Reforma 3957,Xalisco,Nayarit,63467,+52 442 301-1153,Residencia Asistida,49,19000,1045,"['Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952075,government_sourced,True,True,Mexican_Complete
Villa de Retiro Ixtlán del Río,Calle Juárez 5209,Ixtlán del Río,Nayarit,63280,+52 477 694-6132,Centro de Cuidados Continuos,109,19000,1045,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952076,government_sourced,True,True,Mexican_Complete
Casa de Descanso Compostela,Privada Libertad 3993,Compostela,Nayarit,63079,+52 477 442-2637,Hogar de Ancianos,159,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952078,government_sourced,True,True,Mexican_Complete
Residencia Senior Bahía de Banderas,Calle Principal 3125,Bahía de Banderas,Nayarit,63478,+52 81 790-3709,Residencia Asistida,35,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952079,government_sourced,True,True,Mexican_Complete
Residencia Asistida Bahía de Banderas,Avenida Constitución 2827,Bahía de Banderas,Nayarit,63884,+52 55 993-1759,Asistencia Domiciliaria,166,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952080,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Tepic,Avenida Allende 8513,Tepic,Nayarit,63538,+52 222 427-7768,Vida Independiente,115,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952081,government_sourced,True,True,Mexican_Complete
Casa de Descanso Ixtlán del Río,Avenida Constitución 3300,Ixtlán del Río,Nayarit,63228,+52 228 886-6644,Centro de Día,93,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952082,government_sourced,True,True,Mexican_Complete
Casa de Retiro Tepic,Privada Guerrero 822,Tepic,Nayarit,63596,+52 55 699-4636,Residencia Geriátrica,76,19000,1045,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952083,government_sourced,True,True,Mexican_Complete
Centro de Día Tepic,Callejón Insurgentes 8254,Tepic,Nayarit,63476,+52 664 416-6945,Casa de Retiro,166,19000,1045,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952084,government_sourced,True,True,Mexican_Complete
Centro de Día Ixtlán del Río,Calle Reforma 8746,Ixtlán del Río,Nayarit,63501,+52 81 507-1553,Hogar de Ancianos,176,19000,1045,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952085,government_sourced,True,True,Mexican_Complete
Villa de Retiro Ixtlán del Río,Avenida Libertad 5319,Ixtlán del Río,Nayarit,63605,+52 81 130-9149,Centro de Cuidados Continuos,175,19000,1045,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952086,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Tepic,Privada Hidalgo 174,Tepic,Nayarit,63458,+52 81 339-5615,Residencia Asistida,40,19000,1045,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952087,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Ixtlán del Río,Callejón Juárez 3214,Ixtlán del Río,Nayarit,63013,+52 222 382-2905,Asistencia Domiciliaria,57,19000,1045,"['Cuidado de Día', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952088,government_sourced,True,True,Mexican_Complete
Villa de Retiro Tepic,Boulevard Morelos 6907,Tepic,Nayarit,63180,+52 442 215-1698,Casa de Retiro,67,19000,1045,"['Cuidado de Día', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952090,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Bahía de Banderas,Privada Guerrero 9011,Bahía de Banderas,Nayarit,63655,+52 686 736-5583,Cuidado de Memoria,161,19000,1045,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952091,government_sourced,True,True,Mexican_Complete
Centro de Día Xalisco,Calle Libertad 2658,Xalisco,Nayarit,63916,+52 442 425-1988,Centro de Día,145,19000,1045,"['Cuidado de Día', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952092,government_sourced,True,True,Mexican_Complete
Centro de Día Ixtlán del Río,Calle Madero 1142,Ixtlán del Río,Nayarit,63094,+52 81 834-6569,Cuidado de Memoria,56,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952093,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Tepic,Calle Hidalgo 8402,Tepic,Nayarit,63132,+52 686 618-5802,Residencia Geriátrica,158,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952094,government_sourced,True,True,Mexican_Complete
Residencia Senior Ixtlán del Río,Avenida Hidalgo 9567,Ixtlán del Río,Nayarit,63384,+52 686 748-8067,Hogar de Ancianos,134,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952095,government_sourced,True,True,Mexican_Complete
Villa de Retiro Tepic,Boulevard Zaragoza 338,Tepic,Nayarit,63491,+52 228 691-6292,Residencia Asistida,121,19000,1045,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952095,government_sourced,True,True,Mexican_Complete
Casa de Retiro Ixtlán del Río,Calle Zaragoza 7813,Ixtlán del Río,Nayarit,63619,+52 477 630-6790,Casa de Retiro,98,19000,1045,"['Vida Independiente', 'Cuidado de Memoria', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952096,government_sourced,True,True,Mexican_Complete
Residencia Asistida Ixtlán del Río,Boulevard Zaragoza 1338,Ixtlán del Río,Nayarit,63931,+52 55 185-5895,Asistencia Domiciliaria,79,19000,1045,"['Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952097,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Tepic,Callejón Principal 2702,Tepic,Nayarit,63342,+52 33 388-7865,Asistencia Domiciliaria,87,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.952098,government_sourced,True,True,Mexican_Complete
