id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Colonial Manor,1000 Main Street,Accomack,Accomack,VA,22001,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70001,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.accomack-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
434,Potomac River Manor,1400 Jefferson Street,Rappahannock,Rappahannock,VA,22434,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70434,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.rappahannock-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
435,Colonial Manor,1000 Main Street,Richmond,,VA,22435,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70435,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
436,Commonwealth Commons,1100 Virginia Avenue,Richmond,,VA,22436,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70436,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
437,Old Dominion Village,1200 Colonial Drive,Richmond,,VA,22437,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70437,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
438,Virginia Heritage Care,1300 Commonwealth Boulevard,Richmond,,VA,22438,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70438,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
439,Potomac River Manor,1400 Jefferson Street,Richmond,,VA,22439,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70439,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
440,Shenandoah Valley Village,1500 Washington Avenue,Richmond,,VA,22440,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70440,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5407,-77.426
441,Blue Ridge Commons,1600 Madison Street,Richmond,,VA,22441,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70441,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5507,-77.41600000000001
442,Chesapeake Bay Manor,1700 Monroe Drive,Richmond,,VA,22442,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70442,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.560700000000004,-77.406
443,James River Village,1800 Old Dominion Avenue,Richmond,,VA,22443,(711) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,VA-ALF-70443,Virginia Department of Health,2024-11-09,83,False,True,True,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5707,-77.47600000000001
444,Rappahannock Commons,1900 Liberty Street,Richmond,,VA,22444,(712) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,VA-ALF-70444,Virginia Department of Health,2024-03-10,84,True,False,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5807,-77.46600000000001
445,Tidewater Manor,2000 Independence Boulevard,Richmond,,VA,22445,(713) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,VA-ALF-70445,Virginia Department of Health,2024-04-11,85,False,True,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.456
446,Piedmont Village,2100 Constitution Avenue,Richmond,,VA,22446,(714) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,VA-ALF-70446,Virginia Department of Health,2024-05-12,86,False,False,False,https://www.richmond-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.44600000000001
447,Colonial Manor,1000 Main Street,Roanoke,,VA,22447,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70447,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.roanoke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.221000000000004,-79.98140000000001
448,Commonwealth Commons,1100 Virginia Avenue,Roanoke,,VA,22448,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70448,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.roanoke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.231,-79.9714
449,Old Dominion Village,1200 Colonial Drive,Roanoke,,VA,22449,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70449,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.roanoke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.241,-79.9614
450,Virginia Heritage Care,1300 Commonwealth Boulevard,Roanoke,,VA,22450,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70450,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.roanoke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.251,-79.9514
451,Potomac River Manor,1400 Jefferson Street,Roanoke,,VA,22451,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70451,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.roanoke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.261,-79.9414
452,Shenandoah Valley Village,1500 Washington Avenue,Roanoke,,VA,22452,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70452,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.roanoke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.271,-79.9314
453,Blue Ridge Commons,1600 Madison Street,Roanoke,,VA,22453,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70453,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.roanoke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.281,-79.9214
454,Chesapeake Bay Manor,1700 Monroe Drive,Roanoke,,VA,22454,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70454,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.roanoke-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.291000000000004,-79.9114
455,Colonial Manor,1000 Main Street,Lexington,Rockbridge,VA,22455,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70455,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.rockbridge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
456,Commonwealth Commons,1100 Virginia Avenue,Lexington,Rockbridge,VA,22456,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70456,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.rockbridge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
457,Old Dominion Village,1200 Colonial Drive,Lexington,Rockbridge,VA,22457,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70457,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.rockbridge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
458,Virginia Heritage Care,1300 Commonwealth Boulevard,Lexington,Rockbridge,VA,22458,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70458,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.rockbridge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
459,Potomac River Manor,1400 Jefferson Street,Lexington,Rockbridge,VA,22459,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70459,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.rockbridge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
460,Colonial Manor,1000 Main Street,Harrisonburg,Rockingham,VA,22460,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70460,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.rockingham-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
461,Commonwealth Commons,1100 Virginia Avenue,Harrisonburg,Rockingham,VA,22461,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70461,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.rockingham-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
462,Old Dominion Village,1200 Colonial Drive,Harrisonburg,Rockingham,VA,22462,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70462,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.rockingham-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
463,Virginia Heritage Care,1300 Commonwealth Boulevard,Harrisonburg,Rockingham,VA,22463,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70463,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.rockingham-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
464,Potomac River Manor,1400 Jefferson Street,Harrisonburg,Rockingham,VA,22464,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70464,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.rockingham-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
465,Colonial Manor,1000 Main Street,Lebanon,Russell,VA,22465,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70465,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.russell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
466,Commonwealth Commons,1100 Virginia Avenue,Lebanon,Russell,VA,22466,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70466,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.russell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
467,Old Dominion Village,1200 Colonial Drive,Lebanon,Russell,VA,22467,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70467,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.russell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
468,Virginia Heritage Care,1300 Commonwealth Boulevard,Lebanon,Russell,VA,22468,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70468,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.russell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
469,Potomac River Manor,1400 Jefferson Street,Lebanon,Russell,VA,22469,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70469,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.russell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
470,Colonial Manor,1000 Main Street,Gate City,Scott,VA,22470,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70470,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.scott-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
471,Commonwealth Commons,1100 Virginia Avenue,Gate City,Scott,VA,22471,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70471,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.scott-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
472,Old Dominion Village,1200 Colonial Drive,Gate City,Scott,VA,22472,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70472,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.scott-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
473,Virginia Heritage Care,1300 Commonwealth Boulevard,Gate City,Scott,VA,22473,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70473,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.scott-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
474,Potomac River Manor,1400 Jefferson Street,Gate City,Scott,VA,22474,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70474,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.scott-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
475,Colonial Manor,1000 Main Street,Woodstock,Shenandoah,VA,22475,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70475,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.shenandoah-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
476,Commonwealth Commons,1100 Virginia Avenue,Woodstock,Shenandoah,VA,22476,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70476,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.shenandoah-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
477,Old Dominion Village,1200 Colonial Drive,Woodstock,Shenandoah,VA,22477,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70477,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.shenandoah-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
478,Virginia Heritage Care,1300 Commonwealth Boulevard,Woodstock,Shenandoah,VA,22478,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70478,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.shenandoah-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
479,Potomac River Manor,1400 Jefferson Street,Woodstock,Shenandoah,VA,22479,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70479,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.shenandoah-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
480,Colonial Manor,1000 Main Street,Marion,Smyth,VA,22480,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70480,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.smyth-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
481,Commonwealth Commons,1100 Virginia Avenue,Marion,Smyth,VA,22481,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70481,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.smyth-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
482,Old Dominion Village,1200 Colonial Drive,Marion,Smyth,VA,22482,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70482,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.smyth-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
483,Virginia Heritage Care,1300 Commonwealth Boulevard,Marion,Smyth,VA,22483,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70483,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.smyth-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
484,Potomac River Manor,1400 Jefferson Street,Marion,Smyth,VA,22484,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70484,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.smyth-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
485,Colonial Manor,1000 Main Street,Southampton,Southampton,VA,22485,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70485,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.southampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
486,Commonwealth Commons,1100 Virginia Avenue,Southampton,Southampton,VA,22486,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70486,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.southampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
487,Old Dominion Village,1200 Colonial Drive,Southampton,Southampton,VA,22487,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70487,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.southampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
488,Virginia Heritage Care,1300 Commonwealth Boulevard,Southampton,Southampton,VA,22488,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70488,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.southampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
489,Potomac River Manor,1400 Jefferson Street,Southampton,Southampton,VA,22489,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70489,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.southampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
490,Colonial Manor,1000 Main Street,Spotsylvania,Spotsylvania,VA,22490,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70490,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.spotsylvania-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.1518,-77.6333
491,Commonwealth Commons,1100 Virginia Avenue,Spotsylvania,Spotsylvania,VA,22491,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70491,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.spotsylvania-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.1618,-77.6233
492,Old Dominion Village,1200 Colonial Drive,Spotsylvania,Spotsylvania,VA,22492,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70492,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.spotsylvania-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.1718,-77.6133
493,Virginia Heritage Care,1300 Commonwealth Boulevard,Spotsylvania,Spotsylvania,VA,22493,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70493,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.spotsylvania-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.181799999999996,-77.6033
494,Potomac River Manor,1400 Jefferson Street,Spotsylvania,Spotsylvania,VA,22494,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70494,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.spotsylvania-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.1918,-77.5933
495,Shenandoah Valley Village,1500 Washington Avenue,Spotsylvania,Spotsylvania,VA,22495,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70495,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.spotsylvania-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.2018,-77.5833
496,Blue Ridge Commons,1600 Madison Street,Spotsylvania,Spotsylvania,VA,22496,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70496,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.spotsylvania-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.2118,-77.5733
497,Chesapeake Bay Manor,1700 Monroe Drive,Spotsylvania,Spotsylvania,VA,22497,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70497,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.spotsylvania-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.2218,-77.5633
498,Colonial Manor,1000 Main Street,Stafford,Stafford,VA,22498,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70498,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.stafford-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.3721,-77.4508
499,Commonwealth Commons,1100 Virginia Avenue,Stafford,Stafford,VA,22499,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70499,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.stafford-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.3821,-77.4408
500,Old Dominion Village,1200 Colonial Drive,Stafford,Stafford,VA,22500,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70500,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.stafford-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.3921,-77.43079999999999
501,Virginia Heritage Care,1300 Commonwealth Boulevard,Stafford,Stafford,VA,22501,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70501,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.stafford-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4021,-77.4208
502,Potomac River Manor,1400 Jefferson Street,Stafford,Stafford,VA,22502,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70502,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.stafford-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4121,-77.4108
503,Shenandoah Valley Village,1500 Washington Avenue,Stafford,Stafford,VA,22503,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70503,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.stafford-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4221,-77.40079999999999
504,Blue Ridge Commons,1600 Madison Street,Stafford,Stafford,VA,22504,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70504,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.stafford-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4321,-77.3908
505,Chesapeake Bay Manor,1700 Monroe Drive,Stafford,Stafford,VA,22505,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70505,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.stafford-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4421,-77.3808
506,Colonial Manor,1000 Main Street,Surry,Surry,VA,22506,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70506,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.surry-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
507,Commonwealth Commons,1100 Virginia Avenue,Surry,Surry,VA,22507,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70507,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.surry-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
508,Old Dominion Village,1200 Colonial Drive,Surry,Surry,VA,22508,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70508,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.surry-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
509,Virginia Heritage Care,1300 Commonwealth Boulevard,Surry,Surry,VA,22509,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70509,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.surry-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
510,Potomac River Manor,1400 Jefferson Street,Surry,Surry,VA,22510,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70510,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.surry-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
511,Colonial Manor,1000 Main Street,Sussex,Sussex,VA,22511,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70511,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.sussex-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
512,Commonwealth Commons,1100 Virginia Avenue,Sussex,Sussex,VA,22512,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70512,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.sussex-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
513,Old Dominion Village,1200 Colonial Drive,Sussex,Sussex,VA,22513,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70513,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.sussex-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
514,Virginia Heritage Care,1300 Commonwealth Boulevard,Sussex,Sussex,VA,22514,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70514,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.sussex-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
515,Potomac River Manor,1400 Jefferson Street,Sussex,Sussex,VA,22515,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70515,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.sussex-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
516,Colonial Manor,1000 Main Street,Tazewell,Tazewell,VA,22516,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70516,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.tazewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
517,Commonwealth Commons,1100 Virginia Avenue,Tazewell,Tazewell,VA,22517,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70517,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.tazewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
518,Old Dominion Village,1200 Colonial Drive,Tazewell,Tazewell,VA,22518,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70518,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.tazewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
