provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Sunrise Senior Care Center,Assisted Living and Memory Care,2847 Lovers Court,Flower Mound,TX,(682) 703-8272,RC48794,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992613
Memorial Bell Senior Village,Senior Living Community,6784 Forest Place,Flower Mound,TX,(903) 929-2859,RC59006,Active,Private,"Assisted Living, Respite Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992627
Premier Harris Senior Campus,Residential Care Facility,9232 Greenville Court,Lake Dallas,TX,(979) 917-3789,RC70431,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992642
Presbyterian Senior Care,Assisted Living and Memory Care,1517 Westheimer Boulevard,The Colony,TX,(940) 888-3425,ALF14214,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992655
Pecan Senior Housing,Assisted Living Facility,6306 River Oaks Boulevard,Highland Village,TX,(726) 905-1423,ASL52589,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992668
Oak Nueces Care Services,Assisted Living Facility,9662 Main Drive,Coppell,TX,(281) 323-8003,ALF56945,Active - Good Standing,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992682
Hill Country Senior Campus,Residential Care Facility,9797 Beltway Court,Lake Dallas,TX,(432) 987-3833,ALF93946,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992694
The Arbors Care Center,Senior Living Community,6702 Lovers Lane,Little Elm,TX,(806) 269-2067,RC28372,Active,Private,"Assisted Living, Respite Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992718
Elm Assisted Care,Assisted Living and Memory Care,6163 Houston Court,The Colony,TX,(903) 578-2454,RC70469,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992732
Hill Country Assisted Living Facility,Senior Living Community,7586 Highland Place,Highland Village,TX,(915) 561-1834,ALF39906,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992745
Ridge Webb Health Services,Senior Living Community,3302 Beltway Way,Denton,TX,(737) 923-3717,LTC20616,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992763
Houston Methodist Senior Living,Senior Living Community,3805 Main Lane,Corinth,TX,(210) 393-7211,ALF60383,Active,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992779
Golden Senior Village,Assisted Living Facility,1568 Lincoln Road,Denton,TX,(214) 873-2549,RC97872,Active,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992792
Ascension Assisted Care,Assisted Living and Memory Care,9827 Houston Way,Highland Village,TX,(214) 660-4130,LTC23201,Licensed,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992805
Presbyterian Senior Village,Assisted Living Center,4395 Memorial Street,Carrollton,TX,(682) 373-2314,LTC56578,Active,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992824
Community Independent Living,Assisted Living Facility,9244 Gulf Freeway Court,Little Elm,TX,(469) 791-7613,ASL96173,Licensed,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992850
Terrace Dallas Care Services,Assisted Living Facility,2408 Lovers Court,Little Elm,TX,(325) 345-6733,LTC94490,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992865
Baptist Bell Assisted Care,Residential Care Facility,7142 Kirby Avenue,Coppell,TX,(832) 709-9242,ASL82528,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992883
Maple Senior Care Center,Assisted Living and Memory Care,2016 Dallas Lane,Flower Mound,TX,(409) 534-4975,ALF59590,Active - Good Standing,Private,"Assisted Living, Independent Living",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992897
Garden Fort Bend Living Center,Assisted Living Facility,8318 Maple Place,Lewisville,TX,(325) 220-4853,RC74809,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992911
Ridge Care Services,Senior Living Community,8219 Skillman Avenue,Little Elm,TX,(979) 858-2261,ASL34622,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992924
Baptist Care Services,Residential Care Facility,8118 Dallas Place,Lewisville,TX,(512) 452-4947,ALF44792,Active,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992937
Medical Center Care Center,Assisted Living Facility,4131 Westheimer Court,Lake Dallas,TX,(281) 990-2262,ALF65638,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992950
Baptist Health Services,Assisted Living and Memory Care,6306 Cedar Lane,Denton,TX,(430) 908-4247,ALF60279,Active - Good Standing,Corporate,"Assisted Living, Independent Living",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992963
Texas Health Residential Care,Assisted Living Facility,7232 Kirby Court,Coppell,TX,(430) 960-7642,ASL19304,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992976
Silver Harris Living Center,Assisted Living and Memory Care,590 Dallas Place,Corinth,TX,(430) 254-1102,ALF33828,Active - Good Standing,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992991
Premier Community Living,Assisted Living Center,8045 San Antonio Avenue,Highland Village,TX,(346) 453-1175,RC98909,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993004
Baylor Senior Care Center,Assisted Living and Memory Care,1469 Pine Drive,Flower Mound,TX,(254) 446-5177,RC67407,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993038
Garden Care Center,Senior Living Community,4393 Bellaire Way,Highland Village,TX,(713) 996-5961,ASL22412,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993053
Christus Senior Services,Senior Living Community,1158 Medical Center Place,Coppell,TX,(806) 601-9290,LTC31416,Active - Good Standing,Private,"Assisted Living, Independent Living",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993066
Pecan Assisted Care,Residential Care Facility,1364 Oak Drive,Carrollton,TX,(325) 600-7012,ASL25027,Active - Good Standing,Private,"Memory Care, Skilled Nursing",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993079
Houston Methodist Assisted Living,Senior Living Community,6951 Richmond Lane,Lake Dallas,TX,(726) 330-4406,ALF15044,Active,Private,"Assisted Living, Respite Care",Assisted Living,Denton,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993093
Cedar Tarrant Assisted Living Facility,Assisted Living Center,6280 Skillman Lane,Fulshear,TX,(432) 909-3686,LTC48049,Active - Good Standing,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993111
Ridge Residential Care,Residential Care Facility,9198 Jefferson Drive,Rosenberg,TX,(945) 277-9219,ASL81609,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993124
Terrace Senior Care,Residential Care Facility,8158 Lincoln Boulevard,Pearland,TX,(254) 435-1821,ALF83103,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993143
Ridge Community Living,Assisted Living and Memory Care,9307 Westheimer Boulevard,Missouri City,TX,(806) 888-4062,ASL26076,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993156
West Texas McLennan Senior Residence,Assisted Living Center,5891 Highland Street,Fulshear,TX,(940) 597-5992,LTC14674,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993170
Heritage Assisted Living Center,Residential Care Facility,7640 Richmond Way,Richmond,TX,(806) 408-6680,ASL46008,Active - Good Standing,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993187
Methodist Senior Village,Assisted Living Facility,7297 Jefferson Street,Sugar Land,TX,(737) 817-5640,LTC11648,Licensed,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993200
Place Assisted Living Center,Assisted Living Facility,4951 River Oaks Boulevard,Meadows Place,TX,(903) 525-9215,ASL19205,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993213
Texas Health Senior Care,Assisted Living and Memory Care,5046 Forest Road,Arcola,TX,(430) 979-9462,RC81367,Active,Private,"Assisted Living, Memory Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993226
Memorial Nueces Senior Care Center,Assisted Living Center,5001 Skillman Place,Meadows Place,TX,(682) 601-7333,RC56363,Active - Good Standing,Private,"Assisted Living, Independent Living",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993240
Court Harris Assisted Living Facility,Senior Living Community,4377 University Boulevard,Fulshear,TX,(512) 567-4982,ALF28762,Active,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993254
Estate Travis Assisted Care,Assisted Living Facility,5600 Main Street,Arcola,TX,(512) 552-9602,ALF42249,Active,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993268
Garden Senior Village,Residential Care Facility,1479 Beltway Street,Fulshear,TX,(903) 845-8017,ASL66027,Licensed,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993281
Bluebonnet Care Community,Assisted Living Center,5713 Dallas Boulevard,Pearland,TX,(214) 447-8106,LTC35628,Active - Good Standing,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993294
The Arbors El Paso Independent Living,Assisted Living Center,4387 Montrose Street,Sugar Land,TX,(254) 321-4015,RC58110,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993308
Silverado Williamson Assisted Care,Senior Living Community,7123 Richmond Way,Richmond,TX,(210) 369-1729,RC94138,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993328
Commons Assisted Care,Assisted Living Center,5288 Memorial Road,Stafford,TX,(682) 578-2021,ASL50536,Licensed,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993342
Pine Senior Care,Assisted Living and Memory Care,8786 Washington Drive,Arcola,TX,(817) 214-3771,LTC91729,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993355
Sunset Assisted Care,Assisted Living Facility,3012 Eastex Freeway Lane,Pearland,TX,(409) 848-7612,RC98684,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993368
Sunrise Assisted Living,Assisted Living and Memory Care,660 Skillman Lane,Stafford,TX,(903) 868-3832,RC87585,Active - Good Standing,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993382
Sunset Senior Services,Assisted Living and Memory Care,1438 River Oaks Court,Richmond,TX,(956) 265-3390,LTC97995,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993395
Houston Methodist Senior Housing,Assisted Living Facility,3283 San Antonio Boulevard,Stafford,TX,(346) 879-1082,ALF15109,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993408
Hill Country Senior Services,Residential Care Facility,7221 Dallas Boulevard,Pearland,TX,(903) 484-8007,ASL73062,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993421
Ascension Harris Assisted Living Facility,Senior Living Community,8132 Fannin Street,Rosenberg,TX,(432) 642-6379,ALF25530,Licensed,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993439
Garden Williamson Senior Care,Assisted Living Facility,3198 Montrose Lane,Missouri City,TX,(817) 896-7531,ALF45977,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993454
Garden Care Services,Residential Care Facility,7674 Beltway Road,Richmond,TX,(940) 583-4717,ALF96935,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993470
Methodist Senior Care,Assisted Living and Memory Care,8525 Kirby Boulevard,Rosenberg,TX,(903) 400-8877,ALF29184,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993483
Medical Center Assisted Care,Assisted Living and Memory Care,4956 Fannin Avenue,Rosenberg,TX,(432) 517-5973,ASL88432,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993513
Estate Care Services,Assisted Living and Memory Care,2605 Pine Way,Fulshear,TX,(979) 960-9549,ASL59797,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993527
Pecan Harris Senior Village,Residential Care Facility,4425 Richmond Avenue,Richmond,TX,(432) 920-7604,LTC81008,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993542
Oak Jefferson Residential Care,Assisted Living Center,7292 Greenville Court,Fulshear,TX,(346) 847-3793,LTC59934,Licensed,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993556
Baylor Montgomery Retirement Community,Assisted Living Center,8322 Memorial Boulevard,Missouri City,TX,(346) 557-5619,LTC71487,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993570
Texas Health Senior Residence,Senior Living Community,870 Southwest Freeway Street,Sugar Land,TX,(726) 411-9270,ALF40603,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993583
Legacy Senior Residence,Assisted Living and Memory Care,6346 Oak Place,Fulshear,TX,(409) 471-5049,ALF57897,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993600
Atria Senior Living,Senior Living Community,4716 Forest Lane,Stafford,TX,(325) 450-2467,ALF47838,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993613
Gulf Coast Senior Campus,Assisted Living Center,2708 Austin Court,Fresno,TX,(817) 453-1967,ALF55962,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993629
Lone Star Senior Campus,Assisted Living Facility,1555 Montrose Way,Fresno,TX,(737) 924-6442,RC93662,Licensed,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993642
Heritage Care Center,Assisted Living Center,2464 Preston Lane,Fresno,TX,(972) 336-1015,ASL18070,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993655
Estate Living Center,Senior Living Community,2144 Southwest Freeway Avenue,Missouri City,TX,(979) 589-7929,ASL69275,Active,Private,"Assisted Living, Memory Care",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993668
Legacy Montgomery Senior Community,Assisted Living Center,3063 Lovers Boulevard,Meadows Place,TX,(726) 915-2949,ASL76959,Active - Good Standing,Corporate,"Assisted Living, Independent Living",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993683
Brookdale Care Community,Residential Care Facility,1005 Highland Street,Sugar Land,TX,(830) 797-8276,RC15188,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Fort Bend,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993696
Willow Senior Village,Senior Living Community,489 Preston Boulevard,Hutto,TX,(469) 594-9461,ASL61213,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993721
Community Galveston Health Services,Senior Living Community,616 Loop Lane,Liberty Hill,TX,(281) 489-8707,ASL99649,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993737
Texas Health Assisted Living Center,Assisted Living Center,6751 Houston Lane,Leander,TX,(972) 677-8698,LTC61798,Active - Good Standing,Private,"Memory Care, Skilled Nursing",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993754
Terrace Senior Campus,Assisted Living and Memory Care,2146 Jefferson Place,Cedar Park,TX,(469) 736-3942,RC70601,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993766
Maple Care Services,Senior Living Community,9086 Mockingbird Drive,Taylor,TX,(713) 886-9384,RC15399,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993783
Premier Bexar Senior Campus,Senior Living Community,5162 Maple Boulevard,Jarrell,TX,(903) 433-8132,LTC57734,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993798
Community Fort Bend Assisted Care,Assisted Living Center,5200 Kirby Drive,Leander,TX,(726) 926-2707,RC60256,Active - Good Standing,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993812
Pecan Senior Residence,Senior Living Community,4190 Fannin Way,Round Rock,TX,(432) 225-3711,LTC37609,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993827
Golden Care Center,Assisted Living Center,9467 Gulf Freeway Drive,Leander,TX,(979) 452-5247,LTC87597,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993840
North Texas Assisted Living Facility,Assisted Living and Memory Care,560 Lovers Street,Jarrell,TX,(346) 364-1607,LTC58396,Active,Private,"Memory Care, Skilled Nursing",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993853
Terrace Senior Care Center,Residential Care Facility,3501 Dallas Way,Liberty Hill,TX,(940) 408-4842,RC62156,Licensed,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993866
Oak Jefferson Assisted Care,Assisted Living Facility,8493 Park Boulevard,Liberty Hill,TX,(830) 781-5670,RC24283,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993880
Silverado Senior Community,Assisted Living Facility,9410 Elm Court,Jarrell,TX,(915) 991-1603,ASL27799,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993894
Cedar Guadalupe Retirement Community,Residential Care Facility,2495 Forest Way,Hutto,TX,(972) 248-9994,LTC82620,Licensed,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993913
Hill Country Senior Care,Senior Living Community,9248 Beltway Boulevard,Liberty Hill,TX,(713) 393-8620,ASL82102,Licensed,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993932
Memorial Senior Campus,Residential Care Facility,1862 Highland Avenue,Cedar Park,TX,(737) 313-1082,ASL69672,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993946
Pine Senior Services,Residential Care Facility,3210 San Antonio Way,Round Rock,TX,(361) 773-9867,ASL74443,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993959
Sunrise Care Services,Assisted Living and Memory Care,8197 River Oaks Place,Granger,TX,(254) 906-1772,ALF48184,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993972
Court Bexar Senior Residence,Senior Living Community,7086 Katy Freeway Drive,Jarrell,TX,(830) 484-9563,ALF64191,Licensed,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.993988
East Texas Webb Senior Care,Residential Care Facility,8544 Park Way,Taylor,TX,(806) 227-5136,RC48538,Licensed,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994003
Oak Senior Living,Assisted Living Facility,293 Eastex Freeway Road,Pflugerville,TX,(254) 650-2333,LTC45568,Active,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994017
Christus Independent Living,Senior Living Community,5534 Highland Street,Pflugerville,TX,(726) 911-7445,ALF10955,Licensed,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994030
Pine Assisted Living Facility,Assisted Living and Memory Care,3757 Mockingbird Road,Jarrell,TX,(903) 833-3676,ALF63821,Active,Corporate,"Assisted Living, Respite Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994048
Christus Retirement Community,Assisted Living Facility,8840 Jefferson Avenue,Round Rock,TX,(979) 657-2786,ASL63294,Active - Good Standing,Corporate,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994061
South Texas Care Community,Assisted Living Facility,9844 Eastex Freeway Place,Taylor,TX,(915) 789-9746,ALF30398,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994077
UT Health Nueces Retirement Community,Senior Living Community,2088 Jefferson Boulevard,Taylor,TX,(737) 982-5505,LTC86234,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994092
