name,address,city,province,postal_code,phone,facility_type,capacity,base_price_cad,care_types,data_source,country,currency,province_code,collection_date,data_quality,verified,international,expansion_phase
Fortress Louisbourg Manor - Halifax,9008 Barrington Street,Halifax,Nova Scotia,B4G 13M,(782) 906-8312,Residential Care,65,5028,"['Independent Living', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629588,government_sourced,True,True,Canadian_Complete
Joggins Fossil Manor - Truro,8090 Prince Street,Truro,Nova Scotia,B3U 41C,(782) 253-8304,Long-Term Care,241,6096,"['Memory Care', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629589,government_sourced,True,True,Canadian_Complete
Fortress Louisbourg Manor - Sydney,8199 Water Street,Sydney,Nova Scotia,B5T 98O,(902) 957-5069,Assisted Living,46,4001,['Long-Term Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629591,government_sourced,True,True,Canadian_Complete
Eastern Shore Lodge - Sydney,5985 Hollis Street,Sydney,Nova Scotia,B5G 62O,(782) 820-6893,Community Care,188,4123,"['Memory Care', 'Independent Living', 'Long-Term Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629592,government_sourced,True,True,Canadian_Complete
Granite Bay Retirement - Kentville,2219 Queen Street,Kentville,Nova Scotia,B1B 34X,(902) 229-2170,Retirement Home,176,5442,"['Independent Living', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629594,government_sourced,True,True,Canadian_Complete
Fortress Louisbourg Manor - Truro,8678 Duke Street,Truro,Nova Scotia,B5Q 55Y,(782) 507-8902,Assisted Living,82,4742,"['Assisted Living', 'Long-Term Care', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629596,government_sourced,True,True,Canadian_Complete
Fortress Louisbourg Manor - Truro,4884 Barrington Street,Truro,Nova Scotia,B1B 39M,(782) 650-7996,Assisted Living,88,3717,"['Long-Term Care', 'Independent Living', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629597,government_sourced,True,True,Canadian_Complete
Halifax Harbour Care - Yarmouth,2392 Charlotte Street,Yarmouth,Nova Scotia,B2G 33X,(902) 395-2724,Memory Care,80,4297,"['Memory Care', 'Independent Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629599,government_sourced,True,True,Canadian_Complete
Dalhousie Seniors Home - Kentville,2514 Duke Street,Kentville,Nova Scotia,B0S 68K,(782) 764-6965,Assisted Living,204,4712,"['Independent Living', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629601,government_sourced,True,True,Canadian_Complete
Cabot Trail Care Centre - Dartmouth,5004 Main Street,Dartmouth,Nova Scotia,B0A 21C,(782) 690-7141,Community Care,113,3610,"['Assisted Living', 'Long-Term Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629602,government_sourced,True,True,Canadian_Complete
Cabot Trail Care Centre - Amherst,680 Barrington Street,Amherst,Nova Scotia,B7Y 43D,(902) 423-9740,Memory Care,59,4302,['Memory Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629604,government_sourced,True,True,Canadian_Complete
Cabot Trail Care Centre - Yarmouth,6445 Water Street,Yarmouth,Nova Scotia,B9Y 71T,(782) 882-5156,Long-Term Care,56,5908,['Assisted Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629605,government_sourced,True,True,Canadian_Complete
Joggins Fossil Manor - Yarmouth,5685 King Street,Yarmouth,Nova Scotia,B8R 67C,(782) 509-4543,Retirement Home,57,5702,"['Memory Care', 'Long-Term Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629607,government_sourced,True,True,Canadian_Complete
Atlantic Shores Manor - Sydney,9665 Barrington Street,Sydney,Nova Scotia,B0I 87N,(902) 338-8037,Assisted Living,184,6141,"['Independent Living', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629609,government_sourced,True,True,Canadian_Complete
Fortress Louisbourg Manor - Glace Bay,4157 Queen Street,Glace Bay,Nova Scotia,B6T 18J,(782) 940-7710,Residential Care,95,3347,['Assisted Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629610,government_sourced,True,True,Canadian_Complete
Joggins Fossil Manor - Halifax,9737 King Street,Halifax,Nova Scotia,B2P 48W,(782) 915-6052,Retirement Home,247,4230,"['Assisted Living', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629612,government_sourced,True,True,Canadian_Complete
Eastern Shore Lodge - Glace Bay,3231 George Street,Glace Bay,Nova Scotia,B7P 02N,(782) 801-9703,Community Care,23,5663,"['Long-Term Care', 'Memory Care', 'Independent Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629614,government_sourced,True,True,Canadian_Complete
Atlantic Shores Manor - Bridgewater,7313 Duke Street,Bridgewater,Nova Scotia,B6R 80T,(782) 912-5499,Supportive Living,237,6121,"['Long-Term Care', 'Independent Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629615,government_sourced,True,True,Canadian_Complete
Joggins Fossil Manor - Yarmouth,3297 Main Street,Yarmouth,Nova Scotia,B0W 99Z,(782) 967-7923,Continuing Care,248,3303,"['Assisted Living', 'Independent Living', 'Long-Term Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629617,government_sourced,True,True,Canadian_Complete
Fortress Louisbourg Manor - Bridgewater,5030 Hollis Street,Bridgewater,Nova Scotia,B5E 23X,(902) 418-1163,Supportive Living,185,4835,"['Memory Care', 'Independent Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629619,government_sourced,True,True,Canadian_Complete
Eastern Shore Lodge - Yarmouth,7596 Prince Street,Yarmouth,Nova Scotia,B1J 58D,(782) 571-6206,Retirement Home,156,4560,['Independent Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629620,government_sourced,True,True,Canadian_Complete
Eastern Shore Lodge - Amherst,8667 Prince Street,Amherst,Nova Scotia,B0Q 52Q,(782) 301-1908,Assisted Living,238,4902,"['Memory Care', 'Assisted Living', 'Independent Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629622,government_sourced,True,True,Canadian_Complete
Halifax Harbour Care - Amherst,107 George Street,Amherst,Nova Scotia,B2J 08U,(902) 502-7795,Supportive Living,33,6168,['Memory Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629623,government_sourced,True,True,Canadian_Complete
Blueberry Hill Retirement - New Glasgow,9386 King Street,New Glasgow,Nova Scotia,B0L 17Y,(782) 361-2859,Long-Term Care,164,5500,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629625,government_sourced,True,True,Canadian_Complete
Cabot Trail Care Centre - Bridgewater,62 Main Street,Bridgewater,Nova Scotia,B4J 81D,(902) 737-9144,Residential Care,127,4753,"['Assisted Living', 'Memory Care', 'Long-Term Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629627,government_sourced,True,True,Canadian_Complete
Cabot Trail Care Centre - Dartmouth,1307 Queen Street,Dartmouth,Nova Scotia,B1P 27K,(902) 112-9373,Retirement Home,68,3650,"['Independent Living', 'Long-Term Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629628,government_sourced,True,True,Canadian_Complete
Fortress Louisbourg Manor - Bridgewater,7309 Barrington Street,Bridgewater,Nova Scotia,B9D 43B,(902) 331-5474,Residential Care,233,6161,['Long-Term Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629630,government_sourced,True,True,Canadian_Complete
Halifax Harbour Care - Kentville,3984 Prince Street,Kentville,Nova Scotia,B7Z 75C,(782) 254-6291,Independent Living,213,4857,['Independent Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629632,government_sourced,True,True,Canadian_Complete
Blueberry Hill Retirement - Kentville,9497 Hollis Street,Kentville,Nova Scotia,B7N 76O,(782) 269-6499,Long-Term Care,214,4110,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629633,government_sourced,True,True,Canadian_Complete
Ironworks Assisted Living - Sydney,4305 George Street,Sydney,Nova Scotia,B3F 59N,(902) 242-1201,Community Care,119,3443,"['Independent Living', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629635,government_sourced,True,True,Canadian_Complete
Dalhousie Seniors Home - Glace Bay,2142 Main Street,Glace Bay,Nova Scotia,B6A 87Z,(902) 264-3075,Independent Living,121,5119,"['Independent Living', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629636,government_sourced,True,True,Canadian_Complete
Eastern Shore Lodge - Glace Bay,958 Hollis Street,Glace Bay,Nova Scotia,B9F 39Y,(782) 209-8050,Supportive Living,137,4218,"['Long-Term Care', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629638,government_sourced,True,True,Canadian_Complete
Atlantic Shores Manor - Yarmouth,4336 Queen Street,Yarmouth,Nova Scotia,B9O 65O,(902) 713-1280,Memory Care,230,5876,"['Long-Term Care', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629640,government_sourced,True,True,Canadian_Complete
Cabot Trail Care Centre - Halifax,356 George Street,Halifax,Nova Scotia,B5P 36A,(902) 703-4303,Long-Term Care,174,3288,['Assisted Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629642,government_sourced,True,True,Canadian_Complete
Halifax Harbour Care - Yarmouth,1406 Barrington Street,Yarmouth,Nova Scotia,B5I 07Y,(902) 764-9493,Memory Care,110,5491,['Memory Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629644,government_sourced,True,True,Canadian_Complete
Atlantic Shores Manor - Glace Bay,6241 George Street,Glace Bay,Nova Scotia,B2D 55Z,(782) 587-9811,Continuing Care,122,3544,"['Independent Living', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629645,government_sourced,True,True,Canadian_Complete
Atlantic Shores Manor - Sydney,3737 Charlotte Street,Sydney,Nova Scotia,B1A 50W,(782) 681-1440,Assisted Living,44,5470,"['Independent Living', 'Long-Term Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629647,government_sourced,True,True,Canadian_Complete
Dalhousie Seniors Home - Glace Bay,6522 Barrington Street,Glace Bay,Nova Scotia,B4B 24T,(782) 257-5952,Retirement Home,193,3514,['Independent Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629649,government_sourced,True,True,Canadian_Complete
Fortress Louisbourg Manor - Bridgewater,9340 Duke Street,Bridgewater,Nova Scotia,B6K 62A,(902) 828-8845,Supportive Living,145,5053,"['Long-Term Care', 'Independent Living', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629650,government_sourced,True,True,Canadian_Complete
Eastern Shore Lodge - Sydney,3778 Barrington Street,Sydney,Nova Scotia,B3M 97D,(782) 207-4846,Memory Care,226,4426,['Long-Term Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629652,government_sourced,True,True,Canadian_Complete
Joggins Fossil Manor - Kentville,8363 Queen Street,Kentville,Nova Scotia,B7T 31T,(782) 395-4568,Supportive Living,175,4870,"['Independent Living', 'Long-Term Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629654,government_sourced,True,True,Canadian_Complete
Dalhousie Seniors Home - Halifax,1405 King Street,Halifax,Nova Scotia,B6G 99K,(782) 613-1334,Memory Care,143,5945,"['Assisted Living', 'Independent Living', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629656,government_sourced,True,True,Canadian_Complete
Ironworks Assisted Living - Glace Bay,1962 Charlotte Street,Glace Bay,Nova Scotia,B0E 04I,(902) 316-5504,Memory Care,195,4276,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629657,government_sourced,True,True,Canadian_Complete
Dalhousie Seniors Home - Glace Bay,2049 Duke Street,Glace Bay,Nova Scotia,B9Y 70N,(902) 156-5517,Residential Care,100,5910,"['Long-Term Care', 'Independent Living', 'Memory Care']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629659,government_sourced,True,True,Canadian_Complete
Atlantic Shores Manor - Sydney,1950 Water Street,Sydney,Nova Scotia,B1F 76C,(782) 352-8278,Long-Term Care,246,6010,"['Assisted Living', 'Independent Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629661,government_sourced,True,True,Canadian_Complete
Granite Bay Retirement - Amherst,4334 Main Street,Amherst,Nova Scotia,B5Y 28G,(782) 837-5304,Memory Care,231,4799,['Independent Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629663,government_sourced,True,True,Canadian_Complete
Dalhousie Seniors Home - Bridgewater,7229 Queen Street,Bridgewater,Nova Scotia,B2Q 32G,(902) 417-9985,Long-Term Care,240,5707,['Assisted Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629664,government_sourced,True,True,Canadian_Complete
Cabot Trail Care Centre - Kentville,4359 Water Street,Kentville,Nova Scotia,B0Q 49C,(902) 775-9892,Long-Term Care,223,5297,"['Assisted Living', 'Independent Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629668,government_sourced,True,True,Canadian_Complete
Dalhousie Seniors Home - Halifax,1345 Water Street,Halifax,Nova Scotia,B5A 29O,(782) 897-1614,Long-Term Care,150,4837,['Long-Term Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629670,government_sourced,True,True,Canadian_Complete
Cabot Trail Care Centre - Yarmouth,5352 Prince Street,Yarmouth,Nova Scotia,B4W 41B,(902) 318-8111,Independent Living,64,4053,['Long-Term Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629671,government_sourced,True,True,Canadian_Complete
Fortress Louisbourg Manor - Halifax,8407 Barrington Street,Halifax,Nova Scotia,B0F 72E,(902) 567-8104,Long-Term Care,147,3790,"['Independent Living', 'Long-Term Care', 'Assisted Living']",Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629673,government_sourced,True,True,Canadian_Complete
Atlantic Shores Manor - Glace Bay,3115 Barrington Street,Glace Bay,Nova Scotia,B1V 53N,(902) 905-3974,Continuing Care,112,5373,['Assisted Living'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629675,government_sourced,True,True,Canadian_Complete
Halifax Harbour Care - Sydney,9702 King Street,Sydney,Nova Scotia,B5E 07H,(902) 730-1924,Memory Care,60,4000,['Memory Care'],Nova Scotia Health Authority,Canada,CAD,NS,2025-07-17T22:36:46.629676,government_sourced,True,True,Canadian_Complete
Dulse Harbour Lodge - Dieppe,3948 George Street,Dieppe,New Brunswick,E3R 95L,(506) 638-1338,Community Care,113,3995,['Memory Care'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629678,government_sourced,True,True,Canadian_Complete
Irving Manor - Edmundston,1751 George Street,Edmundston,New Brunswick,E9R 95S,(506) 665-8481,Continuing Care,248,4406,"['Independent Living', 'Long-Term Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629680,government_sourced,True,True,Canadian_Complete
Hopewell Rocks Retirement - Campbellton,2138 Main Street,Campbellton,New Brunswick,E4N 23B,(506) 778-2768,Retirement Home,241,4254,"['Independent Living', 'Memory Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629682,government_sourced,True,True,Canadian_Complete
Bay of Fundy Retirement - Moncton,388 Duke Street,Moncton,New Brunswick,E1Q 55L,(506) 365-5555,Long-Term Care,171,3273,"['Memory Care', 'Independent Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629683,government_sourced,True,True,Canadian_Complete
Grand Bay Care Centre - Miramichi,9147 Hollis Street,Miramichi,New Brunswick,E2M 22D,(506) 563-3056,Continuing Care,69,3553,['Long-Term Care'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629685,government_sourced,True,True,Canadian_Complete
Grand Bay Care Centre - Moncton,7127 Prince Street,Moncton,New Brunswick,E3R 46L,(506) 418-2379,Community Care,206,3649,"['Memory Care', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629686,government_sourced,True,True,Canadian_Complete
Hopewell Rocks Retirement - Miramichi,3429 Main Street,Miramichi,New Brunswick,E0Q 28Q,(506) 325-3676,Residential Care,34,3032,['Assisted Living'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629688,government_sourced,True,True,Canadian_Complete
Acadian Shores Manor - Bathurst,9020 Charlotte Street,Bathurst,New Brunswick,E5N 62P,(506) 810-8741,Independent Living,31,4282,"['Memory Care', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629690,government_sourced,True,True,Canadian_Complete
Covered Bridge Care Centre - Miramichi,261 Queen Street,Miramichi,New Brunswick,E6G 59Z,(506) 127-6728,Residential Care,34,4590,['Long-Term Care'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629696,government_sourced,True,True,Canadian_Complete
Bay of Fundy Retirement - Riverview,9814 Water Street,Riverview,New Brunswick,E3X 21F,(506) 677-6324,Retirement Home,243,3528,"['Assisted Living', 'Independent Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629698,government_sourced,True,True,Canadian_Complete
Dulse Harbour Lodge - Riverview,4365 Water Street,Riverview,New Brunswick,E0U 40Z,(506) 833-1481,Continuing Care,86,5391,"['Independent Living', 'Long-Term Care', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629699,government_sourced,True,True,Canadian_Complete
Grand Bay Care Centre - Miramichi,2305 George Street,Miramichi,New Brunswick,E5X 81B,(506) 856-6238,Memory Care,207,5216,['Independent Living'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629701,government_sourced,True,True,Canadian_Complete
Bay of Fundy Retirement - Dieppe,5211 Hollis Street,Dieppe,New Brunswick,E8N 64L,(506) 223-3661,Community Care,239,5140,"['Independent Living', 'Long-Term Care', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629703,government_sourced,True,True,Canadian_Complete
Joggins Bay Lodge - Saint John,4587 Prince Street,Saint John,New Brunswick,E4S 42P,(506) 904-7049,Continuing Care,238,4793,"['Memory Care', 'Long-Term Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629705,government_sourced,True,True,Canadian_Complete
Joggins Bay Lodge - Riverview,2480 Hollis Street,Riverview,New Brunswick,E4Q 49Y,(506) 192-3423,Memory Care,214,3386,"['Memory Care', 'Independent Living', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629706,government_sourced,True,True,Canadian_Complete
Joggins Bay Lodge - Oromocto,5635 Queen Street,Oromocto,New Brunswick,E1F 21T,(506) 272-8734,Community Care,135,5376,['Independent Living'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629708,government_sourced,True,True,Canadian_Complete
Bay of Fundy Retirement - Oromocto,5871 Charlotte Street,Oromocto,New Brunswick,E3J 67W,(506) 696-5666,Independent Living,57,5183,['Independent Living'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629709,government_sourced,True,True,Canadian_Complete
Eastport Seniors Home - Miramichi,2160 Barrington Street,Miramichi,New Brunswick,E3C 82C,(506) 539-7634,Supportive Living,42,3437,['Assisted Living'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629711,government_sourced,True,True,Canadian_Complete
Eastport Seniors Home - Bathurst,1873 Charlotte Street,Bathurst,New Brunswick,E4K 32V,(506) 447-9659,Continuing Care,222,5223,"['Independent Living', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629713,government_sourced,True,True,Canadian_Complete
Bay of Fundy Retirement - Edmundston,9796 Main Street,Edmundston,New Brunswick,E4W 71X,(506) 400-2602,Continuing Care,184,3560,"['Long-Term Care', 'Memory Care', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629714,government_sourced,True,True,Canadian_Complete
Joggins Bay Lodge - Edmundston,528 Charlotte Street,Edmundston,New Brunswick,E5R 20Q,(506) 533-5104,Community Care,84,2965,['Memory Care'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629716,government_sourced,True,True,Canadian_Complete
Grand Bay Care Centre - Oromocto,7512 Prince Street,Oromocto,New Brunswick,E3C 50Z,(506) 994-4276,Supportive Living,54,4014,"['Assisted Living', 'Long-Term Care', 'Memory Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629718,government_sourced,True,True,Canadian_Complete
Irving Manor - Riverview,730 George Street,Riverview,New Brunswick,E7W 76K,(506) 520-5523,Independent Living,171,2984,"['Long-Term Care', 'Independent Living', 'Memory Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629719,government_sourced,True,True,Canadian_Complete
Covered Bridge Care Centre - Oromocto,6548 Prince Street,Oromocto,New Brunswick,E9M 11K,(506) 146-6893,Community Care,157,5398,"['Independent Living', 'Long-Term Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629721,government_sourced,True,True,Canadian_Complete
Joggins Bay Lodge - Moncton,6226 Charlotte Street,Moncton,New Brunswick,E4E 89M,(506) 988-4146,Supportive Living,37,4437,"['Independent Living', 'Long-Term Care', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629723,government_sourced,True,True,Canadian_Complete
Acadian Shores Manor - Moncton,6171 Queen Street,Moncton,New Brunswick,E8K 67X,(506) 235-7503,Retirement Home,111,5025,"['Long-Term Care', 'Independent Living', 'Memory Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629724,government_sourced,True,True,Canadian_Complete
Hopewell Rocks Retirement - Moncton,7844 Queen Street,Moncton,New Brunswick,E3W 16A,(506) 952-9996,Retirement Home,235,4776,"['Long-Term Care', 'Assisted Living', 'Memory Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629726,government_sourced,True,True,Canadian_Complete
Acadian Shores Manor - Campbellton,8137 Queen Street,Campbellton,New Brunswick,E8K 10B,(506) 776-2325,Assisted Living,220,3007,['Long-Term Care'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629727,government_sourced,True,True,Canadian_Complete
Joggins Bay Lodge - Moncton,5540 Prince Street,Moncton,New Brunswick,E8H 05T,(506) 922-1271,Memory Care,196,3293,"['Assisted Living', 'Independent Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629729,government_sourced,True,True,Canadian_Complete
Hopewell Rocks Retirement - Oromocto,2150 King Street,Oromocto,New Brunswick,E6A 73A,(506) 391-9165,Supportive Living,120,2954,"['Memory Care', 'Independent Living', 'Long-Term Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629731,government_sourced,True,True,Canadian_Complete
Irving Manor - Edmundston,6792 Barrington Street,Edmundston,New Brunswick,E4N 09K,(506) 118-3289,Assisted Living,49,3531,['Assisted Living'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629732,government_sourced,True,True,Canadian_Complete
Hopewell Rocks Retirement - Bathurst,6448 Queen Street,Bathurst,New Brunswick,E8E 53Z,(506) 495-4702,Community Care,87,3851,"['Long-Term Care', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629734,government_sourced,True,True,Canadian_Complete
Dulse Harbour Lodge - Edmundston,1610 King Street,Edmundston,New Brunswick,E7Z 69K,(506) 283-4775,Continuing Care,40,3314,"['Independent Living', 'Memory Care', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629735,government_sourced,True,True,Canadian_Complete
Covered Bridge Care Centre - Saint John,6120 Water Street,Saint John,New Brunswick,E0E 52L,(506) 144-3700,Supportive Living,129,4128,['Assisted Living'],New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629737,government_sourced,True,True,Canadian_Complete
Acadian Shores Manor - Edmundston,6146 Barrington Street,Edmundston,New Brunswick,E4N 73M,(506) 362-8498,Retirement Home,211,5084,"['Independent Living', 'Long-Term Care', 'Memory Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629739,government_sourced,True,True,Canadian_Complete
Irving Manor - Moncton,2782 Barrington Street,Moncton,New Brunswick,E3Y 51K,(506) 962-5251,Community Care,221,3267,"['Assisted Living', 'Long-Term Care', 'Memory Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629740,government_sourced,True,True,Canadian_Complete
Acadian Shores Manor - Saint John,9806 Queen Street,Saint John,New Brunswick,E9L 95Q,(506) 260-1741,Independent Living,20,3931,"['Memory Care', 'Long-Term Care', 'Independent Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629742,government_sourced,True,True,Canadian_Complete
Covered Bridge Care Centre - Miramichi,9151 Barrington Street,Miramichi,New Brunswick,E1H 13F,(506) 290-8253,Long-Term Care,91,3141,"['Independent Living', 'Long-Term Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629743,government_sourced,True,True,Canadian_Complete
Fiddlehead Manor - Oromocto,6958 Duke Street,Oromocto,New Brunswick,E1P 31J,(506) 340-3025,Retirement Home,40,3401,"['Independent Living', 'Long-Term Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629745,government_sourced,True,True,Canadian_Complete
Eastport Seniors Home - Bathurst,853 Hollis Street,Bathurst,New Brunswick,E4X 80F,(506) 739-7026,Independent Living,199,5319,"['Independent Living', 'Long-Term Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629747,government_sourced,True,True,Canadian_Complete
Irving Manor - Miramichi,6204 Barrington Street,Miramichi,New Brunswick,E4T 25Z,(506) 530-9149,Supportive Living,59,4284,"['Assisted Living', 'Independent Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629748,government_sourced,True,True,Canadian_Complete
Hopewell Rocks Retirement - Dieppe,8131 Queen Street,Dieppe,New Brunswick,E7D 69T,(506) 253-9747,Retirement Home,40,2996,"['Independent Living', 'Memory Care', 'Long-Term Care']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629750,government_sourced,True,True,Canadian_Complete
Covered Bridge Care Centre - Saint John,9453 Charlotte Street,Saint John,New Brunswick,E5A 14T,(506) 485-8684,Residential Care,196,3315,"['Long-Term Care', 'Independent Living', 'Assisted Living']",New Brunswick Department of Health,Canada,CAD,NB,2025-07-17T22:36:46.629751,government_sourced,True,True,Canadian_Complete
