id,name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,careServices,medicalRestrictions,photos,photoAttributions,virtualTourUrl,spaServices,healthcareServices,fitnessServices,diningServices,transportationServices,socialServices,yelpReviews,careComReviews,seniorAdvisorReviews,aplaceformomReviews,priceRange,pricingDetails,isClaimed,livePricing,pricingType,availabilityStatus,availableUnits,totalUnits,unitTypes,rating,reviewCount,googleRating,googleReviewCount,googleReviewSnippets,trustedReviews,imageUrl,imageGallery,latitude,longitude,licenseNumber,licenseStatus,lastInspection,violations,isVerified,lastPriceUpdate,lastAvailabilityUpdate,yelpId,yelpRating,yelpReviewCount,yelpPhotos,yelpUrl,yelpCategories,region,discoverySource,discoveryDate,lastEnrichmentDate,enrichmentCompleted,facilityType,veteranPrograms,eligibilityRequirements,hudProperties,acceptsHudVouchers,isVeteranFriendly,transparencyBadges,transparencyScore,data_source
117,Wendell Gardens,3334 Forest Ave,Wendell,ID,83294,Gooding,(208) 948-7819,,,,"['Memory Care', 'Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5213,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051460,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
118,Gooding Pines Retirement Community,6790 State St,Gooding,ID,83341,Gooding,(208) 536-7031,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4171,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051512,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
119,Gooding Valley Residence,8663 Sunset Blvd,Hagerman,ID,83475,Gooding,(208) 289-5714,,,,"['Memory Care', 'Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7009,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051542,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
120,Gooding Memory Care,8161 Cedar Ave,Gooding,ID,83445,Gooding,(208) 336-1220,,,,"['Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4031,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051574,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
121,Gooding Valley Residence,8726 Forest Ave,Wendell,ID,83343,Gooding,(208) 356-9759,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1581,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051599,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
122,Lincoln Senior Living,233 Hill St,Richfield,ID,83862,Lincoln,(208) 999-2062,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6460,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051718,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
123,Dietrich Ridge Senior Care,3375 Forest Ave,Dietrich,ID,83360,Lincoln,(208) 242-3887,,,,"['Memory Care', 'Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3734,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051772,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
124,Shoshone Gardens,7592 Hill St,Shoshone,ID,83344,Lincoln,(208) 706-5835,,,,"['Assisted Living', 'Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4344,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051816,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
125,Richfield Gardens,7573 Pine St,Richfield,ID,83539,Lincoln,(208) 785-4907,,,,"['Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5696,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051860,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
126,Richfield Assisted Living,5330 Mountain View Dr,Richfield,ID,83456,Lincoln,(208) 678-7553,,,,"['Memory Care', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6947,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051903,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
127,Shoshone Gardens,449 Hill St,Shoshone,ID,83698,Lincoln,(208) 942-7211,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7991,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051950,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
128,Dietrich Ridge Senior Care,2000 Hill St,Dietrich,ID,83210,Lincoln,(208) 834-1048,,,,"['Memory Care', 'Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4962,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051995,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
129,Hazelton Heights,5021 Garden Dr,Hazelton,ID,83308,Jerome,(208) 279-1562,,,,"['Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6844,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052245,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
130,Hazelton Assisted Living,7638 Pine St,Hazelton,ID,83339,Jerome,(208) 253-7762,,,,"['Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9473,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052326,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
131,Eden Gardens,781 Garden Dr,Eden,ID,83650,Jerome,(208) 270-7417,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2872,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052378,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
132,Kimberly Assisted Living,558 Maple St,Kimberly,ID,83545,Twin Falls,(208) 638-1529,,,,"['Skilled Nursing', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7841,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052641,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
133,Twin Falls Manor,634 Forest Ave,Filer,ID,83512,Twin Falls,(208) 454-5253,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3245,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052671,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
134,Hansen Ridge Senior Care,5260 Maple St,Hansen,ID,83794,Twin Falls,(208) 425-8508,,,,"['Independent Living', 'Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3520,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052704,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
135,Hansen Gardens,7482 Broadway,Hansen,ID,83622,Twin Falls,(208) 861-4160,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7346,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052727,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
136,Kimberly Assisted Living,239 Valley Rd,Kimberly,ID,83372,Twin Falls,(208) 498-9083,,,,"['Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3043,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052749,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
137,Twin Falls Senior Living,1007 Forest Ave,Hansen,ID,83740,Twin Falls,(208) 810-9634,,,,"['Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1012,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052770,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
138,Cassia Senior Living,3719 River Rd,Burley,ID,83318,Cassia,(208) 224-1761,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9686,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052868,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
139,Cassia Springs,5393 State St,Burley,ID,83318,Cassia,(208) 551-3216,,,,"['Memory Care', 'Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9269,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052911,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
140,Albion Pines Retirement Community,3840 Forest Ave,Albion,ID,83311,Cassia,(208) 215-5227,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3753,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052947,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
141,Oakley Gardens,5468 Garden Dr,Oakley,ID,83729,Cassia,(208) 759-8703,,,,"['Independent Living', 'Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2501,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.052970,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
142,Oakley Heights,9436 Garden Dr,Oakley,ID,83643,Cassia,(208) 449-7193,,,,"['Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1332,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.053187,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
143,Minidoka Valley Residence,3425 Oak Dr,Rupert,ID,83717,Minidoka,(208) 839-2987,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8341,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.053298,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
144,Minidoka Valley Residence,3785 River Rd,Heyburn,ID,83503,Minidoka,(208) 302-3884,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2613,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.053338,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
145,Minidoka Springs,3891 Cedar Ave,Acequia,ID,83622,Minidoka,(208) 528-9484,,,,"['Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4463,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.053373,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
146,Heyburn Ridge Senior Care,3362 River Rd,Heyburn,ID,83425,Minidoka,(208) 639-1833,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2110,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.053394,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
147,Acequia Ridge Senior Care,2350 Forest Ave,Acequia,ID,83369,Minidoka,(208) 359-4340,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9347,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.053423,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
148,Minidoka Manor,6315 State St,Heyburn,ID,83226,Minidoka,(208) 409-7465,,,,"['Independent Living', 'Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4694,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.053447,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
149,Oneida Memory Care,2779 Pine St,Malad City,ID,83585,Oneida,(208) 895-9133,,,,"['Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8928,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053516,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
150,Malad City Ridge Senior Care,1658 Sunset Blvd,Malad City,ID,83652,Oneida,(208) 726-1566,,,,"['Memory Care', 'Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9840,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053547,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
151,Malad City Assisted Living,2318 Main St,Malad City,ID,83665,Oneida,(208) 326-3702,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2458,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053574,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
152,Holbrook Assisted Living,1203 Valley Rd,Holbrook,ID,83860,Oneida,(208) 759-4698,,,,"['Assisted Living', 'Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5117,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053620,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
153,Franklin Manor,1655 Pine St,Preston,ID,83504,Franklin,(208) 252-8940,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1818,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053706,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
154,Franklin Memory Care,7277 Broadway,Franklin,ID,83799,Franklin,(208) 835-9826,,,,"['Independent Living', 'Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6319,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053730,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
155,Franklin Valley Residence,1841 Garden Dr,Dayton,ID,83738,Franklin,(208) 986-4561,,,,"['Skilled Nursing', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6550,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053758,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
156,Franklin Assisted Living,5968 Garden Dr,Franklin,ID,83368,Franklin,(208) 854-4299,,,,"['Memory Care', 'Skilled Nursing', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4299,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053788,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
157,Dayton Ridge Senior Care,3033 Main St,Dayton,ID,83829,Franklin,(208) 493-4375,,,,"['Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3034,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053812,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
158,Franklin Senior Living,3073 River Rd,Franklin,ID,83639,Franklin,(208) 340-4998,,,,"['Independent Living', 'Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5491,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053832,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
159,Dayton Gardens,7548 Valley Rd,Dayton,ID,83254,Franklin,(208) 833-3060,,,,"['Independent Living', 'Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7666,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053854,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
160,Georgetown Heights,4174 Broadway,Georgetown,ID,83268,Bear Lake,(208) 877-6414,,,,"['Memory Care', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6722,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.053977,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
161,Bear Lake Valley Residence,3615 Broadway,Georgetown,ID,83529,Bear Lake,(208) 941-8225,,,,"['Memory Care', 'Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2326,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054180,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
162,Montpelier Ridge Senior Care,4714 Broadway,Montpelier,ID,83332,Bear Lake,(208) 872-3014,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2500,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054232,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
163,Paris Heights,511 Pine St,Paris,ID,83637,Bear Lake,(208) 884-1633,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2624,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054366,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
164,Montpelier Pines Retirement Community,1528 Valley Rd,Montpelier,ID,83604,Bear Lake,(208) 513-6395,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4814,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054432,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
165,Bear Lake Memory Care,6673 Cedar Ave,Paris,ID,83413,Bear Lake,(208) 465-8606,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1256,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054467,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
166,Caribou Senior Living,656 Valley Rd,Bancroft,ID,83646,Caribou,(208) 896-3784,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8816,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054591,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
167,Caribou Memory Care,8904 Oak Dr,Bancroft,ID,83331,Caribou,(208) 282-2158,,,,"['Memory Care', 'Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1355,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054623,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
168,Caribou Manor,5059 Oak Dr,Bancroft,ID,83862,Caribou,(208) 849-7740,,,,"['Independent Living', 'Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5165,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054666,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
169,Caribou Springs,436 Forest Ave,Bancroft,ID,83838,Caribou,(208) 763-9732,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4657,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054703,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
170,Soda Springs Ridge Senior Care,7948 Valley Rd,Soda Springs,ID,83638,Caribou,(208) 544-2045,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3215,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054738,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
171,Caribou Senior Living,9700 Hill St,Soda Springs,ID,83604,Caribou,(208) 426-1119,,,,"['Independent Living', 'Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6228,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054770,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
172,Caribou Springs,9850 Valley Rd,Grace,ID,83430,Caribou,(208) 276-5714,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1085,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054790,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
173,Caribou Memory Care,2206 Pine St,Bancroft,ID,83325,Caribou,(208) 990-4866,,,,"['Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9037,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054812,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
174,Pocatello Assisted Living,9342 Valley Rd,Pocatello,ID,83206,Bannock,(208) 352-4242,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2454,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.054895,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
