Property_ID,Property_Name,Address,City,State,Zip_Code,County,Latitude,Longitude,Total_Units,Assisted_Units,Phone,Client_Group,Client_Type,Program_Type,Source
800001429,East Bay Transit Homes,2787 79th Ave,Oakland,,,Alameda,,,12,12,(510) 613-0319,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800002832,WILTON WILSHIRE ARMS,3966 WILSHIRE BLVD,Los Angeles,,,Los Angeles,,,73,72,213-493-8407,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001426,REDWOOD GARDENS,2951 DERBY ST,Berkeley,,,Alameda,,,169,169,415-519-0077,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800002829,Wilshire Place,580 WILSHIRE DR,Redding,,,Shasta,,,17,16,(530)222-0532,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001290,CLARK TERRACE,2660 Clark Ave,Norco,,,Riverside,,,78,78,626-338-9940,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800235861,Oscar Eason Senior Apartments,1602 E. Commerce,San Antonio,,,Bexar,,,32,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800252722,La Vista De Lopez (IE 221D4/202 PRAC),809 E. 9th St,Austin,,,Travis,,,27,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800000168,BRAD HMS FOR ELD #4,2500 Montague St,Selma,,,Dallas,,,30,29,334-874-7900,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000162,BEECH CREEK APARTMENTS,100 Beech Creek Ln,,,,Dallas,,,80,80,334-872-5514,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800000249,EPWORTH HOUSE,2500 FRANKLIN ST,Selma,,,Dallas,,,48,48,334-875-6450,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000616,Heritage Manor of Fordyce,507 N Edgar St,Fordyce,,,Dallas,,,16,16,870-352-8184,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000648,"HOUSING OPPORTUNITIES, INC.",600 EAST 43RD,Texarkana,,,Miller,,,78,77,903-791-2297,Partially physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800000649,HOUSING OPPORTUNITIES EXTENSION,606 E 44TH ST,Texarkana,,,Miller,,,13,12,870-773-4527,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
