id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Prairie Point,1000 Main Street,Adams,Adams,IL,60001,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20001,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.adams-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
171,Prairie Point,1000 Main Street,Jasper,Jasper,IL,60171,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20171,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.jasper-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
172,Lincoln Manor,1100 State Street,Jasper,Jasper,IL,60172,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20172,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.jasper-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
173,Heritage Care,1200 Lincoln Avenue,Jasper,Jasper,IL,60173,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20173,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.jasper-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
174,Riverside Living,1300 Oak Street,Jasper,Jasper,IL,60174,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20174,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.jasper-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
175,Prairie Point,1000 Main Street,Mount Vernon,Jefferson,IL,60175,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20175,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.jefferson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
176,Lincoln Manor,1100 State Street,Mount Vernon,Jefferson,IL,60176,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20176,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.jefferson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
177,Heritage Care,1200 Lincoln Avenue,Mount Vernon,Jefferson,IL,60177,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20177,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.jefferson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
178,Riverside Living,1300 Oak Street,Mount Vernon,Jefferson,IL,60178,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20178,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.jefferson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
179,Prairie Point,1000 Main Street,Jersey,Jersey,IL,60179,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20179,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.jersey-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
180,Lincoln Manor,1100 State Street,Jersey,Jersey,IL,60180,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20180,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.jersey-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
181,Heritage Care,1200 Lincoln Avenue,Jersey,Jersey,IL,60181,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20181,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.jersey-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
182,Riverside Living,1300 Oak Street,Jersey,Jersey,IL,60182,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20182,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.jersey-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
183,Prairie Point,1000 Main Street,Jo Daviess,Jo Daviess,IL,60183,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20183,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.jodaviess-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
184,Lincoln Manor,1100 State Street,Jo Daviess,Jo Daviess,IL,60184,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20184,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.jodaviess-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
185,Heritage Care,1200 Lincoln Avenue,Jo Daviess,Jo Daviess,IL,60185,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20185,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.jodaviess-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
186,Riverside Living,1300 Oak Street,Jo Daviess,Jo Daviess,IL,60186,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20186,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.jodaviess-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
187,Prairie Point,1000 Main Street,Johnson,Johnson,IL,60187,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20187,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.johnson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
188,Lincoln Manor,1100 State Street,Johnson,Johnson,IL,60188,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20188,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.johnson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
189,Heritage Care,1200 Lincoln Avenue,Johnson,Johnson,IL,60189,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20189,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.johnson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
190,Riverside Living,1300 Oak Street,Johnson,Johnson,IL,60190,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20190,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.johnson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
191,Prairie Point,1000 Main Street,Geneva,Kane,IL,60191,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20191,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.kane-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.8892,-88.4454
192,Lincoln Manor,1100 State Street,Geneva,Kane,IL,60192,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20192,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.kane-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.8992,-88.4354
193,Heritage Care,1200 Lincoln Avenue,Geneva,Kane,IL,60193,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20193,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.kane-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.9092,-88.4254
194,Riverside Living,1300 Oak Street,Geneva,Kane,IL,60194,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20194,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.kane-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.9192,-88.4154
195,Oak Grove,1400 Maple Avenue,Geneva,Kane,IL,60195,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20195,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.kane-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.9292,-88.4054
196,Meadowbrook,1500 Park Avenue,Geneva,Kane,IL,60196,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20196,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.kane-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.9392,-88.3954
197,Sunset Manor,1600 Church Street,Geneva,Kane,IL,60197,(318) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,IL-ALF-20197,Illinois Department of Public Health,2024-09-07,76,True,True,False,https://www.kane-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.9492,-88.3854
198,Garden View,1700 First Street,Geneva,Kane,IL,60198,(319) 407-1007,Senior Living,Assisted Living; Independent Living; Memory Care,32,IL-ALF-20198,Illinois Department of Public Health,2024-10-08,77,False,False,False,https://www.kane-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.9592,-88.3754
199,Prairie Point,1000 Main Street,Kankakee,Kankakee,IL,60199,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20199,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.kankakee-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.07,-87.9011
200,Lincoln Manor,1100 State Street,Kankakee,Kankakee,IL,60200,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20200,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.kankakee-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.08,-87.8911
201,Heritage Care,1200 Lincoln Avenue,Kankakee,Kankakee,IL,60201,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20201,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.kankakee-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.089999999999996,-87.88109999999999
202,Riverside Living,1300 Oak Street,Kankakee,Kankakee,IL,60202,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20202,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.kankakee-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.099999999999994,-87.8711
203,Prairie Point,1000 Main Street,Kendall,Kendall,IL,60203,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20203,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.kendall-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
204,Lincoln Manor,1100 State Street,Kendall,Kendall,IL,60204,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20204,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.kendall-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
205,Heritage Care,1200 Lincoln Avenue,Kendall,Kendall,IL,60205,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20205,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.kendall-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
206,Riverside Living,1300 Oak Street,Kendall,Kendall,IL,60206,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20206,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.kendall-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
207,Prairie Point,1000 Main Street,Galesburg,Knox,IL,60207,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20207,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.knox-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.897800000000004,-90.41120000000001
208,Lincoln Manor,1100 State Street,Galesburg,Knox,IL,60208,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20208,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.knox-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.9078,-90.4012
209,Heritage Care,1200 Lincoln Avenue,Galesburg,Knox,IL,60209,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20209,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.knox-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.9178,-90.3912
210,Riverside Living,1300 Oak Street,Galesburg,Knox,IL,60210,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20210,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.knox-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.9278,-90.3812
211,Oak Grove,1400 Maple Avenue,Galesburg,Knox,IL,60211,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20211,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.knox-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.9378,-90.3712
212,Meadowbrook,1500 Park Avenue,Galesburg,Knox,IL,60212,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20212,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.knox-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.9478,-90.3612
213,Prairie Point,1000 Main Street,Waukegan,Lake,IL,60213,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20213,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.lake-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.287000000000006,-87.9154
214,Lincoln Manor,1100 State Street,Waukegan,Lake,IL,60214,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20214,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.lake-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.297000000000004,-87.9054
215,Heritage Care,1200 Lincoln Avenue,Waukegan,Lake,IL,60215,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20215,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.lake-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.307,-87.8954
216,Riverside Living,1300 Oak Street,Waukegan,Lake,IL,60216,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20216,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.lake-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.317,-87.8854
217,Oak Grove,1400 Maple Avenue,Waukegan,Lake,IL,60217,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20217,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.lake-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.327000000000005,-87.8754
218,Meadowbrook,1500 Park Avenue,Waukegan,Lake,IL,60218,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20218,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.lake-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.337,-87.8654
219,Sunset Manor,1600 Church Street,Waukegan,Lake,IL,60219,(318) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,IL-ALF-20219,Illinois Department of Public Health,2024-09-07,76,True,True,False,https://www.lake-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.347,-87.8554
220,Garden View,1700 First Street,Waukegan,Lake,IL,60220,(319) 407-1007,Senior Living,Assisted Living; Independent Living; Memory Care,32,IL-ALF-20220,Illinois Department of Public Health,2024-10-08,77,False,False,False,https://www.lake-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.357000000000006,-87.8454
221,Prairie Point,1000 Main Street,Ottawa,La Salle,IL,60221,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20221,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.lasalle-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.2834,-88.95200000000001
222,Lincoln Manor,1100 State Street,Ottawa,La Salle,IL,60222,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20222,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.lasalle-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.2934,-88.94200000000001
223,Heritage Care,1200 Lincoln Avenue,Ottawa,La Salle,IL,60223,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20223,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.lasalle-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.303399999999996,-88.932
224,Riverside Living,1300 Oak Street,Ottawa,La Salle,IL,60224,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20224,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.lasalle-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.313399999999994,-88.92200000000001
225,Prairie Point,1000 Main Street,Lawrence,Lawrence,IL,60225,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20225,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.lawrence-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
226,Lincoln Manor,1100 State Street,Lawrence,Lawrence,IL,60226,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20226,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.lawrence-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
227,Heritage Care,1200 Lincoln Avenue,Lawrence,Lawrence,IL,60227,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20227,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.lawrence-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
228,Riverside Living,1300 Oak Street,Lawrence,Lawrence,IL,60228,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20228,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.lawrence-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
229,Prairie Point,1000 Main Street,Lee,Lee,IL,60229,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20229,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.lee-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
230,Lincoln Manor,1100 State Street,Lee,Lee,IL,60230,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20230,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.lee-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
231,Heritage Care,1200 Lincoln Avenue,Lee,Lee,IL,60231,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20231,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.lee-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
232,Riverside Living,1300 Oak Street,Lee,Lee,IL,60232,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20232,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.lee-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
233,Prairie Point,1000 Main Street,Livingston,Livingston,IL,60233,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20233,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.livingston-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
234,Lincoln Manor,1100 State Street,Livingston,Livingston,IL,60234,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20234,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.livingston-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
235,Heritage Care,1200 Lincoln Avenue,Livingston,Livingston,IL,60235,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20235,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.livingston-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
236,Riverside Living,1300 Oak Street,Livingston,Livingston,IL,60236,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20236,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.livingston-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
237,Prairie Point,1000 Main Street,Logan,Logan,IL,60237,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20237,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.logan-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
238,Lincoln Manor,1100 State Street,Logan,Logan,IL,60238,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20238,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.logan-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
239,Heritage Care,1200 Lincoln Avenue,Logan,Logan,IL,60239,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20239,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.logan-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
240,Riverside Living,1300 Oak Street,Logan,Logan,IL,60240,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20240,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.logan-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
241,Prairie Point,1000 Main Street,Decatur,Macon,IL,60241,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20241,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.macon-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.8042,-89.0351
242,Lincoln Manor,1100 State Street,Decatur,Macon,IL,60242,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20242,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.macon-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.8142,-89.0251
243,Heritage Care,1200 Lincoln Avenue,Decatur,Macon,IL,60243,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20243,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.macon-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.8242,-89.01509999999999
244,Riverside Living,1300 Oak Street,Decatur,Macon,IL,60244,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20244,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.macon-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.834199999999996,-89.0051
245,Oak Grove,1400 Maple Avenue,Decatur,Macon,IL,60245,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20245,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.macon-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.8442,-88.9951
246,Meadowbrook,1500 Park Avenue,Decatur,Macon,IL,60246,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20246,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.macon-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.8542,-88.98509999999999
247,Prairie Point,1000 Main Street,Macoupin,Macoupin,IL,60247,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20247,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.macoupin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
248,Lincoln Manor,1100 State Street,Macoupin,Macoupin,IL,60248,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20248,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.macoupin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
249,Heritage Care,1200 Lincoln Avenue,Macoupin,Macoupin,IL,60249,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20249,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.macoupin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
250,Riverside Living,1300 Oak Street,Macoupin,Macoupin,IL,60250,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20250,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.macoupin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
251,Prairie Point,1000 Main Street,Edwardsville,Madison,IL,60251,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20251,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.madison-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,38.8406,-90.2231
252,Lincoln Manor,1100 State Street,Edwardsville,Madison,IL,60252,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20252,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.madison-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,38.8506,-90.2131
253,Heritage Care,1200 Lincoln Avenue,Edwardsville,Madison,IL,60253,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20253,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.madison-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,38.8606,-90.20309999999999
254,Riverside Living,1300 Oak Street,Edwardsville,Madison,IL,60254,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20254,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.madison-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,38.870599999999996,-90.1931
255,Oak Grove,1400 Maple Avenue,Edwardsville,Madison,IL,60255,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20255,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.madison-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,38.8806,-90.1831
