id,name,address,city,state,zip_code,county,phone,facility_type,licensed_beds,license_number,administrator,coordinates,data_source
249,Riverside Court,6501 Horse Park Rd,Ashland,Kentucky,41102,Boyd,(606) 584-6310,Assisted Living,51,KY43956,Anthony White,"[38.488316301557454, -82.62057885228154]",Kentucky Cabinet for Health and Family Services
250,Kentucky Commons,7295 Elm St,Ashland,Kentucky,41105,Boyd,(270) 217-5239,Continuing Care Retirement Community,95,KY99854,Helen Robinson,"[38.473778766995935, -82.63188948131692]",Kentucky Cabinet for Health and Family Services
251,Ashland Place,7576 First St,Ashland,Kentucky,41102,Boyd,(859) 584-3700,Continuing Care Retirement Community,135,KY33692,Jennifer Rodriguez,"[38.4797539109541, -82.65244717121242]",Kentucky Cabinet for Health and Family Services
252,Maple Retirement Community,2565 Maple Dr,Ashland,Kentucky,41102,Boyd,(859) 913-1418,Continuing Care Retirement Community,26,KY97847,Jennifer Williams,"[38.47555857518273, -82.62303482669225]",Kentucky Cabinet for Health and Family Services
253,Ashland Center,9173 Pine Rd,Ashland,Kentucky,41101,Boyd,(270) 503-2744,Personal Care Home,74,KY85199,Sarah Taylor,"[38.48837947924472, -82.640546434163]",Kentucky Cabinet for Health and Family Services
254,Bluegrass Skilled Nursing,1191 First St,Ashland,Kentucky,41102,Boyd,(859) 713-8973,Memory Care,167,KY84541,William Gonzalez,"[38.489527402906155, -82.6392995194028]",Kentucky Cabinet for Health and Family Services
255,Madisonville Place,861 Second St,Madisonville,Kentucky,42431,Hopkins,(606) 697-6249,Independent Living,92,KY63781,Daniel Anderson,"[37.340118474030724, -87.51427285423027]",Kentucky Cabinet for Health and Family Services
256,Madisonville Place,8724 Cedar Ln,Madisonville,Kentucky,42431,Hopkins,(502) 511-7746,Adult Day Care,121,KY58482,Donna Lewis,"[37.340494566693174, -87.51055627424175]",Kentucky Cabinet for Health and Family Services
257,Valley Retirement Community,1183 Derby Dr,Madisonville,Kentucky,42431,Hopkins,(364) 528-4091,Independent Living,94,KY20859,Anthony Robinson,"[37.33556363115688, -87.48769290356881]",Kentucky Cabinet for Health and Family Services
258,Place Manor,339 Jefferson Dr,Madisonville,Kentucky,42431,Hopkins,(859) 287-4377,Memory Care,90,KY84593,Robert Robinson,"[37.34221798143191, -87.49320069322742]",Kentucky Cabinet for Health and Family Services
259,Pine Health Care,5389 Bluegrass Blvd,Madisonville,Kentucky,42431,Hopkins,(606) 430-7171,Memory Care,155,KY42134,Anthony Martinez,"[37.31056836548191, -87.51256818501217]",Kentucky Cabinet for Health and Family Services
260,Bluegrass Health Care,4707 Lincoln Ave,Madisonville,Kentucky,42431,Hopkins,(502) 928-6400,Personal Care Home,128,KY56887,John Sanchez,"[37.344941820576096, -87.489927066524]",Kentucky Cabinet for Health and Family Services
261,Garden Gardens,2920 Oak Ave,Madisonville,Kentucky,42431,Hopkins,(364) 871-5036,Memory Care,138,KY44961,William Miller,"[37.3395599699542, -87.50254770854995]",Kentucky Cabinet for Health and Family Services
262,Madisonville Health Care,8614 Derby Dr,Madisonville,Kentucky,42431,Hopkins,(364) 961-2338,Adult Day Care,174,KY86628,Daniel Jones,"[37.33890581464342, -87.5171184181023]",Kentucky Cabinet for Health and Family Services
263,Madisonville Skilled Nursing,2525 Kentucky Ave,Madisonville,Kentucky,42431,Hopkins,(859) 667-8121,Adult Day Care,39,KY54834,Betty Martinez,"[37.32454070512968, -87.48484710013592]",Kentucky Cabinet for Health and Family Services
264,Riverside Skilled Nursing,4495 Madison Rd,Madisonville,Kentucky,42431,Hopkins,(364) 483-2171,Continuing Care Retirement Community,25,KY48021,Richard Thomas,"[37.31918741074938, -87.4925636386001]",Kentucky Cabinet for Health and Family Services
265,Garden Manor,4523 Second St,Madisonville,Kentucky,42431,Hopkins,(270) 819-6185,Assisted Living,130,KY81257,Charles Thomas,"[37.34767790831441, -87.49111739685245]",Kentucky Cabinet for Health and Family Services
266,Madisonville Retirement Community,8302 Park Ave,Madisonville,Kentucky,42431,Hopkins,(502) 500-7335,Continuing Care Retirement Community,136,KY41782,William Harris,"[37.32199068457348, -87.51427653579844]",Kentucky Cabinet for Health and Family Services
267,Madisonville Villa,5895 Main St,Madisonville,Kentucky,42431,Hopkins,(606) 713-5739,Continuing Care Retirement Community,81,KY89149,Susan Lee,"[37.32671557821856, -87.4869728841445]",Kentucky Cabinet for Health and Family Services
268,Madisonville Assisted Living,2825 Second St,Madisonville,Kentucky,42431,Hopkins,(606) 226-2058,Skilled Nursing Facility,45,KY29143,Mark Harris,"[37.33430136468093, -87.49514474085596]",Kentucky Cabinet for Health and Family Services
269,Manor Manor,2226 Oak Ave,Murray,Kentucky,42071,Calloway,(364) 366-2193,Personal Care Home,175,KY31769,Jennifer Walker,"[36.60462312204886, -88.3034150214901]",Kentucky Cabinet for Health and Family Services
270,Murray Health Care,9320 Elm St,Murray,Kentucky,42071,Calloway,(502) 242-7255,Continuing Care Retirement Community,100,KY10549,Susan Garcia,"[36.62022941448793, -88.32285572210642]",Kentucky Cabinet for Health and Family Services
271,Magnolia Manor,5896 Church St,Murray,Kentucky,42071,Calloway,(270) 315-7184,Adult Day Care,125,KY14750,Jennifer Thomas,"[36.59335977639646, -88.334552262803]",Kentucky Cabinet for Health and Family Services
272,Murray Health Care,4754 Madison Rd,Murray,Kentucky,42071,Calloway,(502) 873-7667,Independent Living,178,KY78326,Jessica Walker,"[36.593194818928346, -88.32324886828175]",Kentucky Cabinet for Health and Family Services
273,Maple Nursing Home,3220 Pine Rd,Murray,Kentucky,42071,Calloway,(270) 536-4048,Independent Living,140,KY64724,Matthew Lewis,"[36.62120400990638, -88.31396611619834]",Kentucky Cabinet for Health and Family Services
274,Murray Manor,2574 Cedar Ln,Murray,Kentucky,42071,Calloway,(270) 702-3588,Skilled Nursing Facility,71,KY39946,Linda Thomas,"[36.62011263328817, -88.32283316599452]",Kentucky Cabinet for Health and Family Services
275,Derby Skilled Nursing,6941 Elm St,Murray,Kentucky,42071,Calloway,(270) 716-1229,Personal Care Home,95,KY99969,Barbara Anderson,"[36.611558600479206, -88.30448022350846]",Kentucky Cabinet for Health and Family Services
276,Kentucky Court,4693 Third St,Murray,Kentucky,42071,Calloway,(502) 234-8218,Adult Day Care,138,KY86469,Lisa Gonzalez,"[36.59603701013941, -88.31149968885737]",Kentucky Cabinet for Health and Family Services
277,Murray Nursing Home,1192 Cedar Ln,Murray,Kentucky,42071,Calloway,(859) 624-2814,Personal Care Home,117,KY77844,William Jackson,"[36.606012077145486, -88.3073338564406]",Kentucky Cabinet for Health and Family Services
278,Valley Senior Living,1193 Washington St,Murray,Kentucky,42071,Calloway,(606) 888-4641,Memory Care,166,KY34874,Barbara Davis,"[36.627574059575494, -88.31685609953409]",Kentucky Cabinet for Health and Family Services
279,Bourbon Skilled Nursing,2462 Main St,Murray,Kentucky,42071,Calloway,(364) 641-9646,Continuing Care Retirement Community,42,KY31497,Mary Miller,"[36.62369225764001, -88.31495646636078]",Kentucky Cabinet for Health and Family Services
280,Oak Manor,6161 Madison Rd,Murray,Kentucky,42071,Calloway,(859) 801-9745,Personal Care Home,25,KY91655,Matthew Jones,"[36.604782502289076, -88.31266064547619]",Kentucky Cabinet for Health and Family Services
281,Valley Court,5879 Cedar Ln,Murray,Kentucky,42071,Calloway,(502) 661-8513,Memory Care,70,KY60450,Matthew Sanchez,"[36.615772158932785, -88.31175220269388]",Kentucky Cabinet for Health and Family Services
282,Magnolia Skilled Nursing,6220 First St,Murray,Kentucky,42071,Calloway,(270) 647-5723,Assisted Living,108,KY78569,Nancy Garcia,"[36.61565901973906, -88.3270319545916]",Kentucky Cabinet for Health and Family Services
283,Valley Gardens,9353 Second St,Murray,Kentucky,42071,Calloway,(859) 821-8891,Memory Care,90,KY62627,David Thomas,"[36.62204561214525, -88.3216616461167]",Kentucky Cabinet for Health and Family Services
284,Thoroughbred Court,506 Bourbon St,Danville,Kentucky,40423,Boyle,(606) 516-6143,Adult Day Care,158,KY17095,Patricia Hernandez,"[37.65720656504538, -84.79007023429062]",Kentucky Cabinet for Health and Family Services
285,Danville Villa,2094 Church St,Danville,Kentucky,40423,Boyle,(364) 225-5762,Personal Care Home,30,KY30856,William Robinson,"[37.63511473890923, -84.75716205564567]",Kentucky Cabinet for Health and Family Services
286,Danville Retirement Community,7039 Bluegrass Blvd,Danville,Kentucky,40423,Boyle,(606) 597-1980,Memory Care,96,KY95360,Mark Williams,"[37.64727372042388, -84.7814233726046]",Kentucky Cabinet for Health and Family Services
287,Sunset Nursing Home,3707 First St,Danville,Kentucky,40422,Boyle,(364) 870-6520,Skilled Nursing Facility,103,KY59143,Karen Robinson,"[37.64018430329064, -84.76874018948527]",Kentucky Cabinet for Health and Family Services
288,Danville Skilled Nursing,3242 Cedar Ln,Danville,Kentucky,40423,Boyle,(364) 594-3857,Assisted Living,138,KY18672,Matthew Miller,"[37.630480472185056, -84.78181725057878]",Kentucky Cabinet for Health and Family Services
289,Thoroughbred Assisted Living,5225 Mill St,Danville,Kentucky,40422,Boyle,(270) 754-2798,Assisted Living,48,KY57508,Anthony Sanchez,"[37.63772843794601, -84.76849850474368]",Kentucky Cabinet for Health and Family Services
290,Danville Assisted Living,1807 Mill St,Danville,Kentucky,40422,Boyle,(859) 614-9815,Adult Day Care,46,KY76289,David Ramirez,"[37.659959443423546, -84.771533704688]",Kentucky Cabinet for Health and Family Services
291,Bourbon Memory Care,9162 Park Ave,Danville,Kentucky,40423,Boyle,(502) 600-2404,Personal Care Home,103,KY41676,Matthew Robinson,"[37.63546362070575, -84.78968167145709]",Kentucky Cabinet for Health and Family Services
292,Bourbon Villa,9541 Monroe St,Danville,Kentucky,40423,Boyle,(502) 489-5335,Independent Living,115,KY61643,William White,"[37.63619070663992, -84.77991746337153]",Kentucky Cabinet for Health and Family Services
293,Danville Assisted Living,495 Kentucky Ave,Danville,Kentucky,40423,Boyle,(606) 464-1559,Assisted Living,135,KY34707,Karen Jackson,"[37.653197697047574, -84.75728418799594]",Kentucky Cabinet for Health and Family Services
294,Bourbon Retirement Community,5480 Main St,Danville,Kentucky,40422,Boyle,(502) 738-5805,Memory Care,52,KY47162,Christopher Perez,"[37.638978859794705, -84.75099851647593]",Kentucky Cabinet for Health and Family Services
295,Golden Place,5755 Main St,Danville,Kentucky,40422,Boyle,(859) 345-7133,Continuing Care Retirement Community,84,KY68888,Linda Garcia,"[37.66021794466489, -84.77768629632052]",Kentucky Cabinet for Health and Family Services
296,Bourbon Memory Care,1934 Derby Dr,Radcliff,Kentucky,40160,Hardin,(270) 895-2507,Skilled Nursing Facility,73,KY33580,Charles Perez,"[37.82815582641647, -85.95814920771245]",Kentucky Cabinet for Health and Family Services
297,Heritage Villa,1020 Cedar Ln,Radcliff,Kentucky,40160,Hardin,(859) 474-2597,Personal Care Home,138,KY16279,James Martinez,"[37.85673404577938, -85.93485383568328]",Kentucky Cabinet for Health and Family Services
298,Bluegrass Skilled Nursing,2059 Second St,Radcliff,Kentucky,40160,Hardin,(502) 752-2006,Personal Care Home,36,KY72145,Joseph Sanchez,"[37.85932327442259, -85.96266110321922]",Kentucky Cabinet for Health and Family Services
299,Radcliff Assisted Living,9428 Main St,Radcliff,Kentucky,40160,Hardin,(859) 734-9229,Assisted Living,27,KY37419,Mary Robinson,"[37.85319277486476, -85.94509771830586]",Kentucky Cabinet for Health and Family Services
300,Oak Place,6264 Park Ave,Radcliff,Kentucky,40160,Hardin,(606) 223-6231,Skilled Nursing Facility,38,KY45922,William Brown,"[37.85190685239325, -85.93785820854718]",Kentucky Cabinet for Health and Family Services
301,Radcliff Senior Living,8565 Bluegrass Blvd,Radcliff,Kentucky,40160,Hardin,(502) 241-3022,Personal Care Home,79,KY12203,Lisa Johnson,"[37.82655592943184, -85.94432189793582]",Kentucky Cabinet for Health and Family Services
302,Radcliff Nursing Home,9304 Lincoln Ave,Radcliff,Kentucky,40160,Hardin,(859) 861-9123,Independent Living,72,KY25954,Linda Thompson,"[37.85462852139396, -85.94184223094929]",Kentucky Cabinet for Health and Family Services
303,Pine Assisted Living,8479 Second St,Radcliff,Kentucky,40160,Hardin,(364) 208-8197,Adult Day Care,72,KY28165,Sandra Rodriguez,"[37.85384493906738, -85.96502886245543]",Kentucky Cabinet for Health and Family Services
304,Thoroughbred Skilled Nursing,9402 Second St,Radcliff,Kentucky,40160,Hardin,(502) 459-8346,Skilled Nursing Facility,133,KY73457,Joseph Thompson,"[37.826428811465036, -85.93555676448632]",Kentucky Cabinet for Health and Family Services
305,Radcliff Gardens,2640 First St,Radcliff,Kentucky,40160,Hardin,(859) 445-9209,Adult Day Care,35,KY82492,Daniel Taylor,"[37.83946265748712, -85.93965868664876]",Kentucky Cabinet for Health and Family Services
306,Radcliff Center,1549 Bluegrass Blvd,Radcliff,Kentucky,40160,Hardin,(502) 560-3710,Assisted Living,48,KY42143,Charles Martin,"[37.843243513210766, -85.94243356952668]",Kentucky Cabinet for Health and Family Services
307,Magnolia Nursing Home,4791 Elm St,Radcliff,Kentucky,40160,Hardin,(606) 345-9078,Skilled Nursing Facility,167,KY95142,Patricia Sanchez,"[37.84704226471406, -85.95307878612692]",Kentucky Cabinet for Health and Family Services
308,Radcliff Assisted Living,8501 Bluegrass Blvd,Radcliff,Kentucky,40160,Hardin,(502) 904-6180,Personal Care Home,48,KY77904,William Thompson,"[37.842093463501556, -85.93860628895338]",Kentucky Cabinet for Health and Family Services
309,Radcliff Retirement Community,1954 Madison Rd,Radcliff,Kentucky,40160,Hardin,(502) 357-6533,Adult Day Care,63,KY20292,Matthew Martin,"[37.85868820442067, -85.95069629269346]",Kentucky Cabinet for Health and Family Services
310,Middlesboro Place,9825 Maple Dr,Middlesboro,Kentucky,40965,Bell,(364) 246-6409,Personal Care Home,106,KY23118,Sarah Martin,"[36.5989678365571, -83.71842231039916]",Kentucky Cabinet for Health and Family Services
311,Middlesboro Retirement Community,3907 Park Ave,Middlesboro,Kentucky,40965,Bell,(606) 255-5779,Skilled Nursing Facility,175,KY40054,Nancy Thomas,"[36.603298223409396, -83.72279872195038]",Kentucky Cabinet for Health and Family Services
312,Heritage Memory Care,9894 Park Ave,Middlesboro,Kentucky,40965,Bell,(502) 998-5594,Assisted Living,163,KY75158,William Gonzalez,"[36.61509997464974, -83.70999974299062]",Kentucky Cabinet for Health and Family Services
313,Derby Retirement Community,1623 Church St,Middlesboro,Kentucky,40965,Bell,(859) 654-4831,Continuing Care Retirement Community,98,KY48987,Richard Rodriguez,"[36.59319387570003, -83.73418472220362]",Kentucky Cabinet for Health and Family Services
314,Middlesboro Commons,442 Elm St,Middlesboro,Kentucky,40965,Bell,(270) 247-6268,Independent Living,97,KY87969,Anthony Davis,"[36.61727263766545, -83.71211026250697]",Kentucky Cabinet for Health and Family Services
315,Garden Assisted Living,6764 Maple Dr,Middlesboro,Kentucky,40965,Bell,(606) 507-3320,Continuing Care Retirement Community,145,KY19287,Charles Taylor,"[36.598585511756134, -83.71760544781705]",Kentucky Cabinet for Health and Family Services
316,Middlesboro Memory Care,5467 Lincoln Ave,Middlesboro,Kentucky,40965,Bell,(270) 733-2348,Memory Care,64,KY91110,Daniel Taylor,"[36.60392798239253, -83.71289294749108]",Kentucky Cabinet for Health and Family Services
317,Bluegrass Place,7750 Park Ave,Middlesboro,Kentucky,40965,Bell,(502) 745-5018,Skilled Nursing Facility,160,KY79960,Helen Hernandez,"[36.61058635991654, -83.72615989447968]",Kentucky Cabinet for Health and Family Services
318,Golden Manor,1100 Main St,Middlesboro,Kentucky,40965,Bell,(270) 401-6930,Personal Care Home,97,KY19930,James Jones,"[36.619748197034376, -83.69875782059309]",Kentucky Cabinet for Health and Family Services
319,Garden Gardens,6824 Oak Ave,Middlesboro,Kentucky,40965,Bell,(364) 600-2757,Independent Living,85,KY52157,Richard Thomas,"[36.59053988513338, -83.71165253221425]",Kentucky Cabinet for Health and Family Services
320,Middlesboro Manor,7323 Park Ave,Middlesboro,Kentucky,40965,Bell,(502) 700-6445,Adult Day Care,129,KY14081,Helen Martin,"[36.61000099217794, -83.70626734727506]",Kentucky Cabinet for Health and Family Services
321,Hillside Health Care,9818 Main St,Middlesboro,Kentucky,40965,Bell,(364) 339-2977,Assisted Living,59,KY46446,Patricia Johnson,"[36.60160572323616, -83.69819716885655]",Kentucky Cabinet for Health and Family Services
322,Maple Nursing Home,2383 Church St,Middlesboro,Kentucky,40965,Bell,(859) 556-9596,Personal Care Home,60,KY17334,Helen Rodriguez,"[36.59884102915775, -83.71054073509112]",Kentucky Cabinet for Health and Family Services
323,Middlesboro Memory Care,8187 Mill St,Middlesboro,Kentucky,40965,Bell,(270) 905-4960,Independent Living,74,KY95715,Susan Thomas,"[36.60050530856076, -83.7026709946783]",Kentucky Cabinet for Health and Family Services
324,Middlesboro Place,2371 Park Ave,Middlesboro,Kentucky,40965,Bell,(364) 471-5605,Independent Living,178,KY65123,Joseph Miller,"[36.59608068335387, -83.71883475244611]",Kentucky Cabinet for Health and Family Services
325,Middlesboro Health Care,6628 Madison Rd,Middlesboro,Kentucky,40965,Bell,(270) 388-8899,Continuing Care Retirement Community,121,KY10623,Helen Garcia,"[36.61973084404649, -83.72353677879221]",Kentucky Cabinet for Health and Family Services
326,Kentucky Court,8062 Pine Rd,Middlesboro,Kentucky,40965,Bell,(502) 855-5439,Continuing Care Retirement Community,31,KY30551,Lisa Thomas,"[36.60913878048742, -83.70192608535464]",Kentucky Cabinet for Health and Family Services
327,Pine Senior Living,3343 Elm St,Middlesboro,Kentucky,40965,Bell,(364) 577-5760,Independent Living,39,KY69493,Nancy Wilson,"[36.62522106815298, -83.70236889214947]",Kentucky Cabinet for Health and Family Services
328,Kentucky Memory Care,4491 Elm St,Middlesboro,Kentucky,40965,Bell,(364) 255-9676,Memory Care,128,KY81802,Linda Clark,"[36.589766694172305, -83.72062048414696]",Kentucky Cabinet for Health and Family Services
329,Maple Place,5877 Monroe St,Middlesboro,Kentucky,40965,Bell,(364) 866-1681,Personal Care Home,135,KY87778,William Jones,"[36.60636123881235, -83.7201259223702]",Kentucky Cabinet for Health and Family Services
330,Middlesboro Memory Care,7220 Main St,Middlesboro,Kentucky,40965,Bell,(606) 267-1663,Personal Care Home,27,KY62930,Charles Brown,"[36.60386160591508, -83.70736684626281]",Kentucky Cabinet for Health and Family Services
331,Pine Manor,7700 First St,Middlesboro,Kentucky,40965,Bell,(364) 823-1993,Personal Care Home,131,KY62198,Anthony Miller,"[36.61923740884197, -83.7162321578661]",Kentucky Cabinet for Health and Family Services
332,Mayfield Nursing Home,1368 Horse Park Rd,Mayfield,Kentucky,42066,Graves,(606) 602-2634,Independent Living,58,KY37890,Charles Ramirez,"[36.73926640564558, -88.63579573160703]",Kentucky Cabinet for Health and Family Services
333,Mayfield Manor,7853 Washington St,Mayfield,Kentucky,42066,Graves,(606) 331-5271,Assisted Living,29,KY56373,Sarah Jackson,"[36.74976424012674, -88.62100162703015]",Kentucky Cabinet for Health and Family Services
334,Mayfield Nursing Home,731 Second St,Mayfield,Kentucky,42066,Graves,(606) 973-1570,Memory Care,161,KY72103,Charles Jones,"[36.75541333147392, -88.6457710353332]",Kentucky Cabinet for Health and Family Services
335,Mayfield Retirement Community,7372 Horse Park Rd,Mayfield,Kentucky,42066,Graves,(364) 853-6680,Continuing Care Retirement Community,125,KY22245,Barbara Martinez,"[36.729462928732865, -88.61773062867195]",Kentucky Cabinet for Health and Family Services
336,Sunset Villa,3800 Washington St,Mayfield,Kentucky,42066,Graves,(859) 484-3024,Personal Care Home,145,KY17259,Sarah Rodriguez,"[36.73067203671691, -88.63109486054122]",Kentucky Cabinet for Health and Family Services
337,Maple Health Care,6496 Madison Rd,Mayfield,Kentucky,42066,Graves,(859) 607-7881,Independent Living,113,KY88065,Mary Wilson,"[36.74634844868337, -88.65232932457037]",Kentucky Cabinet for Health and Family Services
338,Garden Health Care,7167 Cedar Ln,Mayfield,Kentucky,42066,Graves,(859) 250-9873,Memory Care,84,KY70373,Jennifer Miller,"[36.72267832516007, -88.63581213871488]",Kentucky Cabinet for Health and Family Services
339,Mayfield Center,2061 Pine Rd,Mayfield,Kentucky,42066,Graves,(364) 517-8148,Adult Day Care,40,KY20299,Thomas Ramirez,"[36.73811137463705, -88.62270910997783]",Kentucky Cabinet for Health and Family Services
340,Mayfield Center,3960 Bourbon St,Mayfield,Kentucky,42066,Graves,(270) 320-4854,Memory Care,120,KY38561,Robert Harris,"[36.729789327224246, -88.63933550983417]",Kentucky Cabinet for Health and Family Services
341,Thoroughbred Senior Living,279 Elm St,Mayfield,Kentucky,42066,Graves,(606) 771-2771,Adult Day Care,95,KY70867,Sandra Perez,"[36.76046742928154, -88.64622183215121]",Kentucky Cabinet for Health and Family Services
342,Manor Skilled Nursing,3599 Lincoln Ave,Mayfield,Kentucky,42066,Graves,(502) 939-2104,Adult Day Care,141,KY35761,Thomas Taylor,"[36.72582878369976, -88.62372952510975]",Kentucky Cabinet for Health and Family Services
343,Mayfield Assisted Living,2187 First St,Mayfield,Kentucky,42066,Graves,(606) 421-6439,Skilled Nursing Facility,100,KY55349,Donald Taylor,"[36.75966707635921, -88.6375806219507]",Kentucky Cabinet for Health and Family Services
344,Mayfield Place,130 Main St,Mayfield,Kentucky,42066,Graves,(606) 425-2787,Memory Care,103,KY56352,Nancy Harris,"[36.723334350401494, -88.62532268490835]",Kentucky Cabinet for Health and Family Services
345,Bourbon Place,2123 Oak Ave,Mayfield,Kentucky,42066,Graves,(606) 956-3538,Adult Day Care,161,KY75968,Susan Taylor,"[36.7317161662775, -88.63450704548454]",Kentucky Cabinet for Health and Family Services
346,Pine Health Care,5481 Lincoln Ave,Mayfield,Kentucky,42066,Graves,(502) 776-9614,Adult Day Care,80,KY35335,James Harris,"[36.7320309273725, -88.63461366255578]",Kentucky Cabinet for Health and Family Services
347,Mayfield Memory Care,5238 Bluegrass Blvd,Mayfield,Kentucky,42066,Graves,(270) 947-7706,Personal Care Home,124,KY74820,Donald Miller,"[36.724699137195245, -88.64416387677683]",Kentucky Cabinet for Health and Family Services
348,Maple Villa,7038 Park Ave,Mayfield,Kentucky,42066,Graves,(364) 432-7377,Skilled Nursing Facility,46,KY26486,Christopher Martin,"[36.73550912329009, -88.62716694010136]",Kentucky Cabinet for Health and Family Services
349,Kentucky Senior Living,2617 Third St,Mayfield,Kentucky,42066,Graves,(502) 595-8699,Personal Care Home,70,KY71027,Karen Davis,"[36.74649994642168, -88.64188510963261]",Kentucky Cabinet for Health and Family Services
350,Oak Skilled Nursing,2212 Main St,Mayfield,Kentucky,42066,Graves,(859) 476-4808,Skilled Nursing Facility,172,KY72476,Jennifer Moore,"[36.75067662517975, -88.64490299285428]",Kentucky Cabinet for Health and Family Services
351,Meadow Center,5595 Lincoln Ave,Mayfield,Kentucky,42066,Graves,(270) 434-1367,Continuing Care Retirement Community,45,KY20786,Jennifer Brown,"[36.72270244427661, -88.64903121454084]",Kentucky Cabinet for Health and Family Services
352,Bardstown Retirement Community,6579 Park Ave,Bardstown,Kentucky,40004,Nelson,(270) 212-2570,Assisted Living,137,KY20536,Daniel Miller,"[37.801762841939805, -85.44763205816966]",Kentucky Cabinet for Health and Family Services
353,Bardstown Place,8401 Third St,Bardstown,Kentucky,40004,Nelson,(859) 704-7756,Assisted Living,79,KY12752,Lisa Clark,"[37.79148221465184, -85.45705532060592]",Kentucky Cabinet for Health and Family Services
354,Oak Skilled Nursing,7786 Third St,Bardstown,Kentucky,40004,Nelson,(502) 793-8783,Assisted Living,144,KY64950,James Thomas,"[37.82348934791391, -85.4647367550366]",Kentucky Cabinet for Health and Family Services
355,Maple Skilled Nursing,383 Madison Rd,Bardstown,Kentucky,40004,Nelson,(606) 764-6647,Assisted Living,91,KY83342,Sarah Walker,"[37.812871424024394, -85.45229855591269]",Kentucky Cabinet for Health and Family Services
356,Oak Skilled Nursing,1484 Park Ave,Bardstown,Kentucky,40004,Nelson,(364) 703-7654,Personal Care Home,123,KY58867,Matthew Taylor,"[37.802961332677675, -85.47510749941662]",Kentucky Cabinet for Health and Family Services
357,Manor Court,5355 Bluegrass Blvd,Bardstown,Kentucky,40004,Nelson,(859) 612-7761,Personal Care Home,87,KY45787,Lisa Jones,"[37.81360518696892, -85.44987239111275]",Kentucky Cabinet for Health and Family Services
358,Court Retirement Community,6961 Horse Park Rd,Bardstown,Kentucky,40004,Nelson,(270) 412-7177,Skilled Nursing Facility,147,KY64307,Donald Jones,"[37.817890293210446, -85.47395359460539]",Kentucky Cabinet for Health and Family Services
359,Court Senior Living,9285 Jefferson Dr,Bardstown,Kentucky,40004,Nelson,(606) 694-1862,Continuing Care Retirement Community,149,KY70640,Robert Brown,"[37.82700732965127, -85.46863686629976]",Kentucky Cabinet for Health and Family Services
360,Maple Skilled Nursing,6298 Derby Dr,Bardstown,Kentucky,40004,Nelson,(606) 589-7225,Continuing Care Retirement Community,52,KY62059,Charles Martin,"[37.798392300053415, -85.47767236854125]",Kentucky Cabinet for Health and Family Services
361,Bardstown Skilled Nursing,2898 Kentucky Ave,Bardstown,Kentucky,40004,Nelson,(859) 396-7317,Continuing Care Retirement Community,129,KY78975,Richard Martin,"[37.793585399720286, -85.46336010043763]",Kentucky Cabinet for Health and Family Services
362,Bluegrass Manor,9133 Bourbon St,Bardstown,Kentucky,40004,Nelson,(270) 269-3548,Personal Care Home,133,KY26880,Thomas Lee,"[37.82275451024926, -85.48283292203439]",Kentucky Cabinet for Health and Family Services
363,Bluegrass Center,9921 Monroe St,Somerset,Kentucky,42503,Pulaski,(859) 621-5688,Skilled Nursing Facility,107,KY84987,William Thompson,"[37.10430197212039, -84.59349215112074]",Kentucky Cabinet for Health and Family Services
364,Riverside Manor,224 Park Ave,Somerset,Kentucky,42501,Pulaski,(606) 538-1368,Assisted Living,136,KY88027,Robert Rodriguez,"[37.083163102206285, -84.61460844620258]",Kentucky Cabinet for Health and Family Services
365,Meadow Manor,9588 Cedar Ln,Somerset,Kentucky,42501,Pulaski,(859) 941-7519,Personal Care Home,78,KY21622,William Davis,"[37.10303107089266, -84.62070715479527]",Kentucky Cabinet for Health and Family Services
366,Pine Health Care,5035 Cedar Ln,Somerset,Kentucky,42503,Pulaski,(270) 907-9422,Skilled Nursing Facility,135,KY79778,Sarah Hernandez,"[37.08669810366348, -84.61710375158454]",Kentucky Cabinet for Health and Family Services
367,Somerset Villa,5932 Main St,Somerset,Kentucky,42501,Pulaski,(859) 918-3698,Memory Care,76,KY61576,Donna Lopez,"[37.08658862846106, -84.61698043364787]",Kentucky Cabinet for Health and Family Services
368,Magnolia Nursing Home,3929 Park Ave,Somerset,Kentucky,42503,Pulaski,(364) 939-9896,Assisted Living,150,KY45505,Helen Sanchez,"[37.10881105985061, -84.59174840589432]",Kentucky Cabinet for Health and Family Services
369,Somerset Place,8767 Maple Dr,Somerset,Kentucky,42501,Pulaski,(606) 543-9037,Adult Day Care,161,KY27357,Nancy Ramirez,"[37.10272920419271, -84.61348044984791]",Kentucky Cabinet for Health and Family Services
370,Bourbon Memory Care,6219 Cedar Ln,Somerset,Kentucky,42501,Pulaski,(859) 240-1463,Assisted Living,124,KY45932,Betty Moore,"[37.079598757028926, -84.62310371311895]",Kentucky Cabinet for Health and Family Services
371,Thoroughbred Manor,8439 Oak Ave,Somerset,Kentucky,42501,Pulaski,(859) 721-8950,Personal Care Home,51,KY24266,Sandra Johnson,"[37.105733190373506, -84.59554770400574]",Kentucky Cabinet for Health and Family Services
372,Sunset Retirement Community,7109 Derby Dr,Somerset,Kentucky,42501,Pulaski,(859) 542-5127,Independent Living,55,KY83364,Anthony Rodriguez,"[37.0802338812182, -84.59926250030233]",Kentucky Cabinet for Health and Family Services
