id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Great Lakes Manor,1000 Main Street,Harrisville,Alcona,MI,48001,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30001,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.alcona-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
278,Maple Gardens,1300 Lake Street,Baldwin,Lake,MI,48278,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30278,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.lake-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
279,Heartland Manor,1400 Oak Street,Baldwin,Lake,MI,48279,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30279,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.lake-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
280,Autumn Ridge,1500 Maple Avenue,Baldwin,Lake,MI,48280,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30280,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.lake-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
281,Great Lakes Manor,1000 Main Street,Lapeer,Lapeer,MI,48281,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30281,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.lapeer-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
282,Lakeside Living,1100 State Street,Lapeer,Lapeer,MI,48282,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30282,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.lapeer-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
283,Pine Ridge,1200 Michigan Avenue,Lapeer,Lapeer,MI,48283,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30283,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.lapeer-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
284,Maple Gardens,1300 Lake Street,Lapeer,Lapeer,MI,48284,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30284,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.lapeer-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
285,Heartland Manor,1400 Oak Street,Lapeer,Lapeer,MI,48285,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30285,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.lapeer-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
286,Autumn Ridge,1500 Maple Avenue,Lapeer,Lapeer,MI,48286,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30286,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.lapeer-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
287,Great Lakes Manor,1000 Main Street,Leland,Leelanau,MI,48287,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30287,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.leelanau-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
288,Lakeside Living,1100 State Street,Leland,Leelanau,MI,48288,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30288,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.leelanau-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
289,Pine Ridge,1200 Michigan Avenue,Leland,Leelanau,MI,48289,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30289,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.leelanau-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
290,Maple Gardens,1300 Lake Street,Leland,Leelanau,MI,48290,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30290,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.leelanau-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
291,Heartland Manor,1400 Oak Street,Leland,Leelanau,MI,48291,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30291,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.leelanau-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
292,Autumn Ridge,1500 Maple Avenue,Leland,Leelanau,MI,48292,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30292,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.leelanau-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
293,Great Lakes Manor,1000 Main Street,Adrian,Lenawee,MI,48293,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30293,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.lenawee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
294,Lakeside Living,1100 State Street,Adrian,Lenawee,MI,48294,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30294,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.lenawee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
295,Pine Ridge,1200 Michigan Avenue,Adrian,Lenawee,MI,48295,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30295,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.lenawee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
296,Maple Gardens,1300 Lake Street,Adrian,Lenawee,MI,48296,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30296,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.lenawee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
297,Heartland Manor,1400 Oak Street,Adrian,Lenawee,MI,48297,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30297,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.lenawee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
298,Autumn Ridge,1500 Maple Avenue,Adrian,Lenawee,MI,48298,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30298,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.lenawee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
299,Great Lakes Manor,1000 Main Street,Howell,Livingston,MI,48299,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30299,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.livingston-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.487300000000005,-83.96940000000001
300,Lakeside Living,1100 State Street,Howell,Livingston,MI,48300,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30300,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.livingston-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.4973,-83.9594
301,Pine Ridge,1200 Michigan Avenue,Howell,Livingston,MI,48301,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30301,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.livingston-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5073,-83.9494
302,Maple Gardens,1300 Lake Street,Howell,Livingston,MI,48302,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30302,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.livingston-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5173,-83.9394
303,Heartland Manor,1400 Oak Street,Howell,Livingston,MI,48303,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30303,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.livingston-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.527300000000004,-83.9294
304,Autumn Ridge,1500 Maple Avenue,Howell,Livingston,MI,48304,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30304,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.livingston-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5373,-83.9194
305,Great Lakes Manor,1000 Main Street,Newberry,Luce,MI,48305,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30305,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.luce-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
306,Lakeside Living,1100 State Street,Newberry,Luce,MI,48306,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30306,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.luce-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
307,Pine Ridge,1200 Michigan Avenue,Newberry,Luce,MI,48307,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30307,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.luce-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
308,Maple Gardens,1300 Lake Street,Newberry,Luce,MI,48308,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30308,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.luce-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
309,Heartland Manor,1400 Oak Street,Newberry,Luce,MI,48309,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30309,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.luce-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
310,Autumn Ridge,1500 Maple Avenue,Newberry,Luce,MI,48310,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30310,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.luce-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
311,Great Lakes Manor,1000 Main Street,St. Ignace,Mackinac,MI,48311,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30311,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.mackinac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
312,Lakeside Living,1100 State Street,St. Ignace,Mackinac,MI,48312,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30312,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.mackinac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
313,Pine Ridge,1200 Michigan Avenue,St. Ignace,Mackinac,MI,48313,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30313,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.mackinac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
314,Maple Gardens,1300 Lake Street,St. Ignace,Mackinac,MI,48314,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30314,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.mackinac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
315,Heartland Manor,1400 Oak Street,St. Ignace,Mackinac,MI,48315,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30315,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.mackinac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
316,Autumn Ridge,1500 Maple Avenue,St. Ignace,Mackinac,MI,48316,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30316,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.mackinac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
317,Great Lakes Manor,1000 Main Street,Mount Clemens,Macomb,MI,48317,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30317,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.630300000000005,-82.9667
318,Lakeside Living,1100 State Street,Mount Clemens,Macomb,MI,48318,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30318,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6403,-82.9567
319,Pine Ridge,1200 Michigan Avenue,Mount Clemens,Macomb,MI,48319,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30319,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6503,-82.94669999999999
320,Maple Gardens,1300 Lake Street,Mount Clemens,Macomb,MI,48320,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30320,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6603,-82.9367
321,Heartland Manor,1400 Oak Street,Mount Clemens,Macomb,MI,48321,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30321,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.670300000000005,-82.9267
322,Autumn Ridge,1500 Maple Avenue,Mount Clemens,Macomb,MI,48322,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30322,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6803,-82.91669999999999
323,Sunrise Manor,1600 Pine Street,Mount Clemens,Macomb,MI,48323,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30323,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6903,-82.9067
324,Riverside Commons,1700 Cedar Avenue,Mount Clemens,Macomb,MI,48324,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30324,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.700300000000006,-82.8967
325,Heritage House,1800 First Street,Mount Clemens,Macomb,MI,48325,(321) 408-1008,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,33,MI-ALF-30325,Michigan Department of Health and Human Services,2024-11-09,78,False,True,True,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.710300000000004,-82.9667
326,Sunset Village,1900 Second Street,Mount Clemens,Macomb,MI,48326,(322) 409-1009,Senior Living,Continuing Care; Respite Care; Adult Day Services,34,MI-ALF-30326,Michigan Department of Health and Human Services,2024-03-10,79,True,False,False,https://www.macomb-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.7203,-82.9567
327,Great Lakes Manor,1000 Main Street,Manistee,Manistee,MI,48327,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30327,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.manistee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
328,Lakeside Living,1100 State Street,Manistee,Manistee,MI,48328,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30328,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.manistee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
329,Pine Ridge,1200 Michigan Avenue,Manistee,Manistee,MI,48329,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30329,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.manistee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
330,Maple Gardens,1300 Lake Street,Manistee,Manistee,MI,48330,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30330,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.manistee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
331,Heartland Manor,1400 Oak Street,Manistee,Manistee,MI,48331,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30331,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.manistee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
332,Autumn Ridge,1500 Maple Avenue,Manistee,Manistee,MI,48332,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30332,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.manistee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
333,Great Lakes Manor,1000 Main Street,Marquette,Marquette,MI,48333,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30333,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.marquette-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
334,Lakeside Living,1100 State Street,Marquette,Marquette,MI,48334,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30334,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.marquette-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
335,Pine Ridge,1200 Michigan Avenue,Marquette,Marquette,MI,48335,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30335,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.marquette-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
336,Maple Gardens,1300 Lake Street,Marquette,Marquette,MI,48336,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30336,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.marquette-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
337,Heartland Manor,1400 Oak Street,Marquette,Marquette,MI,48337,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30337,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.marquette-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
338,Autumn Ridge,1500 Maple Avenue,Marquette,Marquette,MI,48338,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30338,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.marquette-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
339,Great Lakes Manor,1000 Main Street,Ludington,Mason,MI,48339,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30339,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.mason-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
340,Lakeside Living,1100 State Street,Ludington,Mason,MI,48340,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30340,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.mason-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
341,Pine Ridge,1200 Michigan Avenue,Ludington,Mason,MI,48341,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30341,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.mason-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
342,Maple Gardens,1300 Lake Street,Ludington,Mason,MI,48342,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30342,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.mason-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
343,Heartland Manor,1400 Oak Street,Ludington,Mason,MI,48343,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30343,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.mason-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
344,Autumn Ridge,1500 Maple Avenue,Ludington,Mason,MI,48344,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30344,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.mason-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
345,Great Lakes Manor,1000 Main Street,Big Rapids,Mecosta,MI,48345,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30345,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.mecosta-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
346,Lakeside Living,1100 State Street,Big Rapids,Mecosta,MI,48346,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30346,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.mecosta-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
347,Pine Ridge,1200 Michigan Avenue,Big Rapids,Mecosta,MI,48347,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30347,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.mecosta-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
348,Maple Gardens,1300 Lake Street,Big Rapids,Mecosta,MI,48348,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30348,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.mecosta-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
349,Heartland Manor,1400 Oak Street,Big Rapids,Mecosta,MI,48349,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30349,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.mecosta-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
350,Autumn Ridge,1500 Maple Avenue,Big Rapids,Mecosta,MI,48350,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30350,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.mecosta-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
351,Great Lakes Manor,1000 Main Street,Menominee,Menominee,MI,48351,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30351,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.menominee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
352,Lakeside Living,1100 State Street,Menominee,Menominee,MI,48352,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30352,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.menominee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
353,Pine Ridge,1200 Michigan Avenue,Menominee,Menominee,MI,48353,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30353,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.menominee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
354,Maple Gardens,1300 Lake Street,Menominee,Menominee,MI,48354,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30354,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.menominee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
355,Heartland Manor,1400 Oak Street,Menominee,Menominee,MI,48355,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30355,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.menominee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
356,Autumn Ridge,1500 Maple Avenue,Menominee,Menominee,MI,48356,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30356,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.menominee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
357,Great Lakes Manor,1000 Main Street,Midland,Midland,MI,48357,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30357,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.midland-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
358,Lakeside Living,1100 State Street,Midland,Midland,MI,48358,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30358,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.midland-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
