id,name,address,city,state,zip_code,county,phone,facility_type,licensed_beds,license_number,administrator,coordinates,data_source
250,Oak Villa,3300 Oak Ave,Danville,Kentucky,40422,Boyle,(502) 912-4637,Personal Care Home,59,KY40360,John Johnson,"[37.64410731838975, -84.77335799634191]",Kentucky Cabinet for Health and Family Services
251,Danville Commons,5075 Jefferson Dr,Danville,Kentucky,40422,Boyle,(364) 531-3771,Memory Care,54,KY76587,William Martinez,"[37.65512781858098, -84.7722481415594]",Kentucky Cabinet for Health and Family Services
252,Kentucky Assisted Living,9840 Cedar Ln,Danville,Kentucky,40423,Boyle,(270) 371-9286,Memory Care,54,KY92643,Robert Thompson,"[37.62875135839454, -84.78653405558538]",Kentucky Cabinet for Health and Family Services
253,Thoroughbred Place,8988 Derby Dr,Danville,Kentucky,40423,Boyle,(364) 627-8662,Adult Day Care,179,KY29455,Sandra Perez,"[37.65175194111502, -84.7528944775129]",Kentucky Cabinet for Health and Family Services
254,Danville Center,7360 Maple Dr,Danville,Kentucky,40422,Boyle,(859) 925-5796,Memory Care,156,KY88841,Helen Martinez,"[37.65283063766055, -84.77918545629902]",Kentucky Cabinet for Health and Family Services
255,Garden Retirement Community,488 Elm St,Radcliff,Kentucky,40160,Hardin,(606) 607-1369,Continuing Care Retirement Community,113,KY84656,Matthew Jackson,"[37.82757986733051, -85.96936306598579]",Kentucky Cabinet for Health and Family Services
256,Heritage Commons,3989 Mill St,Radcliff,Kentucky,40160,Hardin,(502) 934-5161,Assisted Living,52,KY83419,John Ramirez,"[37.82134593359786, -85.94421615277975]",Kentucky Cabinet for Health and Family Services
257,Court Gardens,3881 Monroe St,Radcliff,Kentucky,40160,Hardin,(859) 225-7280,Memory Care,48,KY43132,Matthew Robinson,"[37.84855402236577, -85.9379062697364]",Kentucky Cabinet for Health and Family Services
258,Radcliff Nursing Home,4754 Maple Dr,Radcliff,Kentucky,40160,Hardin,(502) 731-3461,Adult Day Care,151,KY42254,John Gonzalez,"[37.83053160274314, -85.94099754893308]",Kentucky Cabinet for Health and Family Services
259,Radcliff Retirement Community,426 Church St,Radcliff,Kentucky,40160,Hardin,(606) 441-6217,Adult Day Care,127,KY16336,Helen Hernandez,"[37.84665453845253, -85.96735514081826]",Kentucky Cabinet for Health and Family Services
260,Riverside Villa,2968 Oak Ave,Radcliff,Kentucky,40160,Hardin,(606) 225-8237,Adult Day Care,74,KY96774,Donald Perez,"[37.83095223733419, -85.93839641563528]",Kentucky Cabinet for Health and Family Services
261,Magnolia Assisted Living,8074 Derby Dr,Radcliff,Kentucky,40160,Hardin,(859) 716-5259,Memory Care,90,KY84417,Anthony Harris,"[37.82077842962151, -85.95134382673925]",Kentucky Cabinet for Health and Family Services
262,Bluegrass Retirement Community,6662 Kentucky Ave,Radcliff,Kentucky,40160,Hardin,(270) 468-8474,Continuing Care Retirement Community,159,KY64162,Donna Thomas,"[37.848029663877696, -85.95886757158354]",Kentucky Cabinet for Health and Family Services
263,Magnolia Skilled Nursing,2400 Oak Ave,Radcliff,Kentucky,40160,Hardin,(502) 582-3324,Continuing Care Retirement Community,51,KY48108,Donna Martin,"[37.8417260560645, -85.96043505609349]",Kentucky Cabinet for Health and Family Services
264,Golden Gardens,4338 Elm St,Radcliff,Kentucky,40160,Hardin,(606) 958-8881,Skilled Nursing Facility,84,KY52762,Betty Miller,"[37.834604909821046, -85.9576457569047]",Kentucky Cabinet for Health and Family Services
265,Radcliff Place,5140 Monroe St,Radcliff,Kentucky,40160,Hardin,(364) 380-7458,Independent Living,121,KY44177,Elizabeth Davis,"[37.839955450532784, -85.9692416130721]",Kentucky Cabinet for Health and Family Services
266,Bourbon Place,8301 Third St,Radcliff,Kentucky,40160,Hardin,(859) 457-4309,Independent Living,124,KY59747,Patricia Garcia,"[37.846503782687556, -85.9580683970861]",Kentucky Cabinet for Health and Family Services
267,Golden Gardens,2133 Elm St,Radcliff,Kentucky,40160,Hardin,(606) 879-6517,Memory Care,180,KY53760,Nancy Perez,"[37.839739170015534, -85.95499505001065]",Kentucky Cabinet for Health and Family Services
268,Radcliff Retirement Community,4814 Derby Dr,Radcliff,Kentucky,40160,Hardin,(859) 492-1475,Personal Care Home,103,KY64622,Betty Johnson,"[37.821052991027, -85.93116361457221]",Kentucky Cabinet for Health and Family Services
269,Manor Memory Care,8620 Derby Dr,Radcliff,Kentucky,40160,Hardin,(364) 893-2272,Skilled Nursing Facility,120,KY78737,Matthew Rodriguez,"[37.856440442244896, -85.9658207298537]",Kentucky Cabinet for Health and Family Services
270,Maple Retirement Community,8476 Derby Dr,Radcliff,Kentucky,40160,Hardin,(364) 345-3478,Adult Day Care,38,KY80695,Elizabeth Thomas,"[37.838759241164695, -85.93249313696148]",Kentucky Cabinet for Health and Family Services
271,Radcliff Commons,2710 Park Ave,Radcliff,Kentucky,40160,Hardin,(502) 587-7144,Adult Day Care,55,KY91203,Jennifer Moore,"[37.84944940567197, -85.94581086298648]",Kentucky Cabinet for Health and Family Services
272,Hillside Assisted Living,5996 Church St,Radcliff,Kentucky,40160,Hardin,(859) 295-8567,Continuing Care Retirement Community,163,KY57719,Donald Lopez,"[37.83510819846421, -85.93226844350384]",Kentucky Cabinet for Health and Family Services
273,Valley Assisted Living,2953 Oak Ave,Middlesboro,Kentucky,40965,Bell,(502) 467-8153,Assisted Living,102,KY55376,Lisa Sanchez,"[36.617288764072676, -83.71662992858971]",Kentucky Cabinet for Health and Family Services
274,Middlesboro Villa,4011 Bluegrass Blvd,Middlesboro,Kentucky,40965,Bell,(502) 628-8976,Continuing Care Retirement Community,67,KY76670,Susan White,"[36.621427886638706, -83.69773559654472]",Kentucky Cabinet for Health and Family Services
275,Middlesboro Center,3741 Park Ave,Middlesboro,Kentucky,40965,Bell,(859) 805-7069,Personal Care Home,114,KY84929,Joseph Martinez,"[36.624336333145756, -83.73017234334692]",Kentucky Cabinet for Health and Family Services
276,Manor Health Care,3741 Church St,Middlesboro,Kentucky,40965,Bell,(502) 948-2420,Continuing Care Retirement Community,89,KY28032,Richard Anderson,"[36.59226818687144, -83.71898322212233]",Kentucky Cabinet for Health and Family Services
277,Kentucky Nursing Home,1793 Mill St,Middlesboro,Kentucky,40965,Bell,(502) 764-7584,Skilled Nursing Facility,112,KY26147,Anthony Lee,"[36.59565886760342, -83.72922736500888]",Kentucky Cabinet for Health and Family Services
278,Valley Place,1402 Bourbon St,Middlesboro,Kentucky,40965,Bell,(502) 613-3552,Adult Day Care,98,KY31913,Michael Johnson,"[36.59938777383498, -83.71411891825761]",Kentucky Cabinet for Health and Family Services
279,Bluegrass Manor,6391 Main St,Middlesboro,Kentucky,40965,Bell,(364) 870-3190,Memory Care,46,KY44927,Mary Thompson,"[36.61666926370751, -83.73426910725406]",Kentucky Cabinet for Health and Family Services
280,Middlesboro Senior Living,3414 Church St,Middlesboro,Kentucky,40965,Bell,(606) 383-3020,Memory Care,103,KY50325,Charles Jackson,"[36.62532055891971, -83.70685337413168]",Kentucky Cabinet for Health and Family Services
281,Place Memory Care,264 Horse Park Rd,Middlesboro,Kentucky,40965,Bell,(606) 498-1886,Assisted Living,114,KY93323,Sandra Anderson,"[36.623989280615554, -83.72737669111872]",Kentucky Cabinet for Health and Family Services
282,Oak Nursing Home,5839 Bourbon St,Middlesboro,Kentucky,40965,Bell,(270) 971-2580,Skilled Nursing Facility,156,KY21884,Donald Taylor,"[36.604416278093154, -83.73069356136818]",Kentucky Cabinet for Health and Family Services
283,Middlesboro Manor,5489 Elm St,Middlesboro,Kentucky,40965,Bell,(606) 299-9148,Memory Care,147,KY18997,William Clark,"[36.59743398802864, -83.70052526742039]",Kentucky Cabinet for Health and Family Services
284,Valley Assisted Living,6504 Mill St,Middlesboro,Kentucky,40965,Bell,(859) 491-8355,Assisted Living,42,KY26317,Nancy Thompson,"[36.59933650312923, -83.70966827976885]",Kentucky Cabinet for Health and Family Services
285,Place Retirement Community,9523 Lincoln Ave,Middlesboro,Kentucky,40965,Bell,(270) 329-5614,Adult Day Care,96,KY14816,Jennifer Anderson,"[36.60176196934203, -83.70114190355939]",Kentucky Cabinet for Health and Family Services
286,Meadow Memory Care,6038 Derby Dr,Middlesboro,Kentucky,40965,Bell,(502) 497-5206,Personal Care Home,83,KY36169,Mary Lewis,"[36.59290434797539, -83.73073543596371]",Kentucky Cabinet for Health and Family Services
287,Middlesboro Place,4160 Main St,Middlesboro,Kentucky,40965,Bell,(502) 688-6358,Assisted Living,136,KY43777,Robert Garcia,"[36.62002599019664, -83.73494175772205]",Kentucky Cabinet for Health and Family Services
288,Maple Memory Care,5315 Pine Rd,Middlesboro,Kentucky,40965,Bell,(270) 226-5243,Assisted Living,48,KY98681,Joseph Ramirez,"[36.6021276312668, -83.7279050301476]",Kentucky Cabinet for Health and Family Services
289,Middlesboro Place,5196 Mill St,Middlesboro,Kentucky,40965,Bell,(606) 753-5977,Memory Care,120,KY44812,Robert Gonzalez,"[36.61418790251785, -83.71236337363648]",Kentucky Cabinet for Health and Family Services
290,Place Senior Living,1682 Cedar Ln,Mayfield,Kentucky,42066,Graves,(502) 540-9719,Adult Day Care,162,KY76331,James Gonzalez,"[36.756285476861386, -88.63037864272482]",Kentucky Cabinet for Health and Family Services
291,Golden Manor,6213 Bluegrass Blvd,Mayfield,Kentucky,42066,Graves,(606) 359-3735,Adult Day Care,57,KY36423,Barbara Martinez,"[36.754591244693884, -88.63503671284032]",Kentucky Cabinet for Health and Family Services
292,Manor Place,9812 Park Ave,Mayfield,Kentucky,42066,Graves,(606) 340-1002,Skilled Nursing Facility,50,KY67954,David Ramirez,"[36.75720433246238, -88.63814305421081]",Kentucky Cabinet for Health and Family Services
293,Garden Place,7825 Second St,Mayfield,Kentucky,42066,Graves,(859) 427-5179,Memory Care,47,KY68148,Susan Anderson,"[36.73300240599729, -88.6373114015582]",Kentucky Cabinet for Health and Family Services
294,Valley Center,2891 Maple Dr,Mayfield,Kentucky,42066,Graves,(502) 578-2104,Personal Care Home,157,KY11978,Robert Johnson,"[36.74406273495557, -88.63245699084797]",Kentucky Cabinet for Health and Family Services
295,Garden Memory Care,3278 Jefferson Dr,Mayfield,Kentucky,42066,Graves,(606) 633-9832,Skilled Nursing Facility,82,KY85297,Matthew Robinson,"[36.752366975806304, -88.62624249035396]",Kentucky Cabinet for Health and Family Services
296,Thoroughbred Commons,1198 Oak Ave,Mayfield,Kentucky,42066,Graves,(270) 396-9205,Independent Living,47,KY54438,Robert Lee,"[36.75314419542962, -88.65032435214668]",Kentucky Cabinet for Health and Family Services
297,Hillside Court,1623 First St,Mayfield,Kentucky,42066,Graves,(364) 561-1259,Memory Care,54,KY96631,Lisa Martin,"[36.733494824509506, -88.63775887002883]",Kentucky Cabinet for Health and Family Services
298,Golden Commons,4052 Third St,Mayfield,Kentucky,42066,Graves,(606) 313-1586,Skilled Nursing Facility,170,KY98978,Michael Lee,"[36.726441021959964, -88.6251934306911]",Kentucky Cabinet for Health and Family Services
299,Mayfield Center,4291 Mill St,Mayfield,Kentucky,42066,Graves,(270) 264-4449,Memory Care,180,KY60752,Joseph Robinson,"[36.75505022397239, -88.65282065554182]",Kentucky Cabinet for Health and Family Services
300,Mayfield Health Care,2164 Washington St,Mayfield,Kentucky,42066,Graves,(364) 429-4286,Personal Care Home,89,KY46705,Sarah Lee,"[36.735195357421574, -88.65271192617026]",Kentucky Cabinet for Health and Family Services
301,Oak Manor,1253 Church St,Mayfield,Kentucky,42066,Graves,(606) 214-1833,Skilled Nursing Facility,101,KY80798,Jennifer Lee,"[36.75221070670056, -88.63202697966456]",Kentucky Cabinet for Health and Family Services
302,Place Center,2360 Oak Ave,Mayfield,Kentucky,42066,Graves,(606) 604-3100,Independent Living,153,KY12843,Anthony Clark,"[36.74043694794215, -88.64792387984332]",Kentucky Cabinet for Health and Family Services
303,Mayfield Commons,2063 Madison Rd,Mayfield,Kentucky,42066,Graves,(859) 350-4939,Personal Care Home,156,KY90647,Helen Clark,"[36.74373530674448, -88.6383473887439]",Kentucky Cabinet for Health and Family Services
304,Derby Gardens,9181 Main St,Mayfield,Kentucky,42066,Graves,(859) 439-8460,Memory Care,62,KY33478,Donald Miller,"[36.76169005886112, -88.62648940746926]",Kentucky Cabinet for Health and Family Services
305,Derby Court,8045 Horse Park Rd,Mayfield,Kentucky,42066,Graves,(270) 464-2913,Personal Care Home,41,KY64143,Anthony White,"[36.73830498040742, -88.62728533961948]",Kentucky Cabinet for Health and Family Services
306,Hillside Gardens,1356 Washington St,Mayfield,Kentucky,42066,Graves,(364) 432-4860,Memory Care,131,KY46348,Patricia Wilson,"[36.74387865663111, -88.62127776168697]",Kentucky Cabinet for Health and Family Services
307,Mayfield Retirement Community,1147 Monroe St,Mayfield,Kentucky,42066,Graves,(606) 783-5736,Memory Care,52,KY16093,Thomas Garcia,"[36.747683565191686, -88.62005612990205]",Kentucky Cabinet for Health and Family Services
308,Manor Gardens,7476 Elm St,Mayfield,Kentucky,42066,Graves,(364) 301-4545,Adult Day Care,114,KY44013,Michael Robinson,"[36.76026459883918, -88.64610963461696]",Kentucky Cabinet for Health and Family Services
309,Mayfield Place,5869 Park Ave,Mayfield,Kentucky,42066,Graves,(502) 253-9661,Continuing Care Retirement Community,36,KY56253,Sarah Jackson,"[36.75936678364613, -88.63006891189761]",Kentucky Cabinet for Health and Family Services
310,Mayfield Skilled Nursing,465 Monroe St,Mayfield,Kentucky,42066,Graves,(364) 386-5792,Memory Care,25,KY64602,Matthew Wilson,"[36.750059736486506, -88.62341511402633]",Kentucky Cabinet for Health and Family Services
311,Court Retirement Community,622 Bluegrass Blvd,Mayfield,Kentucky,42066,Graves,(859) 855-1898,Memory Care,45,KY37208,Sandra Rodriguez,"[36.74851407493063, -88.62900559689571]",Kentucky Cabinet for Health and Family Services
312,Mayfield Skilled Nursing,8907 Kentucky Ave,Mayfield,Kentucky,42066,Graves,(502) 262-6362,Assisted Living,171,KY76367,Jennifer Hernandez,"[36.73749557446362, -88.65560587153546]",Kentucky Cabinet for Health and Family Services
313,Golden Manor,4377 Kentucky Ave,Bardstown,Kentucky,40004,Nelson,(606) 365-7300,Memory Care,46,KY56234,Charles Taylor,"[37.81794583909328, -85.45097724740995]",Kentucky Cabinet for Health and Family Services
314,Kentucky Place,4896 First St,Bardstown,Kentucky,40004,Nelson,(364) 270-2211,Personal Care Home,103,KY55887,Donald Rodriguez,"[37.81616636800512, -85.44963490310302]",Kentucky Cabinet for Health and Family Services
315,Thoroughbred Court,3323 Elm St,Bardstown,Kentucky,40004,Nelson,(270) 360-2709,Adult Day Care,79,KY14601,Charles Hernandez,"[37.805871355746184, -85.45930141666697]",Kentucky Cabinet for Health and Family Services
316,Manor Place,5053 Washington St,Bardstown,Kentucky,40004,Nelson,(364) 358-5957,Continuing Care Retirement Community,125,KY74335,Donald Martin,"[37.79597555287403, -85.44823563642198]",Kentucky Cabinet for Health and Family Services
317,Bardstown Court,8179 Pine Rd,Bardstown,Kentucky,40004,Nelson,(606) 392-8041,Continuing Care Retirement Community,113,KY33398,Betty Clark,"[37.81433409029559, -85.46373723671563]",Kentucky Cabinet for Health and Family Services
318,Bluegrass Manor,4305 First St,Bardstown,Kentucky,40004,Nelson,(364) 208-6309,Assisted Living,110,KY48176,Betty Jackson,"[37.82061094967836, -85.46891882102884]",Kentucky Cabinet for Health and Family Services
319,Hillside Court,9742 Pine Rd,Bardstown,Kentucky,40004,Nelson,(502) 280-4965,Continuing Care Retirement Community,131,KY18694,David Lewis,"[37.814247352144974, -85.47844483587652]",Kentucky Cabinet for Health and Family Services
320,Bardstown Villa,5957 Kentucky Ave,Bardstown,Kentucky,40004,Nelson,(364) 588-8522,Continuing Care Retirement Community,113,KY90814,Christopher Lewis,"[37.80891328406379, -85.47638172101703]",Kentucky Cabinet for Health and Family Services
321,Meadow Nursing Home,8990 First St,Bardstown,Kentucky,40004,Nelson,(270) 604-7677,Assisted Living,71,KY52939,Susan Brown,"[37.792987390738034, -85.46213932532855]",Kentucky Cabinet for Health and Family Services
322,Thoroughbred Memory Care,5733 Monroe St,Bardstown,Kentucky,40004,Nelson,(502) 903-7259,Assisted Living,164,KY11871,Thomas Thompson,"[37.811051410701076, -85.4558143000725]",Kentucky Cabinet for Health and Family Services
323,Somerset Court,7061 Church St,Somerset,Kentucky,42503,Pulaski,(859) 558-1434,Assisted Living,152,KY81492,Sarah Clark,"[37.07969862558688, -84.60134544779247]",Kentucky Cabinet for Health and Family Services
324,Kentucky Place,892 Church St,Somerset,Kentucky,42503,Pulaski,(270) 477-1225,Adult Day Care,105,KY35848,Jennifer Robinson,"[37.10054976200975, -84.61105696841399]",Kentucky Cabinet for Health and Family Services
325,Somerset Manor,5610 Mill St,Somerset,Kentucky,42501,Pulaski,(606) 342-4068,Personal Care Home,79,KY12818,David Miller,"[37.102479098636266, -84.58551909852507]",Kentucky Cabinet for Health and Family Services
326,Somerset Court,3865 Maple Dr,Somerset,Kentucky,42503,Pulaski,(502) 768-2103,Memory Care,168,KY54511,Patricia Smith,"[37.096932383121754, -84.6022233676626]",Kentucky Cabinet for Health and Family Services
327,Derby Health Care,2441 Elm St,Somerset,Kentucky,42501,Pulaski,(859) 202-2812,Personal Care Home,166,KY98970,Betty Moore,"[37.072996120176064, -84.6169209711391]",Kentucky Cabinet for Health and Family Services
328,Somerset Nursing Home,4954 Washington St,Somerset,Kentucky,42501,Pulaski,(859) 256-8240,Adult Day Care,81,KY35163,Mary Wilson,"[37.103792544497395, -84.59684130569039]",Kentucky Cabinet for Health and Family Services
329,Somerset Skilled Nursing,3076 Bluegrass Blvd,Somerset,Kentucky,42501,Pulaski,(606) 447-4426,Continuing Care Retirement Community,69,KY37565,John Johnson,"[37.076838610279914, -84.58535127105556]",Kentucky Cabinet for Health and Family Services
330,Riverside Place,4280 Oak Ave,Somerset,Kentucky,42501,Pulaski,(364) 432-2768,Skilled Nursing Facility,85,KY60945,Mary Johnson,"[37.07883259738469, -84.60814705279228]",Kentucky Cabinet for Health and Family Services
331,Somerset Gardens,2236 Lincoln Ave,Somerset,Kentucky,42501,Pulaski,(859) 262-6639,Personal Care Home,161,KY29642,Lisa Ramirez,"[37.10236756723389, -84.6113303402716]",Kentucky Cabinet for Health and Family Services
332,Court Manor,7621 Madison Rd,Somerset,Kentucky,42503,Pulaski,(270) 978-7117,Skilled Nursing Facility,43,KY91692,Karen White,"[37.07605678214734, -84.58484135221872]",Kentucky Cabinet for Health and Family Services
333,Magnolia Retirement Community,8007 Madison Rd,Somerset,Kentucky,42501,Pulaski,(270) 431-1877,Independent Living,160,KY20242,Mary Ramirez,"[37.09575277620431, -84.58854555476483]",Kentucky Cabinet for Health and Family Services
334,Somerset Center,8001 Bluegrass Blvd,Somerset,Kentucky,42501,Pulaski,(502) 495-6200,Memory Care,114,KY24355,Helen Sanchez,"[37.10614311120552, -84.615563270228]",Kentucky Cabinet for Health and Family Services
335,Somerset Center,7419 Monroe St,Somerset,Kentucky,42501,Pulaski,(364) 220-9868,Skilled Nursing Facility,123,KY85555,Nancy Jackson,"[37.10074506038326, -84.60357389083256]",Kentucky Cabinet for Health and Family Services
336,Bluegrass Assisted Living,1424 Monroe St,Somerset,Kentucky,42503,Pulaski,(606) 357-2418,Independent Living,168,KY96751,Patricia Clark,"[37.076746865669534, -84.59446210519188]",Kentucky Cabinet for Health and Family Services
337,Somerset Retirement Community,266 Elm St,Somerset,Kentucky,42501,Pulaski,(270) 498-2923,Adult Day Care,131,KY75679,Sandra White,"[37.11124720338541, -84.61276603222149]",Kentucky Cabinet for Health and Family Services
338,Kentucky Retirement Community,1668 Church St,Somerset,Kentucky,42503,Pulaski,(270) 726-4348,Assisted Living,124,KY43704,Jennifer Thomas,"[37.08516109126245, -84.62138191706916]",Kentucky Cabinet for Health and Family Services
339,Somerset Health Care,8133 Maple Dr,Somerset,Kentucky,42503,Pulaski,(606) 719-5600,Memory Care,67,KY98113,Sarah Thomas,"[37.1100367526893, -84.6028655100295]",Kentucky Cabinet for Health and Family Services
340,Golden Place,2788 Washington St,Somerset,Kentucky,42503,Pulaski,(859) 596-2056,Skilled Nursing Facility,132,KY84064,Helen Martinez,"[37.10157865074205, -84.61799084943071]",Kentucky Cabinet for Health and Family Services
341,Pine Villa,1301 Jefferson Dr,Somerset,Kentucky,42501,Pulaski,(859) 270-5408,Adult Day Care,111,KY91545,Donna Garcia,"[37.0823321076073, -84.60292470629341]",Kentucky Cabinet for Health and Family Services
342,Meadow Place,5285 Maple Dr,Somerset,Kentucky,42503,Pulaski,(364) 595-3997,Memory Care,81,KY71420,Anthony Johnson,"[37.107436609410136, -84.58475173167574]",Kentucky Cabinet for Health and Family Services
343,Riverside Manor,1897 Bluegrass Blvd,Somerset,Kentucky,42501,Pulaski,(364) 516-3868,Continuing Care Retirement Community,128,KY33310,Elizabeth Garcia,"[37.09280172666692, -84.59604967210392]",Kentucky Cabinet for Health and Family Services
344,Campbellsville Commons,2918 Jefferson Dr,Campbellsville,Kentucky,42718,Taylor,(270) 718-3504,Memory Care,40,KY26332,Elizabeth Smith,"[37.35281003141209, -85.33530280112532]",Kentucky Cabinet for Health and Family Services
345,Bourbon Nursing Home,9334 Mill St,Campbellsville,Kentucky,42718,Taylor,(502) 802-1852,Continuing Care Retirement Community,114,KY33438,Matthew White,"[37.33805779354648, -85.35438611051407]",Kentucky Cabinet for Health and Family Services
346,Thoroughbred Gardens,2902 Mill St,Campbellsville,Kentucky,42718,Taylor,(502) 554-4798,Skilled Nursing Facility,133,KY69205,Linda Wilson,"[37.33359169866261, -85.35781094108971]",Kentucky Cabinet for Health and Family Services
347,Maple Commons,6254 Cedar Ln,Campbellsville,Kentucky,42718,Taylor,(606) 328-9604,Independent Living,73,KY53309,Robert Thomas,"[37.34897531549949, -85.34898502985884]",Kentucky Cabinet for Health and Family Services
348,Maple Court,9485 Monroe St,Campbellsville,Kentucky,42718,Taylor,(270) 973-3034,Independent Living,148,KY96587,Sandra Anderson,"[37.32365291936776, -85.33058277810724]",Kentucky Cabinet for Health and Family Services
349,Meadow Place,9736 Horse Park Rd,Campbellsville,Kentucky,42718,Taylor,(364) 247-9426,Assisted Living,136,KY30273,Jessica Walker,"[37.357662502841414, -85.35646086336433]",Kentucky Cabinet for Health and Family Services
350,Maple Villa,6245 Bourbon St,Campbellsville,Kentucky,42718,Taylor,(364) 302-6453,Memory Care,46,KY78787,Michael Perez,"[37.349066907338184, -85.3610664714836]",Kentucky Cabinet for Health and Family Services
351,Meadow Retirement Community,8215 Horse Park Rd,Campbellsville,Kentucky,42718,Taylor,(502) 861-5055,Skilled Nursing Facility,37,KY35056,Patricia Robinson,"[37.36046246774612, -85.34173543602293]",Kentucky Cabinet for Health and Family Services
352,Campbellsville Nursing Home,5014 Pine Rd,Campbellsville,Kentucky,42718,Taylor,(859) 846-2689,Independent Living,148,KY83316,Helen Lewis,"[37.35052680063272, -85.33345494170989]",Kentucky Cabinet for Health and Family Services
353,Campbellsville Nursing Home,5848 Madison Rd,Campbellsville,Kentucky,42718,Taylor,(270) 542-4224,Continuing Care Retirement Community,159,KY44230,Daniel Taylor,"[37.356330537560176, -85.3409158287649]",Kentucky Cabinet for Health and Family Services
354,Place Nursing Home,4956 Lincoln Ave,Campbellsville,Kentucky,42718,Taylor,(270) 425-8684,Memory Care,156,KY83592,Christopher Davis,"[37.35025749409837, -85.35436507711721]",Kentucky Cabinet for Health and Family Services
355,Campbellsville Villa,8388 Monroe St,Campbellsville,Kentucky,42718,Taylor,(502) 212-9942,Continuing Care Retirement Community,58,KY81282,Robert Lopez,"[37.32643071326526, -85.35528237472451]",Kentucky Cabinet for Health and Family Services
356,Valley Gardens,9877 Washington St,Campbellsville,Kentucky,42718,Taylor,(270) 268-2719,Continuing Care Retirement Community,27,KY98409,Patricia White,"[37.35050850638499, -85.32217960984444]",Kentucky Cabinet for Health and Family Services
357,Riverside Villa,6378 Park Ave,Campbellsville,Kentucky,42718,Taylor,(859) 290-6019,Memory Care,166,KY29438,Thomas Ramirez,"[37.36124223296431, -85.33206924207977]",Kentucky Cabinet for Health and Family Services
358,Campbellsville Court,2831 Third St,Campbellsville,Kentucky,42718,Taylor,(270) 819-1014,Adult Day Care,149,KY16740,Susan Garcia,"[37.32320119461462, -85.33858810119308]",Kentucky Cabinet for Health and Family Services
359,Sunset Villa,8369 Second St,Campbellsville,Kentucky,42718,Taylor,(364) 613-1094,Memory Care,30,KY78521,Sarah Thompson,"[37.35615692729773, -85.3394744982979]",Kentucky Cabinet for Health and Family Services
360,Kentucky Retirement Community,5045 Elm St,Campbellsville,Kentucky,42718,Taylor,(859) 299-7560,Independent Living,136,KY40775,William Hernandez,"[37.36285133829211, -85.35223529211576]",Kentucky Cabinet for Health and Family Services
361,Glasgow Assisted Living,3044 Church St,Glasgow,Kentucky,42142,Barren,(606) 539-8781,Skilled Nursing Facility,172,KY76590,John Moore,"[36.989560328060854, -85.90872669938742]",Kentucky Cabinet for Health and Family Services
362,Garden Manor,7128 Lincoln Ave,Glasgow,Kentucky,42141,Barren,(270) 981-7672,Memory Care,147,KY45839,Betty Hernandez,"[36.984605868390695, -85.89547572217985]",Kentucky Cabinet for Health and Family Services
363,Thoroughbred Assisted Living,335 Elm St,Glasgow,Kentucky,42141,Barren,(364) 737-1433,Adult Day Care,35,KY51739,Susan Johnson,"[37.011751765180975, -85.92253817473234]",Kentucky Cabinet for Health and Family Services
364,Bourbon Nursing Home,9972 Derby Dr,Glasgow,Kentucky,42142,Barren,(502) 618-7783,Adult Day Care,60,KY88857,Joseph Thompson,"[37.011994973896954, -85.92743578357478]",Kentucky Cabinet for Health and Family Services
365,Garden Retirement Community,2269 Bluegrass Blvd,Glasgow,Kentucky,42141,Barren,(270) 858-7964,Skilled Nursing Facility,34,KY17639,Charles Thompson,"[37.00568412689205, -85.92599679604629]",Kentucky Cabinet for Health and Family Services
366,Glasgow Place,7996 Madison Rd,Glasgow,Kentucky,42141,Barren,(502) 333-2839,Memory Care,55,KY96861,Donald Jones,"[37.01509903383849, -85.91533149509607]",Kentucky Cabinet for Health and Family Services
367,Glasgow Retirement Community,3883 Park Ave,Glasgow,Kentucky,42141,Barren,(364) 477-9091,Adult Day Care,59,KY77042,Lisa Jackson,"[36.99266495261879, -85.91768237609813]",Kentucky Cabinet for Health and Family Services
368,Glasgow Gardens,8760 Maple Dr,Glasgow,Kentucky,42141,Barren,(859) 968-3812,Personal Care Home,30,KY38644,Charles Wilson,"[36.988513008039405, -85.91587017175476]",Kentucky Cabinet for Health and Family Services
369,Riverside Assisted Living,6127 Elm St,Glasgow,Kentucky,42142,Barren,(606) 516-3598,Independent Living,143,KY63079,Lisa Anderson,"[36.99878522186989, -85.92928193137575]",Kentucky Cabinet for Health and Family Services
370,Magnolia Court,4084 Church St,Glasgow,Kentucky,42142,Barren,(270) 469-2118,Adult Day Care,70,KY27112,Lisa Wilson,"[36.996239441642494, -85.902832960173]",Kentucky Cabinet for Health and Family Services
371,Place Gardens,6412 Kentucky Ave,Glasgow,Kentucky,42142,Barren,(606) 594-9987,Continuing Care Retirement Community,168,KY84011,Sandra Robinson,"[36.98638821798145, -85.90141259470974]",Kentucky Cabinet for Health and Family Services
372,Glasgow Court,3721 Derby Dr,Glasgow,Kentucky,42141,Barren,(606) 600-3696,Continuing Care Retirement Community,105,KY97776,Richard Garcia,"[36.992646347427566, -85.90197573854444]",Kentucky Cabinet for Health and Family Services
373,Sunset Senior Living,1348 Oak Ave,Glasgow,Kentucky,42142,Barren,(364) 349-5490,Adult Day Care,66,KY86045,Jessica Gonzalez,"[36.99794506850061, -85.92463620887526]",Kentucky Cabinet for Health and Family Services
