id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Blue Ridge Manor,1000 Main Street,Burlington,Alamance,NC,27001,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60001,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.alamance-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.9932,-79.45280000000001
328,Piedmont Village,1200 State Street,Waynesville,Haywood,NC,27328,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60328,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.haywood-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
329,Coastal Plains Care,1300 Church Street,Waynesville,Haywood,NC,27329,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60329,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.haywood-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
330,Carolina Pines Manor,1400 Oak Street,Waynesville,Haywood,NC,27330,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60330,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.haywood-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
331,Smoky Mountain Village,1500 Maple Avenue,Waynesville,Haywood,NC,27331,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60331,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.haywood-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
332,Blue Ridge Manor,1000 Main Street,Hendersonville,Henderson,NC,27332,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60332,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.henderson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
333,Tar Heel Commons,1100 North Carolina Avenue,Hendersonville,Henderson,NC,27333,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60333,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.henderson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
334,Piedmont Village,1200 State Street,Hendersonville,Henderson,NC,27334,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60334,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.henderson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
335,Coastal Plains Care,1300 Church Street,Hendersonville,Henderson,NC,27335,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60335,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.henderson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
336,Carolina Pines Manor,1400 Oak Street,Hendersonville,Henderson,NC,27336,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60336,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.henderson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
337,Smoky Mountain Village,1500 Maple Avenue,Hendersonville,Henderson,NC,27337,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60337,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.henderson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
338,Blue Ridge Manor,1000 Main Street,Winton,Hertford,NC,27338,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60338,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.hertford-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
339,Tar Heel Commons,1100 North Carolina Avenue,Winton,Hertford,NC,27339,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60339,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.hertford-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
340,Piedmont Village,1200 State Street,Winton,Hertford,NC,27340,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60340,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.hertford-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
341,Coastal Plains Care,1300 Church Street,Winton,Hertford,NC,27341,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60341,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.hertford-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
342,Carolina Pines Manor,1400 Oak Street,Winton,Hertford,NC,27342,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60342,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.hertford-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
343,Smoky Mountain Village,1500 Maple Avenue,Winton,Hertford,NC,27343,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60343,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.hertford-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
344,Blue Ridge Manor,1000 Main Street,Raeford,Hoke,NC,27344,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60344,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.hoke-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
345,Tar Heel Commons,1100 North Carolina Avenue,Raeford,Hoke,NC,27345,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60345,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.hoke-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
346,Piedmont Village,1200 State Street,Raeford,Hoke,NC,27346,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60346,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.hoke-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
347,Coastal Plains Care,1300 Church Street,Raeford,Hoke,NC,27347,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60347,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.hoke-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
348,Carolina Pines Manor,1400 Oak Street,Raeford,Hoke,NC,27348,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60348,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.hoke-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
349,Smoky Mountain Village,1500 Maple Avenue,Raeford,Hoke,NC,27349,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60349,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.hoke-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
350,Blue Ridge Manor,1000 Main Street,Swan Quarter,Hyde,NC,27350,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60350,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.hyde-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
351,Tar Heel Commons,1100 North Carolina Avenue,Swan Quarter,Hyde,NC,27351,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60351,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.hyde-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
352,Piedmont Village,1200 State Street,Swan Quarter,Hyde,NC,27352,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60352,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.hyde-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
353,Coastal Plains Care,1300 Church Street,Swan Quarter,Hyde,NC,27353,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60353,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.hyde-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
354,Carolina Pines Manor,1400 Oak Street,Swan Quarter,Hyde,NC,27354,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60354,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.hyde-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
355,Smoky Mountain Village,1500 Maple Avenue,Swan Quarter,Hyde,NC,27355,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60355,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.hyde-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
356,Blue Ridge Manor,1000 Main Street,Statesville,Iredell,NC,27356,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60356,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7325,-80.89280000000001
357,Tar Heel Commons,1100 North Carolina Avenue,Statesville,Iredell,NC,27357,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60357,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7425,-80.8828
358,Piedmont Village,1200 State Street,Statesville,Iredell,NC,27358,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60358,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7525,-80.8728
359,Coastal Plains Care,1300 Church Street,Statesville,Iredell,NC,27359,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60359,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.762499999999996,-80.86280000000001
360,Carolina Pines Manor,1400 Oak Street,Statesville,Iredell,NC,27360,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60360,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7725,-80.8528
361,Smoky Mountain Village,1500 Maple Avenue,Statesville,Iredell,NC,27361,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60361,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7825,-80.8428
362,Research Triangle Commons,1600 Pine Street,Statesville,Iredell,NC,27362,(710) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,NC-ALF-60362,North Carolina Department of Health and Human Services,2024-09-07,81,True,True,False,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7925,-80.8328
363,Queen City Manor,1700 Cedar Avenue,Statesville,Iredell,NC,27363,(711) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,NC-ALF-60363,North Carolina Department of Health and Human Services,2024-10-08,82,False,False,False,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.8025,-80.8228
364,Outer Banks Village,1800 First Street,Statesville,Iredell,NC,27364,(712) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,NC-ALF-60364,North Carolina Department of Health and Human Services,2024-11-09,83,False,True,True,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.8125,-80.89280000000001
365,Appalachian Commons,1900 Second Street,Statesville,Iredell,NC,27365,(713) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,NC-ALF-60365,North Carolina Department of Health and Human Services,2024-03-10,84,True,False,False,https://www.iredell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.8225,-80.8828
366,Blue Ridge Manor,1000 Main Street,Sylva,Jackson,NC,27366,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60366,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.jackson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
367,Tar Heel Commons,1100 North Carolina Avenue,Sylva,Jackson,NC,27367,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60367,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.jackson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
368,Piedmont Village,1200 State Street,Sylva,Jackson,NC,27368,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60368,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.jackson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
369,Coastal Plains Care,1300 Church Street,Sylva,Jackson,NC,27369,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60369,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.jackson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
370,Carolina Pines Manor,1400 Oak Street,Sylva,Jackson,NC,27370,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60370,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.jackson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
371,Smoky Mountain Village,1500 Maple Avenue,Sylva,Jackson,NC,27371,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60371,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.jackson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
372,Blue Ridge Manor,1000 Main Street,Smithfield,Johnston,NC,27372,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60372,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.4543,-78.37700000000001
373,Tar Heel Commons,1100 North Carolina Avenue,Smithfield,Johnston,NC,27373,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60373,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.4643,-78.367
374,Piedmont Village,1200 State Street,Smithfield,Johnston,NC,27374,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60374,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.4743,-78.357
375,Coastal Plains Care,1300 Church Street,Smithfield,Johnston,NC,27375,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60375,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.4843,-78.34700000000001
376,Carolina Pines Manor,1400 Oak Street,Smithfield,Johnston,NC,27376,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60376,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.4943,-78.337
377,Smoky Mountain Village,1500 Maple Avenue,Smithfield,Johnston,NC,27377,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60377,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.5043,-78.327
378,Research Triangle Commons,1600 Pine Street,Smithfield,Johnston,NC,27378,(710) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,NC-ALF-60378,North Carolina Department of Health and Human Services,2024-09-07,81,True,True,False,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.5143,-78.31700000000001
379,Queen City Manor,1700 Cedar Avenue,Smithfield,Johnston,NC,27379,(711) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,NC-ALF-60379,North Carolina Department of Health and Human Services,2024-10-08,82,False,False,False,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.524300000000004,-78.307
380,Outer Banks Village,1800 First Street,Smithfield,Johnston,NC,27380,(712) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,NC-ALF-60380,North Carolina Department of Health and Human Services,2024-11-09,83,False,True,True,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.5343,-78.37700000000001
381,Appalachian Commons,1900 Second Street,Smithfield,Johnston,NC,27381,(713) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,NC-ALF-60381,North Carolina Department of Health and Human Services,2024-03-10,84,True,False,False,https://www.johnston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.5443,-78.367
382,Blue Ridge Manor,1000 Main Street,Trenton,Jones,NC,27382,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60382,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.jones-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
383,Tar Heel Commons,1100 North Carolina Avenue,Trenton,Jones,NC,27383,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60383,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.jones-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
384,Piedmont Village,1200 State Street,Trenton,Jones,NC,27384,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60384,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.jones-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
385,Coastal Plains Care,1300 Church Street,Trenton,Jones,NC,27385,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60385,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.jones-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
386,Carolina Pines Manor,1400 Oak Street,Trenton,Jones,NC,27386,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60386,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.jones-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
387,Smoky Mountain Village,1500 Maple Avenue,Trenton,Jones,NC,27387,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60387,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.jones-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
388,Blue Ridge Manor,1000 Main Street,Sanford,Lee,NC,27388,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60388,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.lee-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
389,Tar Heel Commons,1100 North Carolina Avenue,Sanford,Lee,NC,27389,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60389,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.lee-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
390,Piedmont Village,1200 State Street,Sanford,Lee,NC,27390,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60390,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.lee-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
391,Coastal Plains Care,1300 Church Street,Sanford,Lee,NC,27391,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60391,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.lee-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
392,Carolina Pines Manor,1400 Oak Street,Sanford,Lee,NC,27392,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60392,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.lee-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
393,Smoky Mountain Village,1500 Maple Avenue,Sanford,Lee,NC,27393,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60393,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.lee-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
394,Blue Ridge Manor,1000 Main Street,Kinston,Lenoir,NC,27394,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60394,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.lenoir-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
395,Tar Heel Commons,1100 North Carolina Avenue,Kinston,Lenoir,NC,27395,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60395,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.lenoir-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
396,Piedmont Village,1200 State Street,Kinston,Lenoir,NC,27396,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60396,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.lenoir-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
397,Coastal Plains Care,1300 Church Street,Kinston,Lenoir,NC,27397,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60397,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.lenoir-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
398,Carolina Pines Manor,1400 Oak Street,Kinston,Lenoir,NC,27398,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60398,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.lenoir-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
399,Smoky Mountain Village,1500 Maple Avenue,Kinston,Lenoir,NC,27399,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60399,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.lenoir-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
400,Blue Ridge Manor,1000 Main Street,Lincolnton,Lincoln,NC,27400,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60400,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.lincoln-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
401,Tar Heel Commons,1100 North Carolina Avenue,Lincolnton,Lincoln,NC,27401,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60401,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.lincoln-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
402,Piedmont Village,1200 State Street,Lincolnton,Lincoln,NC,27402,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60402,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.lincoln-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
403,Coastal Plains Care,1300 Church Street,Lincolnton,Lincoln,NC,27403,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60403,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.lincoln-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
404,Carolina Pines Manor,1400 Oak Street,Lincolnton,Lincoln,NC,27404,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60404,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.lincoln-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
405,Smoky Mountain Village,1500 Maple Avenue,Lincolnton,Lincoln,NC,27405,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60405,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.lincoln-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
406,Blue Ridge Manor,1000 Main Street,Marion,McDowell,NC,27406,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60406,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.mcdowell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
407,Tar Heel Commons,1100 North Carolina Avenue,Marion,McDowell,NC,27407,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60407,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.mcdowell-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
