id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Hawkeye Manor,1000 Main Street,Greenfield,Adair,IA,50001,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70001,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.280800000000006,-94.5005
285,Ames Commons,2000 Davenport Boulevard,Iowa City,Johnson,IA,50285,(525) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,IA-ALF-70285,Iowa Department of Human Services,2024-04-11,85,False,True,False,https://www.johnson-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6111,-91.55019999999999
286,Iowa City Manor,2100 Ames Drive,Iowa City,Johnson,IA,50286,(526) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,IA-ALF-70286,Iowa Department of Human Services,2024-05-12,86,False,False,False,https://www.johnson-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6211,-91.5402
287,Hawkeye Manor,1000 Main Street,Anamosa,Jones,IA,50287,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70287,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.jones-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.126400000000004,-91.17540000000001
288,Cornfield Commons,1100 Iowa Avenue,Anamosa,Jones,IA,50288,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70288,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.jones-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.1364,-91.1654
289,Prairie Village,1200 Hawkeye Boulevard,Anamosa,Jones,IA,50289,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70289,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.jones-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.1464,-91.1554
290,Iowa River Village,1300 Cornfield Drive,Anamosa,Jones,IA,50290,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70290,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.jones-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.1564,-91.14540000000001
291,Cedar Rapids Commons,1400 Prairie Street,Anamosa,Jones,IA,50291,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70291,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.jones-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.1664,-91.1354
292,Hawkeye Manor,1000 Main Street,Sigourney,Keokuk,IA,50292,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70292,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.keokuk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3264,-92.22540000000001
293,Cornfield Commons,1100 Iowa Avenue,Sigourney,Keokuk,IA,50293,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70293,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.keokuk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3364,-92.2154
294,Prairie Village,1200 Hawkeye Boulevard,Sigourney,Keokuk,IA,50294,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70294,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.keokuk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.346399999999996,-92.2054
295,Iowa River Village,1300 Cornfield Drive,Sigourney,Keokuk,IA,50295,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70295,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.keokuk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.356399999999994,-92.1954
296,Cedar Rapids Commons,1400 Prairie Street,Sigourney,Keokuk,IA,50296,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70296,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.keokuk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3664,-92.1854
297,Hawkeye Manor,1000 Main Street,Algona,Kossuth,IA,50297,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70297,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.kossuth-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0264,-94.2754
298,Cornfield Commons,1100 Iowa Avenue,Algona,Kossuth,IA,50298,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70298,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.kossuth-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0364,-94.2654
299,Prairie Village,1200 Hawkeye Boulevard,Algona,Kossuth,IA,50299,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70299,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.kossuth-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0464,-94.2554
300,Iowa River Village,1300 Cornfield Drive,Algona,Kossuth,IA,50300,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70300,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.kossuth-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0564,-94.2454
301,Cedar Rapids Commons,1400 Prairie Street,Algona,Kossuth,IA,50301,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70301,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.kossuth-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0664,-94.2354
302,Hawkeye Manor,1000 Main Street,Fort Madison,Lee,IA,50302,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70302,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.lee-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.5764,-91.37540000000001
303,Cornfield Commons,1100 Iowa Avenue,Fort Madison,Lee,IA,50303,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70303,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.lee-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.5864,-91.36540000000001
304,Prairie Village,1200 Hawkeye Boulevard,Fort Madison,Lee,IA,50304,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70304,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.lee-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.596399999999996,-91.3554
305,Iowa River Village,1300 Cornfield Drive,Fort Madison,Lee,IA,50305,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70305,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.lee-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.606399999999994,-91.34540000000001
306,Cedar Rapids Commons,1400 Prairie Street,Fort Madison,Lee,IA,50306,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70306,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.lee-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6164,-91.3354
307,Hawkeye Manor,1000 Main Street,Cedar Rapids,Linn,IA,50307,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70307,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9583,-91.68560000000001
308,Cornfield Commons,1100 Iowa Avenue,Cedar Rapids,Linn,IA,50308,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70308,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9683,-91.6756
309,Prairie Village,1200 Hawkeye Boulevard,Cedar Rapids,Linn,IA,50309,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70309,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9783,-91.6656
310,Iowa River Village,1300 Cornfield Drive,Cedar Rapids,Linn,IA,50310,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70310,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.988299999999995,-91.6556
311,Cedar Rapids Commons,1400 Prairie Street,Cedar Rapids,Linn,IA,50311,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70311,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9983,-91.6456
312,Des Moines Manor,1500 Cedar Avenue,Cedar Rapids,Linn,IA,50312,(520) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,IA-ALF-70312,Iowa Department of Human Services,2024-08-06,80,False,False,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0083,-91.6356
313,Dubuque Village,1600 Des Moines Boulevard,Cedar Rapids,Linn,IA,50313,(521) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,IA-ALF-70313,Iowa Department of Human Services,2024-09-07,81,True,True,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.018299999999996,-91.6256
314,Sioux City Commons,1700 Dubuque Drive,Cedar Rapids,Linn,IA,50314,(522) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,IA-ALF-70314,Iowa Department of Human Services,2024-10-08,82,False,False,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0283,-91.6156
315,Waterloo Manor,1800 Sioux City Street,Cedar Rapids,Linn,IA,50315,(523) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,IA-ALF-70315,Iowa Department of Human Services,2024-11-09,83,False,True,True,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0383,-91.68560000000001
316,Davenport Village,1900 Waterloo Avenue,Cedar Rapids,Linn,IA,50316,(524) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,IA-ALF-70316,Iowa Department of Human Services,2024-03-10,84,True,False,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0483,-91.6756
317,Ames Commons,2000 Davenport Boulevard,Cedar Rapids,Linn,IA,50317,(525) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,IA-ALF-70317,Iowa Department of Human Services,2024-04-11,85,False,True,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9583,-91.6656
318,Iowa City Manor,2100 Ames Drive,Cedar Rapids,Linn,IA,50318,(526) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,IA-ALF-70318,Iowa Department of Human Services,2024-05-12,86,False,False,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9683,-91.6556
319,Council Bluffs Village,2200 Iowa City Street,Cedar Rapids,Linn,IA,50319,(527) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,IA-ALF-70319,Iowa Department of Human Services,2024-06-13,87,True,True,True,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9783,-91.6456
320,Mason City Commons,2300 Council Bluffs Avenue,Cedar Rapids,Linn,IA,50320,(528) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,IA-ALF-70320,Iowa Department of Human Services,2024-07-14,88,False,False,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.988299999999995,-91.6356
321,Fort Dodge Manor,2400 Mason City Drive,Cedar Rapids,Linn,IA,50321,(529) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,IA-ALF-70321,Iowa Department of Human Services,2024-08-15,89,False,True,False,https://www.linn-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9983,-91.6256
322,Hawkeye Manor,1000 Main Street,Wapello,Louisa,IA,50322,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70322,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.louisa-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.226400000000005,-91.17540000000001
323,Cornfield Commons,1100 Iowa Avenue,Wapello,Louisa,IA,50323,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70323,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.louisa-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2364,-91.1654
324,Prairie Village,1200 Hawkeye Boulevard,Wapello,Louisa,IA,50324,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70324,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.louisa-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2464,-91.1554
325,Iowa River Village,1300 Cornfield Drive,Wapello,Louisa,IA,50325,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70325,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.louisa-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2564,-91.14540000000001
326,Cedar Rapids Commons,1400 Prairie Street,Wapello,Louisa,IA,50326,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70326,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.louisa-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.266400000000004,-91.1354
327,Hawkeye Manor,1000 Main Street,Chariton,Lucas,IA,50327,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70327,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.lucas-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.976400000000005,-93.37540000000001
328,Cornfield Commons,1100 Iowa Avenue,Chariton,Lucas,IA,50328,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70328,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.lucas-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.9864,-93.36540000000001
329,Prairie Village,1200 Hawkeye Boulevard,Chariton,Lucas,IA,50329,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70329,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.lucas-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.9964,-93.3554
330,Iowa River Village,1300 Cornfield Drive,Chariton,Lucas,IA,50330,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70330,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.lucas-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.0064,-93.34540000000001
331,Cedar Rapids Commons,1400 Prairie Street,Chariton,Lucas,IA,50331,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70331,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.lucas-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.016400000000004,-93.3354
332,Hawkeye Manor,1000 Main Street,Rock Rapids,Lyon,IA,50332,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70332,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.lyon-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.376400000000004,-96.22540000000001
333,Cornfield Commons,1100 Iowa Avenue,Rock Rapids,Lyon,IA,50333,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70333,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.lyon-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.3864,-96.2154
334,Prairie Village,1200 Hawkeye Boulevard,Rock Rapids,Lyon,IA,50334,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70334,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.lyon-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.3964,-96.2054
335,Iowa River Village,1300 Cornfield Drive,Rock Rapids,Lyon,IA,50335,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70335,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.lyon-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.4064,-96.1954
336,Cedar Rapids Commons,1400 Prairie Street,Rock Rapids,Lyon,IA,50336,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70336,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.lyon-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.4164,-96.1854
337,Hawkeye Manor,1000 Main Street,Winterset,Madison,IA,50337,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70337,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.madison-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3264,-94.0754
338,Cornfield Commons,1100 Iowa Avenue,Winterset,Madison,IA,50338,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70338,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.madison-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3364,-94.0654
339,Prairie Village,1200 Hawkeye Boulevard,Winterset,Madison,IA,50339,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70339,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.madison-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.346399999999996,-94.05539999999999
340,Iowa River Village,1300 Cornfield Drive,Winterset,Madison,IA,50340,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70340,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.madison-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.356399999999994,-94.0454
341,Cedar Rapids Commons,1400 Prairie Street,Winterset,Madison,IA,50341,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70341,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.madison-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3664,-94.0354
342,Hawkeye Manor,1000 Main Street,Oskaloosa,Mahaska,IA,50342,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70342,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.mahaska-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3264,-92.72540000000001
343,Cornfield Commons,1100 Iowa Avenue,Oskaloosa,Mahaska,IA,50343,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70343,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.mahaska-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3364,-92.7154
344,Prairie Village,1200 Hawkeye Boulevard,Oskaloosa,Mahaska,IA,50344,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70344,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.mahaska-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.346399999999996,-92.7054
345,Iowa River Village,1300 Cornfield Drive,Oskaloosa,Mahaska,IA,50345,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70345,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.mahaska-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.356399999999994,-92.6954
346,Cedar Rapids Commons,1400 Prairie Street,Oskaloosa,Mahaska,IA,50346,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70346,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.mahaska-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3664,-92.6854
347,Hawkeye Manor,1000 Main Street,Knoxville,Marion,IA,50347,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70347,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.marion-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2764,-93.17540000000001
348,Cornfield Commons,1100 Iowa Avenue,Knoxville,Marion,IA,50348,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70348,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.marion-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2864,-93.1654
349,Prairie Village,1200 Hawkeye Boulevard,Knoxville,Marion,IA,50349,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70349,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.marion-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2964,-93.1554
350,Iowa River Village,1300 Cornfield Drive,Knoxville,Marion,IA,50350,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70350,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.marion-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3064,-93.14540000000001
351,Cedar Rapids Commons,1400 Prairie Street,Knoxville,Marion,IA,50351,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70351,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.marion-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.3164,-93.1354
352,Hawkeye Manor,1000 Main Street,Marshalltown,Marshall,IA,50352,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70352,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.marshall-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0264,-92.97540000000001
353,Cornfield Commons,1100 Iowa Avenue,Marshalltown,Marshall,IA,50353,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70353,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.marshall-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0364,-92.9654
354,Prairie Village,1200 Hawkeye Boulevard,Marshalltown,Marshall,IA,50354,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70354,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.marshall-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0464,-92.9554
355,Iowa River Village,1300 Cornfield Drive,Marshalltown,Marshall,IA,50355,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70355,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.marshall-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0564,-92.9454
356,Cedar Rapids Commons,1400 Prairie Street,Marshalltown,Marshall,IA,50356,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70356,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.marshall-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0664,-92.9354
357,Des Moines Manor,1500 Cedar Avenue,Marshalltown,Marshall,IA,50357,(520) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,IA-ALF-70357,Iowa Department of Human Services,2024-08-06,80,False,False,False,https://www.marshall-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0764,-92.9254
358,Dubuque Village,1600 Des Moines Boulevard,Marshalltown,Marshall,IA,50358,(521) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,IA-ALF-70358,Iowa Department of Human Services,2024-09-07,81,True,True,False,https://www.marshall-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0864,-92.9154
359,Sioux City Commons,1700 Dubuque Drive,Marshalltown,Marshall,IA,50359,(522) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,IA-ALF-70359,Iowa Department of Human Services,2024-10-08,82,False,False,False,https://www.marshall-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0964,-92.9054
360,Hawkeye Manor,1000 Main Street,Glenwood,Mills,IA,50360,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70360,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.mills-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.976400000000005,-95.7754
361,Cornfield Commons,1100 Iowa Avenue,Glenwood,Mills,IA,50361,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70361,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.mills-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.9864,-95.7654
362,Prairie Village,1200 Hawkeye Boulevard,Glenwood,Mills,IA,50362,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70362,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.mills-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.9964,-95.7554
363,Iowa River Village,1300 Cornfield Drive,Glenwood,Mills,IA,50363,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70363,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.mills-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.0064,-95.7454
364,Cedar Rapids Commons,1400 Prairie Street,Glenwood,Mills,IA,50364,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70364,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.mills-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.016400000000004,-95.7354
365,Hawkeye Manor,1000 Main Street,Osage,Mitchell,IA,50365,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70365,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.mitchell-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.376400000000004,-92.87540000000001
366,Cornfield Commons,1100 Iowa Avenue,Osage,Mitchell,IA,50366,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70366,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.mitchell-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.3864,-92.86540000000001
367,Prairie Village,1200 Hawkeye Boulevard,Osage,Mitchell,IA,50367,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70367,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.mitchell-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.3964,-92.8554
