id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Mountain View Manor,1000 Main Street,Philippi,Barbour,WV,25001,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25001,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.barbour-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.1064,-80.0854
155,Mountain View Manor,1000 Main Street,Weston,Lewis,WV,25155,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25155,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.lewis-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.976400000000005,-80.28540000000001
156,Appalachian Village,1100 Mountain Avenue,Buckhannon,Lewis,WV,25156,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25156,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.lewis-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9864,-80.2754
157,Coal Country Commons,1200 Appalachian Boulevard,Jane Lew,Lewis,WV,25157,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25157,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.lewis-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9964,-80.2654
158,Mountaineer Village,1300 Coal Street,Roanoke,Lewis,WV,25158,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25158,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.lewis-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.0064,-80.25540000000001
159,Charleston Manor,1400 Mountaineer Drive,Salem,Lewis,WV,25159,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25159,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.lewis-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.016400000000004,-80.2454
160,Mountain View Manor,1000 Main Street,Hamlin,Lincoln,WV,25160,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25160,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.lincoln-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.0764,-82.1854
161,Appalachian Village,1100 Mountain Avenue,West Hamlin,Lincoln,WV,25161,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25161,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.lincoln-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.0864,-82.1754
162,Coal Country Commons,1200 Appalachian Boulevard,Alum Creek,Lincoln,WV,25162,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25162,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.lincoln-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.096399999999996,-82.16539999999999
163,Mountaineer Village,1300 Coal Street,Harts,Lincoln,WV,25163,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25163,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.lincoln-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.106399999999994,-82.1554
164,Charleston Manor,1400 Mountaineer Drive,Ranger,Lincoln,WV,25164,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25164,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.lincoln-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1164,-82.1454
165,Mountain View Manor,1000 Main Street,Logan,Logan,WV,25165,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25165,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.logan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7764,-82.0454
166,Appalachian Village,1100 Mountain Avenue,Chapmanville,Logan,WV,25166,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25166,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.logan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7864,-82.0354
167,Coal Country Commons,1200 Appalachian Boulevard,Man,Logan,WV,25167,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25167,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.logan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7964,-82.02539999999999
168,Mountaineer Village,1300 Coal Street,Holden,Logan,WV,25168,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25168,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.logan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.8064,-82.0154
169,Charleston Manor,1400 Mountaineer Drive,Yolyn,Logan,WV,25169,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25169,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.logan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.8164,-82.0054
170,Mountain View Manor,1000 Main Street,Welch,McDowell,WV,25170,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25170,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.mcdowell-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.376400000000004,-81.70540000000001
171,Appalachian Village,1100 Mountain Avenue,Keystone,McDowell,WV,25171,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25171,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.mcdowell-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3864,-81.6954
172,Coal Country Commons,1200 Appalachian Boulevard,Kimball,McDowell,WV,25172,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25172,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.mcdowell-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3964,-81.6854
173,Mountaineer Village,1300 Coal Street,Northfork,McDowell,WV,25173,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25173,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.mcdowell-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.4064,-81.67540000000001
174,Charleston Manor,1400 Mountaineer Drive,War,McDowell,WV,25174,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25174,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.mcdowell-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.4164,-81.6654
175,Mountain View Manor,1000 Main Street,Fairmont,Marion,WV,25175,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25175,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.marion-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4264,-80.1854
176,Appalachian Village,1100 Mountain Avenue,Mannington,Marion,WV,25176,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25176,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.marion-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4364,-80.1754
177,Coal Country Commons,1200 Appalachian Boulevard,Farmington,Marion,WV,25177,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25177,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.marion-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4464,-80.16539999999999
178,Mountaineer Village,1300 Coal Street,Monongah,Marion,WV,25178,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25178,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.marion-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.456399999999995,-80.1554
179,Charleston Manor,1400 Mountaineer Drive,Winfield,Marion,WV,25179,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25179,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.marion-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4664,-80.1454
180,Huntington Commons,1500 Charleston Avenue,Fairmont,Marion,WV,25180,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25180,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.marion-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4764,-80.13539999999999
181,Morgantown Village,1600 Huntington Boulevard,Mannington,Marion,WV,25181,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25181,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.marion-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.486399999999996,-80.1254
182,Martinsburg Manor,1700 Morgantown Street,Farmington,Marion,WV,25182,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25182,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.marion-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4964,-80.1154
183,Mountain View Manor,1000 Main Street,Moundsville,Marshall,WV,25183,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25183,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.marshall-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.8264,-80.78540000000001
184,Appalachian Village,1100 Mountain Avenue,Benwood,Marshall,WV,25184,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25184,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.marshall-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.8364,-80.7754
185,Coal Country Commons,1200 Appalachian Boulevard,Glen Dale,Marshall,WV,25185,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25185,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.marshall-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.846399999999996,-80.7654
186,Mountaineer Village,1300 Coal Street,McMechen,Marshall,WV,25186,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25186,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.marshall-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.856399999999994,-80.75540000000001
187,Charleston Manor,1400 Mountaineer Drive,Dallas,Marshall,WV,25187,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25187,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.marshall-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.8664,-80.7454
188,Huntington Commons,1500 Charleston Avenue,Moundsville,Marshall,WV,25188,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25188,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.marshall-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.8764,-80.7354
189,Morgantown Village,1600 Huntington Boulevard,Benwood,Marshall,WV,25189,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25189,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.marshall-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.886399999999995,-80.72540000000001
190,Martinsburg Manor,1700 Morgantown Street,Glen Dale,Marshall,WV,25190,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25190,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.marshall-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.8964,-80.7154
191,Mountain View Manor,1000 Main Street,Point Pleasant,Mason,WV,25191,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25191,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.mason-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.876400000000004,-82.0854
192,Appalachian Village,1100 Mountain Avenue,New Haven,Mason,WV,25192,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25192,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.mason-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.8864,-82.0754
193,Coal Country Commons,1200 Appalachian Boulevard,Hartford,Mason,WV,25193,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25193,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.mason-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.8964,-82.0654
194,Mountaineer Village,1300 Coal Street,Leon,Mason,WV,25194,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25194,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.mason-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9064,-82.0554
195,Charleston Manor,1400 Mountaineer Drive,Ashton,Mason,WV,25195,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25195,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.mason-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.9164,-82.0454
196,Mountain View Manor,1000 Main Street,Princeton,Mercer,WV,25196,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25196,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.mercer-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3164,-81.14540000000001
197,Appalachian Village,1100 Mountain Avenue,Bluefield,Mercer,WV,25197,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25197,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.mercer-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3264,-81.1354
198,Coal Country Commons,1200 Appalachian Boulevard,Athens,Mercer,WV,25198,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25198,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.mercer-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3364,-81.1254
199,Mountaineer Village,1300 Coal Street,Bramwell,Mercer,WV,25199,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25199,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.mercer-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.346399999999996,-81.11540000000001
200,Charleston Manor,1400 Mountaineer Drive,Matoaka,Mercer,WV,25200,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25200,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.mercer-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3564,-81.1054
201,Huntington Commons,1500 Charleston Avenue,Princeton,Mercer,WV,25201,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25201,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.mercer-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3664,-81.0954
202,Morgantown Village,1600 Huntington Boulevard,Bluefield,Mercer,WV,25202,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25202,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.mercer-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3764,-81.0854
203,Martinsburg Manor,1700 Morgantown Street,Athens,Mercer,WV,25203,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25203,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.mercer-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.3864,-81.0754
204,Mountain View Manor,1000 Main Street,Keyser,Mineral,WV,25204,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25204,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.mineral-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.3864,-79.0554
205,Appalachian Village,1100 Mountain Avenue,Piedmont,Mineral,WV,25205,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25205,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.mineral-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.3964,-79.0454
206,Coal Country Commons,1200 Appalachian Boulevard,Ridgeley,Mineral,WV,25206,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25206,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.mineral-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4064,-79.0354
207,Mountaineer Village,1300 Coal Street,Luke,Mineral,WV,25207,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25207,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.mineral-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.416399999999996,-79.0254
208,Charleston Manor,1400 Mountaineer Drive,Wiley Ford,Mineral,WV,25208,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25208,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.mineral-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4264,-79.0154
209,Mountain View Manor,1000 Main Street,Williamson,Mingo,WV,25209,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25209,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.mingo-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.626400000000004,-82.3254
210,Appalachian Village,1100 Mountain Avenue,Delbarton,Mingo,WV,25210,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25210,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.mingo-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.6364,-82.3154
211,Coal Country Commons,1200 Appalachian Boulevard,Matewan,Mingo,WV,25211,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25211,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.mingo-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.6464,-82.30539999999999
212,Mountaineer Village,1300 Coal Street,Kermit,Mingo,WV,25212,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25212,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.mingo-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.6564,-82.2954
213,Charleston Manor,1400 Mountaineer Drive,Lenore,Mingo,WV,25213,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25213,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.mingo-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.6664,-82.2854
214,Mountain View Manor,1000 Main Street,Morgantown,Monongalia,WV,25214,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25214,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.5764,-80.00540000000001
215,Appalachian Village,1100 Mountain Avenue,Westover,Monongalia,WV,25215,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25215,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.5864,-79.9954
216,Coal Country Commons,1200 Appalachian Boulevard,Granville,Monongalia,WV,25216,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25216,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.596399999999996,-79.9854
217,Mountaineer Village,1300 Coal Street,Star City,Monongalia,WV,25217,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25217,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.606399999999994,-79.97540000000001
218,Charleston Manor,1400 Mountaineer Drive,Blacksville,Monongalia,WV,25218,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25218,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.6164,-79.9654
219,Huntington Commons,1500 Charleston Avenue,Morgantown,Monongalia,WV,25219,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25219,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.6264,-79.9554
220,Morgantown Village,1600 Huntington Boulevard,Westover,Monongalia,WV,25220,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25220,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.636399999999995,-79.9454
221,Martinsburg Manor,1700 Morgantown Street,Granville,Monongalia,WV,25221,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25221,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.6464,-79.9354
222,Parkersburg Commons,1800 Martinsburg Drive,Star City,Monongalia,WV,25222,(304) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,28,WV-ALF-25222,West Virginia Department of Health and Human Resources,2024-11-09,88,False,True,True,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.6564,-80.00540000000001
223,Wheeling Village,1900 Parkersburg Avenue,Blacksville,Monongalia,WV,25223,(304) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,29,WV-ALF-25223,West Virginia Department of Health and Human Resources,2024-03-10,89,True,False,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.666399999999996,-79.9954
224,Bridgeport Manor,2000 Wheeling Boulevard,Morgantown,Monongalia,WV,25224,(304) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,30,WV-ALF-25224,West Virginia Department of Health and Human Resources,2024-04-11,90,False,True,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.5764,-79.9854
225,Clarksburg Commons,2100 Bridgeport Street,Westover,Monongalia,WV,25225,(304) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,31,WV-ALF-25225,West Virginia Department of Health and Human Resources,2024-05-12,91,False,False,False,https://www.monongalia-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.5864,-79.97540000000001
226,Mountain View Manor,1000 Main Street,Union,Monroe,WV,25226,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25226,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.monroe-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.476400000000005,-80.5854
227,Appalachian Village,1100 Mountain Avenue,Peterstown,Monroe,WV,25227,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25227,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.monroe-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.4864,-80.5754
228,Coal Country Commons,1200 Appalachian Boulevard,Alderson,Monroe,WV,25228,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25228,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.monroe-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.4964,-80.5654
229,Mountaineer Village,1300 Coal Street,Gap Mills,Monroe,WV,25229,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25229,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.monroe-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.5064,-80.5554
230,Charleston Manor,1400 Mountaineer Drive,Sweet Springs,Monroe,WV,25230,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25230,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.monroe-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.516400000000004,-80.5454
231,Mountain View Manor,1000 Main Street,Berkeley Springs,Morgan,WV,25231,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25231,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.morgan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.5764,-78.2654
232,Appalachian Village,1100 Mountain Avenue,Paw Paw,Morgan,WV,25232,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25232,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.morgan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.5864,-78.2554
