id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Keystone Manor,1000 Main Street,Adams,Adams,PA,15001,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10001,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.adams-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
161,Valley View,1400 Oak Avenue,Lancaster,Lancaster,PA,15161,(219) 404-1004,Memory Care Community,Memory Care; Skilled Nursing; Rehabilitation,39,PA-PCH-10161,Pennsylvania Department of Human Services,2024-10-05,79,False,True,True,https://www.lancaster-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.0279,-76.3055
162,Hillcrest Manor,1500 Lancaster Avenue,Lancaster,Lancaster,PA,15162,(220) 405-1005,Independent Living Community,Assisted Living; Personal Care; Adult Day Care,40,PA-ALR-10162,Pennsylvania Department of Human Services,2024-11-06,80,False,False,False,https://www.lancaster-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.0379,-76.29549999999999
163,Quaker Village,1600 Germantown Avenue,Lancaster,Lancaster,PA,15163,(221) 406-1006,Adult Day Services,Skilled Nursing; Intermediate Care; Respite Care,41,PA-SNF-10163,Pennsylvania Department of Human Services,2024-12-07,81,True,True,False,https://www.lancaster-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.0479,-76.2855
164,Heritage House,1700 Ridge Pike,Lancaster,Lancaster,PA,15164,(222) 407-1007,Intermediate Care Facility,Personal Care; Skilled Nursing; Independent Living,42,PA-CCR-10164,Pennsylvania Department of Human Services,2024-06-08,82,False,False,False,https://www.lancaster-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.057900000000004,-76.2755
165,Keystone Manor,1000 Main Street,Lawrence,Lawrence,PA,15165,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10165,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.lawrence-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
166,Liberty Gardens,1100 Market Street,Lawrence,Lawrence,PA,15166,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10166,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.lawrence-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
167,Independence Place,1200 Broad Street,Lawrence,Lawrence,PA,15167,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10167,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.lawrence-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
168,Colonial Estates,1300 Pine Street,Lawrence,Lawrence,PA,15168,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10168,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.lawrence-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
169,Keystone Manor,1000 Main Street,Lebanon,Lebanon,PA,15169,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10169,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.lebanon-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
170,Liberty Gardens,1100 Market Street,Lebanon,Lebanon,PA,15170,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10170,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.lebanon-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
171,Independence Place,1200 Broad Street,Lebanon,Lebanon,PA,15171,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10171,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.lebanon-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
172,Colonial Estates,1300 Pine Street,Lebanon,Lebanon,PA,15172,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10172,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.lebanon-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
173,Keystone Manor,1000 Main Street,Allentown,Lehigh,PA,15173,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10173,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.lehigh-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.5523,-75.51140000000001
174,Liberty Gardens,1100 Market Street,Allentown,Lehigh,PA,15174,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10174,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.lehigh-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.5623,-75.5014
175,Independence Place,1200 Broad Street,Allentown,Lehigh,PA,15175,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10175,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.lehigh-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.5723,-75.4914
176,Colonial Estates,1300 Pine Street,Allentown,Lehigh,PA,15176,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10176,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.lehigh-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.5823,-75.48140000000001
177,Keystone Manor,1000 Main Street,Wilkes-Barre,Luzerne,PA,15177,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10177,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.luzerne-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,41.1959,-75.9213
178,Liberty Gardens,1100 Market Street,Wilkes-Barre,Luzerne,PA,15178,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10178,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.luzerne-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,41.2059,-75.9113
179,Independence Place,1200 Broad Street,Wilkes-Barre,Luzerne,PA,15179,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10179,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.luzerne-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,41.2159,-75.90129999999999
180,Colonial Estates,1300 Pine Street,Wilkes-Barre,Luzerne,PA,15180,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10180,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.luzerne-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,41.225899999999996,-75.8913
181,Keystone Manor,1000 Main Street,Lycoming,Lycoming,PA,15181,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10181,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.lycoming-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
182,Liberty Gardens,1100 Market Street,Lycoming,Lycoming,PA,15182,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10182,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.lycoming-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
183,Independence Place,1200 Broad Street,Lycoming,Lycoming,PA,15183,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10183,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.lycoming-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
184,Colonial Estates,1300 Pine Street,Lycoming,Lycoming,PA,15184,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10184,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.lycoming-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
185,Keystone Manor,1000 Main Street,McKean,McKean,PA,15185,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10185,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.mckean-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
186,Liberty Gardens,1100 Market Street,McKean,McKean,PA,15186,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10186,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.mckean-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
187,Independence Place,1200 Broad Street,McKean,McKean,PA,15187,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10187,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.mckean-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
188,Colonial Estates,1300 Pine Street,McKean,McKean,PA,15188,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10188,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.mckean-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
189,Keystone Manor,1000 Main Street,Mercer,Mercer,PA,15189,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10189,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.mercer-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
190,Liberty Gardens,1100 Market Street,Mercer,Mercer,PA,15190,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10190,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.mercer-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
191,Independence Place,1200 Broad Street,Mercer,Mercer,PA,15191,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10191,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.mercer-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
192,Colonial Estates,1300 Pine Street,Mercer,Mercer,PA,15192,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10192,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.mercer-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
193,Keystone Manor,1000 Main Street,Mifflin,Mifflin,PA,15193,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10193,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.mifflin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
194,Liberty Gardens,1100 Market Street,Mifflin,Mifflin,PA,15194,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10194,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.mifflin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
195,Independence Place,1200 Broad Street,Mifflin,Mifflin,PA,15195,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10195,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.mifflin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
196,Colonial Estates,1300 Pine Street,Mifflin,Mifflin,PA,15196,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10196,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.mifflin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
197,Keystone Manor,1000 Main Street,Monroe,Monroe,PA,15197,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10197,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.monroe-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
198,Liberty Gardens,1100 Market Street,Monroe,Monroe,PA,15198,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10198,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.monroe-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
199,Independence Place,1200 Broad Street,Monroe,Monroe,PA,15199,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10199,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.monroe-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
200,Colonial Estates,1300 Pine Street,Monroe,Monroe,PA,15200,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10200,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.monroe-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
201,Keystone Manor,1000 Main Street,Norristown,Montgomery,PA,15201,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10201,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.montgomery-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.159800000000004,-75.40480000000001
202,Liberty Gardens,1100 Market Street,Norristown,Montgomery,PA,15202,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10202,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.montgomery-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.1698,-75.3948
203,Independence Place,1200 Broad Street,Norristown,Montgomery,PA,15203,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10203,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.montgomery-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.1798,-75.3848
204,Colonial Estates,1300 Pine Street,Norristown,Montgomery,PA,15204,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10204,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.montgomery-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.1898,-75.37480000000001
205,Valley View,1400 Oak Avenue,Norristown,Montgomery,PA,15205,(219) 404-1004,Memory Care Community,Memory Care; Skilled Nursing; Rehabilitation,39,PA-PCH-10205,Pennsylvania Department of Human Services,2024-10-05,79,False,True,True,https://www.montgomery-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.1998,-75.3648
206,Hillcrest Manor,1500 Lancaster Avenue,Norristown,Montgomery,PA,15206,(220) 405-1005,Independent Living Community,Assisted Living; Personal Care; Adult Day Care,40,PA-ALR-10206,Pennsylvania Department of Human Services,2024-11-06,80,False,False,False,https://www.montgomery-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2098,-75.3548
207,Quaker Village,1600 Germantown Avenue,Norristown,Montgomery,PA,15207,(221) 406-1006,Adult Day Services,Skilled Nursing; Intermediate Care; Respite Care,41,PA-SNF-10207,Pennsylvania Department of Human Services,2024-12-07,81,True,True,False,https://www.montgomery-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2198,-75.3448
208,Heritage House,1700 Ridge Pike,Norristown,Montgomery,PA,15208,(222) 407-1007,Intermediate Care Facility,Personal Care; Skilled Nursing; Independent Living,42,PA-CCR-10208,Pennsylvania Department of Human Services,2024-06-08,82,False,False,False,https://www.montgomery-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.229800000000004,-75.3348
209,Keystone Manor,1000 Main Street,Montour,Montour,PA,15209,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10209,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.montour-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
210,Liberty Gardens,1100 Market Street,Montour,Montour,PA,15210,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10210,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.montour-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
211,Independence Place,1200 Broad Street,Montour,Montour,PA,15211,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10211,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.montour-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
212,Colonial Estates,1300 Pine Street,Montour,Montour,PA,15212,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10212,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.montour-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
213,Keystone Manor,1000 Main Street,Easton,Northampton,PA,15213,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10213,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.northampton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.705400000000004,-75.43960000000001
214,Liberty Gardens,1100 Market Street,Easton,Northampton,PA,15214,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10214,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.northampton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.7154,-75.42960000000001
215,Independence Place,1200 Broad Street,Easton,Northampton,PA,15215,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10215,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.northampton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.7254,-75.4196
216,Colonial Estates,1300 Pine Street,Easton,Northampton,PA,15216,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10216,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.northampton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.7354,-75.40960000000001
217,Keystone Manor,1000 Main Street,Northumberland,Northumberland,PA,15217,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10217,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.northumberland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
218,Liberty Gardens,1100 Market Street,Northumberland,Northumberland,PA,15218,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10218,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.northumberland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
219,Independence Place,1200 Broad Street,Northumberland,Northumberland,PA,15219,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10219,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.northumberland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
220,Colonial Estates,1300 Pine Street,Northumberland,Northumberland,PA,15220,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10220,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.northumberland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
221,Keystone Manor,1000 Main Street,Perry,Perry,PA,15221,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10221,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.perry-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
222,Liberty Gardens,1100 Market Street,Perry,Perry,PA,15222,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10222,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.perry-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
223,Independence Place,1200 Broad Street,Perry,Perry,PA,15223,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10223,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.perry-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
224,Colonial Estates,1300 Pine Street,Perry,Perry,PA,15224,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10224,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.perry-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
225,Keystone Manor,1000 Main Street,Philadelphia,Philadelphia,PA,15225,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10225,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.philadelphia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9026,-75.2052
226,Liberty Gardens,1100 Market Street,Philadelphia,Philadelphia,PA,15226,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10226,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.philadelphia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9126,-75.1952
227,Independence Place,1200 Broad Street,Philadelphia,Philadelphia,PA,15227,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10227,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.philadelphia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.922599999999996,-75.1852
228,Colonial Estates,1300 Pine Street,Philadelphia,Philadelphia,PA,15228,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10228,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.philadelphia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.932599999999994,-75.1752
229,Valley View,1400 Oak Avenue,Philadelphia,Philadelphia,PA,15229,(219) 404-1004,Memory Care Community,Memory Care; Skilled Nursing; Rehabilitation,39,PA-PCH-10229,Pennsylvania Department of Human Services,2024-10-05,79,False,True,True,https://www.philadelphia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9426,-75.1652
230,Hillcrest Manor,1500 Lancaster Avenue,Philadelphia,Philadelphia,PA,15230,(220) 405-1005,Independent Living Community,Assisted Living; Personal Care; Adult Day Care,40,PA-ALR-10230,Pennsylvania Department of Human Services,2024-11-06,80,False,False,False,https://www.philadelphia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9526,-75.1552
231,Quaker Village,1600 Germantown Avenue,Philadelphia,Philadelphia,PA,15231,(221) 406-1006,Adult Day Services,Skilled Nursing; Intermediate Care; Respite Care,41,PA-SNF-10231,Pennsylvania Department of Human Services,2024-12-07,81,True,True,False,https://www.philadelphia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.962599999999995,-75.1452
232,Heritage House,1700 Ridge Pike,Philadelphia,Philadelphia,PA,15232,(222) 407-1007,Intermediate Care Facility,Personal Care; Skilled Nursing; Independent Living,42,PA-CCR-10232,Pennsylvania Department of Human Services,2024-06-08,82,False,False,False,https://www.philadelphia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9726,-75.1352
233,Keystone Manor,1000 Main Street,Pike,Pike,PA,15233,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10233,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.pike-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
234,Liberty Gardens,1100 Market Street,Pike,Pike,PA,15234,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10234,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.pike-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
235,Independence Place,1200 Broad Street,Pike,Pike,PA,15235,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10235,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.pike-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
236,Colonial Estates,1300 Pine Street,Pike,Pike,PA,15236,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10236,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.pike-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
237,Keystone Manor,1000 Main Street,Potter,Potter,PA,15237,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10237,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.potter-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
238,Liberty Gardens,1100 Market Street,Potter,Potter,PA,15238,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10238,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.potter-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
239,Independence Place,1200 Broad Street,Potter,Potter,PA,15239,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10239,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.potter-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
240,Colonial Estates,1300 Pine Street,Potter,Potter,PA,15240,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10240,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.potter-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
