id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Palmetto Manor,1000 Main Street,Abbeville,Abbeville,SC,29001,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50001,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.abbeville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1282,-82.41900000000001
155,Azalea Commons,1200 Magnolia Drive,Florence,Florence,SC,29155,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50155,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.florence-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1654,-79.7826
156,Lowcountry Village,1300 Azalea Street,Florence,Florence,SC,29156,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50156,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.florence-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.175399999999996,-79.77260000000001
157,Upstate Manor,1400 Carolina Avenue,Florence,Florence,SC,29157,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50157,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.florence-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1854,-79.7626
158,Midlands Commons,1500 Gamecock Boulevard,Florence,Florence,SC,29158,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50158,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.florence-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1954,-79.7526
159,Pee Dee Village,1600 Tiger Drive,Florence,Florence,SC,29159,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50159,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.florence-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2054,-79.74260000000001
160,Coastal Manor,1700 Clemson Street,Florence,Florence,SC,29160,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50160,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.florence-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2154,-79.7326
161,Carolina Commons,1800 USC Avenue,Florence,Florence,SC,29161,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50161,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.florence-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2254,-79.80260000000001
162,Gamecock Village,1900 Citadel Drive,Florence,Florence,SC,29162,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50162,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.florence-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2354,-79.79260000000001
163,Palmetto Manor,1000 Main Street,Georgetown,Georgetown,SC,29163,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50163,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.georgetown-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.3168,-79.3345
164,Magnolia Village,1100 Palmetto Avenue,Georgetown,Georgetown,SC,29164,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50164,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.georgetown-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.3268,-79.3245
165,Azalea Commons,1200 Magnolia Drive,Georgetown,Georgetown,SC,29165,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50165,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.georgetown-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.3368,-79.3145
166,Lowcountry Village,1300 Azalea Street,Georgetown,Georgetown,SC,29166,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50166,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.georgetown-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.346799999999995,-79.3045
167,Upstate Manor,1400 Carolina Avenue,Georgetown,Georgetown,SC,29167,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50167,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.georgetown-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.3568,-79.2945
168,Midlands Commons,1500 Gamecock Boulevard,Georgetown,Georgetown,SC,29168,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50168,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.georgetown-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.3668,-79.2845
169,Palmetto Manor,1000 Main Street,Greenville,Greenville,SC,29169,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50169,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.802600000000005,-82.43400000000001
170,Magnolia Village,1100 Palmetto Avenue,Greenville,Greenville,SC,29170,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50170,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8126,-82.424
171,Azalea Commons,1200 Magnolia Drive,Greenville,Greenville,SC,29171,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50171,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8226,-82.414
172,Lowcountry Village,1300 Azalea Street,Greenville,Greenville,SC,29172,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50172,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8326,-82.40400000000001
173,Upstate Manor,1400 Carolina Avenue,Greenville,Greenville,SC,29173,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50173,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.842600000000004,-82.394
174,Midlands Commons,1500 Gamecock Boulevard,Greenville,Greenville,SC,29174,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50174,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8526,-82.384
175,Pee Dee Village,1600 Tiger Drive,Greenville,Greenville,SC,29175,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50175,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8626,-82.37400000000001
176,Coastal Manor,1700 Clemson Street,Greenville,Greenville,SC,29176,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50176,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.872600000000006,-82.364
177,Carolina Commons,1800 USC Avenue,Greenville,Greenville,SC,29177,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50177,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.882600000000004,-82.43400000000001
178,Gamecock Village,1900 Citadel Drive,Greenville,Greenville,SC,29178,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50178,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8926,-82.424
179,Tiger Manor,2000 Ashley Street,Greenville,Greenville,SC,29179,(813) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,SC-ALF-50179,South Carolina Department of Health and Environmental Control,2024-04-11,85,False,True,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.802600000000005,-82.414
180,Clemson Commons,2100 Cooper Avenue,Greenville,Greenville,SC,29180,(814) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,SC-ALF-50180,South Carolina Department of Health and Environmental Control,2024-05-12,86,False,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8126,-82.40400000000001
181,USC Village,2200 Congaree Drive,Greenville,Greenville,SC,29181,(815) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,SC-ALF-50181,South Carolina Department of Health and Environmental Control,2024-06-13,87,True,True,True,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8226,-82.394
182,Citadel Manor,2300 Santee Street,Greenville,Greenville,SC,29182,(816) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,SC-ALF-50182,South Carolina Department of Health and Environmental Control,2024-07-14,88,False,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8326,-82.384
183,Ashley River Commons,2400 Edisto Avenue,Greenville,Greenville,SC,29183,(817) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,SC-ALF-50183,South Carolina Department of Health and Environmental Control,2024-08-15,89,False,True,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.842600000000004,-82.37400000000001
184,Cooper River Village,2500 Hilton Head Boulevard,Greenville,Greenville,SC,29184,(818) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,50,SC-ALF-50184,South Carolina Department of Health and Environmental Control,2024-09-16,90,True,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8526,-82.364
185,Congaree Manor,2600 Myrtle Beach Drive,Greenville,Greenville,SC,29185,(819) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,51,SC-ALF-50185,South Carolina Department of Health and Environmental Control,2024-10-17,91,False,True,True,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8626,-82.43400000000001
186,Santee Commons,2700 Grand Strand Avenue,Greenville,Greenville,SC,29186,(820) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,52,SC-ALF-50186,South Carolina Department of Health and Environmental Control,2024-11-18,92,False,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.872600000000006,-82.424
187,Edisto Village,2800 Blue Ridge Street,Greenville,Greenville,SC,29187,(821) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,53,SC-ALF-50187,South Carolina Department of Health and Environmental Control,2024-03-19,93,True,True,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.882600000000004,-82.414
188,Hilton Head Manor,2900 Piedmont Drive,Greenville,Greenville,SC,29188,(822) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,54,SC-ALF-50188,South Carolina Department of Health and Environmental Control,2024-04-20,94,False,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8926,-82.40400000000001
189,Myrtle Beach Commons,3000 Savannah Street,Greenville,Greenville,SC,29189,(823) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,55,SC-ALF-50189,South Carolina Department of Health and Environmental Control,2024-05-21,95,False,True,True,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.802600000000005,-82.394
190,Grand Strand Village,3100 Catawba Avenue,Greenville,Greenville,SC,29190,(824) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,56,SC-ALF-50190,South Carolina Department of Health and Environmental Control,2024-06-22,96,True,False,False,https://www.greenville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8126,-82.384
191,Palmetto Manor,1000 Main Street,Greenwood,Greenwood,SC,29191,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50191,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.greenwood-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1454,-82.2018
192,Magnolia Village,1100 Palmetto Avenue,Greenwood,Greenwood,SC,29192,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50192,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.greenwood-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1554,-82.1918
193,Azalea Commons,1200 Magnolia Drive,Greenwood,Greenwood,SC,29193,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50193,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.greenwood-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1654,-82.1818
194,Lowcountry Village,1300 Azalea Street,Greenwood,Greenwood,SC,29194,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50194,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.greenwood-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.175399999999996,-82.1718
195,Upstate Manor,1400 Carolina Avenue,Greenwood,Greenwood,SC,29195,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50195,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.greenwood-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1854,-82.1618
196,Midlands Commons,1500 Gamecock Boulevard,Greenwood,Greenwood,SC,29196,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50196,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.greenwood-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1954,-82.1518
197,Palmetto Manor,1000 Main Street,Hampton,Hampton,SC,29197,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50197,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.hampton-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.816500000000005,-81.14540000000001
198,Magnolia Village,1100 Palmetto Avenue,Hampton,Hampton,SC,29198,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50198,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.hampton-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.8265,-81.1354
199,Azalea Commons,1200 Magnolia Drive,Hampton,Hampton,SC,29199,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50199,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.hampton-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.8365,-81.1254
200,Lowcountry Village,1300 Azalea Street,Hampton,Hampton,SC,29200,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50200,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.hampton-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.8465,-81.11540000000001
201,Upstate Manor,1400 Carolina Avenue,Hampton,Hampton,SC,29201,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50201,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.hampton-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.856500000000004,-81.1054
202,Midlands Commons,1500 Gamecock Boulevard,Hampton,Hampton,SC,29202,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50202,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.hampton-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.8665,-81.0954
203,Palmetto Manor,1000 Main Street,Myrtle Beach,Horry,SC,29203,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50203,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.786100000000005,-79.0369
204,Magnolia Village,1100 Palmetto Avenue,Myrtle Beach,Horry,SC,29204,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50204,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.7961,-79.0269
205,Azalea Commons,1200 Magnolia Drive,Myrtle Beach,Horry,SC,29205,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50205,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8061,-79.01689999999999
206,Lowcountry Village,1300 Azalea Street,Myrtle Beach,Horry,SC,29206,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50206,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8161,-79.0069
207,Upstate Manor,1400 Carolina Avenue,Myrtle Beach,Horry,SC,29207,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50207,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.826100000000004,-78.9969
208,Midlands Commons,1500 Gamecock Boulevard,Myrtle Beach,Horry,SC,29208,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50208,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8361,-78.98689999999999
209,Pee Dee Village,1600 Tiger Drive,Myrtle Beach,Horry,SC,29209,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50209,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8461,-78.9769
210,Coastal Manor,1700 Clemson Street,Myrtle Beach,Horry,SC,29210,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50210,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.856100000000005,-78.9669
211,Carolina Commons,1800 USC Avenue,Myrtle Beach,Horry,SC,29211,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50211,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8661,-79.0369
212,Gamecock Village,1900 Citadel Drive,Myrtle Beach,Horry,SC,29212,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50212,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8761,-79.0269
213,Tiger Manor,2000 Ashley Street,Myrtle Beach,Horry,SC,29213,(813) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,SC-ALF-50213,South Carolina Department of Health and Environmental Control,2024-04-11,85,False,True,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.786100000000005,-79.01689999999999
214,Clemson Commons,2100 Cooper Avenue,Myrtle Beach,Horry,SC,29214,(814) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,SC-ALF-50214,South Carolina Department of Health and Environmental Control,2024-05-12,86,False,False,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.7961,-79.0069
215,USC Village,2200 Congaree Drive,Myrtle Beach,Horry,SC,29215,(815) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,SC-ALF-50215,South Carolina Department of Health and Environmental Control,2024-06-13,87,True,True,True,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8061,-78.9969
216,Citadel Manor,2300 Santee Street,Myrtle Beach,Horry,SC,29216,(816) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,SC-ALF-50216,South Carolina Department of Health and Environmental Control,2024-07-14,88,False,False,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8161,-78.98689999999999
217,Ashley River Commons,2400 Edisto Avenue,Myrtle Beach,Horry,SC,29217,(817) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,SC-ALF-50217,South Carolina Department of Health and Environmental Control,2024-08-15,89,False,True,False,https://www.horry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.826100000000004,-78.9769
218,Palmetto Manor,1000 Main Street,Ridgeland,Jasper,SC,29218,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50218,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.jasper-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.4018,-81.0562
219,Magnolia Village,1100 Palmetto Avenue,Ridgeland,Jasper,SC,29219,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50219,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.jasper-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.4118,-81.0462
220,Azalea Commons,1200 Magnolia Drive,Ridgeland,Jasper,SC,29220,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50220,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.jasper-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.4218,-81.0362
221,Lowcountry Village,1300 Azalea Street,Ridgeland,Jasper,SC,29221,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50221,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.jasper-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.431799999999996,-81.0262
222,Upstate Manor,1400 Carolina Avenue,Ridgeland,Jasper,SC,29222,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50222,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.jasper-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.4418,-81.0162
223,Midlands Commons,1500 Gamecock Boulevard,Ridgeland,Jasper,SC,29223,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50223,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.jasper-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,32.4518,-81.00619999999999
224,Palmetto Manor,1000 Main Street,Camden,Kershaw,SC,29224,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50224,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.kershaw-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.4748,-80.58730000000001
225,Magnolia Village,1100 Palmetto Avenue,Camden,Kershaw,SC,29225,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50225,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.kershaw-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.4848,-80.57730000000001
226,Azalea Commons,1200 Magnolia Drive,Camden,Kershaw,SC,29226,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50226,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.kershaw-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.4948,-80.5673
227,Lowcountry Village,1300 Azalea Street,Camden,Kershaw,SC,29227,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50227,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.kershaw-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.504799999999996,-80.55730000000001
228,Upstate Manor,1400 Carolina Avenue,Camden,Kershaw,SC,29228,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50228,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.kershaw-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.5148,-80.5473
229,Midlands Commons,1500 Gamecock Boulevard,Camden,Kershaw,SC,29229,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50229,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.kershaw-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.5248,-80.5373
230,Palmetto Manor,1000 Main Street,Lancaster,Lancaster,SC,29230,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50230,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.lancaster-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.6704,-80.8109
231,Magnolia Village,1100 Palmetto Avenue,Lancaster,Lancaster,SC,29231,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50231,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.lancaster-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.6804,-80.8009
232,Azalea Commons,1200 Magnolia Drive,Lancaster,Lancaster,SC,29232,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50232,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.lancaster-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.6904,-80.7909
