id,name,address,city,state,zipCode,phone,facilityType,licenseNumber,careTypes,county,isCountySeat,source,dataSource,lastUpdate
230,Camelback Commons Senior Living,9800 Willow Creek Rd,Prescott Valley,AZ,86314,(520) 684-5761,Senior Living,AZ90780,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561091
231,Superstition Manor Assisted Living,9800 Willow Creek Rd,Prescott Valley,AZ,86314,(623) 748-1049,Senior Living,AZ88972,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561128
232,Grand Canyon Views Memory Care,9800 Willow Creek Rd,Prescott Valley,AZ,86314,(928) 516-6902,Senior Living,AZ50213,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561166
233,Painted Desert Senior Living,5300 Goodwin Pkwy,Chino Valley,AZ,85001,(602) 419-6501,Senior Living,AZ37650,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561202
234,Sonoran Springs Assisted Living,5300 Goodwin Pkwy,Chino Valley,AZ,85001,(520) 377-3486,Senior Living,AZ76023,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561238
235,Catalina Foothills Memory Care,5300 Goodwin Pkwy,Chino Valley,AZ,85001,(928) 573-2273,Senior Living,AZ77865,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561279
236,McDowell Mountains Senior Living,9800 Marina Pkwy,Sedona,AZ,86336,(623) 241-4400,Senior Living,AZ86897,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561317
237,Salt River Assisted Living,9800 Marina Pkwy,Sedona,AZ,86336,(520) 712-3183,Senior Living,AZ90522,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561355
238,Verde Valley Memory Care,9800 Marina Pkwy,Sedona,AZ,86336,(480) 644-6358,Senior Living,AZ91316,"['Assisted Living', 'Memory Care']",Yavapai,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561391
239,Chiricahua Senior Living,900 Arizona St,Yuma,AZ,85364,(480) 840-8221,Senior Living,AZ45340,"['Assisted Living', 'Memory Care']",Yuma,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561602
240,Huachuca Heights Assisted Living,900 Arizona St,Yuma,AZ,85364,(928) 771-9881,Senior Living,AZ85229,"['Assisted Living', 'Memory Care']",Yuma,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561644
241,Dragoon Mountains Memory Care,900 Arizona St,Yuma,AZ,85364,(602) 290-3404,Senior Living,AZ84955,"['Assisted Living', 'Memory Care']",Yuma,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561681
242,Rincon Ridge Senior Care,900 Arizona St,Yuma,AZ,85364,(602) 418-1612,Senior Living,AZ18634,"['Assisted Living', 'Memory Care']",Yuma,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561719
243,Santa Rita Retirement Community,900 Arizona St,Yuma,AZ,85364,(520) 436-5604,Senior Living,AZ97813,"['Assisted Living', 'Memory Care']",Yuma,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561762
244,Baboquivari Senior Village,900 Arizona St,Yuma,AZ,85364,(602) 473-2186,Senior Living,AZ26658,"['Assisted Living', 'Memory Care']",Yuma,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561799
245,Four Peaks Care Center,900 Arizona St,Yuma,AZ,85364,(602) 549-7653,Senior Living,AZ89125,"['Assisted Living', 'Memory Care']",Yuma,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561842
246,White Tank Manor,900 Arizona St,Yuma,AZ,85364,(928) 621-7609,Senior Living,AZ46351,"['Assisted Living', 'Memory Care']",Yuma,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561880
247,South Mountain Senior Living,4300 16th Street Way,Somerton,AZ,85001,(928) 896-8791,Senior Living,AZ54005,"['Assisted Living', 'Memory Care']",Yuma,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561916
248,North Mountain Assisted Living,4300 16th Street Way,Somerton,AZ,85001,(928) 354-9511,Senior Living,AZ85760,"['Assisted Living', 'Memory Care']",Yuma,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561952
249,Piestewa Peak Memory Care,4300 16th Street Way,Somerton,AZ,85001,(623) 314-9014,Senior Living,AZ17977,"['Assisted Living', 'Memory Care']",Yuma,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561990
250,Shaw Butte Senior Living,8300 8th Street Rd,San Luis,AZ,85001,(520) 458-4438,Senior Living,AZ72036,"['Assisted Living', 'Memory Care']",Yuma,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.562030
251,Lookout Mountain Assisted Living,8300 8th Street Rd,San Luis,AZ,85001,(520) 455-3278,Senior Living,AZ46742,"['Assisted Living', 'Memory Care']",Yuma,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.562067
252,Camelback Mountain Memory Care,8300 8th Street Rd,San Luis,AZ,85001,(480) 575-1938,Senior Living,AZ15804,"['Assisted Living', 'Memory Care']",Yuma,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.562102
