id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Pine Tree Manor,1000 Main Street,Lewiston,Androscoggin,ME,04001,(207) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,ME-ALF-40001,Maine Department of Health and Human Services,2024-03-01,80,True,True,True,https://www.androscoggin-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.046400000000006,-70.25540000000001
161,Downeast Village,1300 Lighthouse Drive,Freedom,Waldo,ME,04161,(207) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,ME-ALF-40161,Maine Department of Health and Human Services,2024-06-04,83,True,False,False,https://www.waldo-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.4064,-69.0254
162,Portland Manor,1400 Acadia Street,Winterport,Waldo,ME,04162,(207) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,ME-ALF-40162,Maine Department of Health and Human Services,2024-07-05,84,False,True,True,https://www.waldo-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.4164,-69.0154
163,Bangor Commons,1500 Downeast Avenue,Stockton Springs,Waldo,ME,04163,(207) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,ME-ALF-40163,Maine Department of Health and Human Services,2024-08-06,85,False,False,False,https://www.waldo-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.4264,-69.0054
164,Augusta Village,1600 Portland Boulevard,Frankfort,Waldo,ME,04164,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,ME-ALF-40164,Maine Department of Health and Human Services,2024-09-07,86,True,True,False,https://www.waldo-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.4364,-68.9954
165,Lewiston Manor,1700 Bangor Drive,Waldo,Waldo,ME,04165,(207) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,ME-ALF-40165,Maine Department of Health and Human Services,2024-10-08,87,False,False,False,https://www.waldo-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.446400000000004,-68.9854
166,Biddeford Commons,1800 Augusta Street,Belfast,Waldo,ME,04166,(207) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,33,ME-ALF-40166,Maine Department of Health and Human Services,2024-11-09,88,False,True,True,https://www.waldo-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.4564,-69.0554
167,Waterville Village,1900 Lewiston Avenue,Searsport,Waldo,ME,04167,(207) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,34,ME-ALF-40167,Maine Department of Health and Human Services,2024-03-10,89,True,False,False,https://www.waldo-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.4664,-69.0454
168,Pine Tree Manor,1000 Main Street,Calais,Washington,ME,04168,(207) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,ME-ALF-40168,Maine Department of Health and Human Services,2024-03-01,80,True,True,True,https://www.washington-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.876400000000004,-67.6554
169,Lighthouse Village,1100 Maine Avenue,Eastport,Washington,ME,04169,(207) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,ME-ALF-40169,Maine Department of Health and Human Services,2024-04-02,81,False,False,False,https://www.washington-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.8864,-67.6454
170,Acadia Commons,1200 Pine Tree Boulevard,Machias,Washington,ME,04170,(207) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,ME-ALF-40170,Maine Department of Health and Human Services,2024-05-03,82,False,True,False,https://www.washington-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.8964,-67.63539999999999
171,Downeast Village,1300 Lighthouse Drive,Lubec,Washington,ME,04171,(207) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,ME-ALF-40171,Maine Department of Health and Human Services,2024-06-04,83,True,False,False,https://www.washington-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.9064,-67.6254
172,Portland Manor,1400 Acadia Street,Pembroke,Washington,ME,04172,(207) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,ME-ALF-40172,Maine Department of Health and Human Services,2024-07-05,84,False,True,True,https://www.washington-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.9164,-67.6154
173,Bangor Commons,1500 Downeast Avenue,Baileyville,Washington,ME,04173,(207) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,ME-ALF-40173,Maine Department of Health and Human Services,2024-08-06,85,False,False,False,https://www.washington-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.9264,-67.60539999999999
174,Augusta Village,1600 Portland Boulevard,Jonesport,Washington,ME,04174,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,ME-ALF-40174,Maine Department of Health and Human Services,2024-09-07,86,True,True,False,https://www.washington-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.9364,-67.5954
175,Lewiston Manor,1700 Bangor Drive,Milbridge,Washington,ME,04175,(207) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,ME-ALF-40175,Maine Department of Health and Human Services,2024-10-08,87,False,False,False,https://www.washington-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,44.946400000000004,-67.58539999999999
176,Pine Tree Manor,1000 Main Street,Biddeford,York,ME,04176,(207) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,ME-ALF-40176,Maine Department of Health and Human Services,2024-03-01,80,True,True,True,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.376400000000004,-70.75540000000001
177,Lighthouse Village,1100 Maine Avenue,Saco,York,ME,04177,(207) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,ME-ALF-40177,Maine Department of Health and Human Services,2024-04-02,81,False,False,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.3864,-70.7454
178,Acadia Commons,1200 Pine Tree Boulevard,Sanford,York,ME,04178,(207) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,ME-ALF-40178,Maine Department of Health and Human Services,2024-05-03,82,False,True,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.3964,-70.7354
179,Downeast Village,1300 Lighthouse Drive,Kennebunk,York,ME,04179,(207) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,ME-ALF-40179,Maine Department of Health and Human Services,2024-06-04,83,True,False,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.4064,-70.72540000000001
180,Portland Manor,1400 Acadia Street,Wells,York,ME,04180,(207) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,ME-ALF-40180,Maine Department of Health and Human Services,2024-07-05,84,False,True,True,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.4164,-70.7154
181,Bangor Commons,1500 Downeast Avenue,York,York,ME,04181,(207) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,ME-ALF-40181,Maine Department of Health and Human Services,2024-08-06,85,False,False,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.4264,-70.7054
182,Augusta Village,1600 Portland Boulevard,Kittery,York,ME,04182,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,ME-ALF-40182,Maine Department of Health and Human Services,2024-09-07,86,True,True,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.4364,-70.6954
183,Lewiston Manor,1700 Bangor Drive,Ogunquit,York,ME,04183,(207) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,ME-ALF-40183,Maine Department of Health and Human Services,2024-10-08,87,False,False,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.446400000000004,-70.6854
184,Biddeford Commons,1800 Augusta Street,Biddeford,York,ME,04184,(207) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,33,ME-ALF-40184,Maine Department of Health and Human Services,2024-11-09,88,False,True,True,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.4564,-70.75540000000001
185,Waterville Village,1900 Lewiston Avenue,Saco,York,ME,04185,(207) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,34,ME-ALF-40185,Maine Department of Health and Human Services,2024-03-10,89,True,False,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.4664,-70.7454
186,Presque Isle Manor,2000 Biddeford Boulevard,Sanford,York,ME,04186,(207) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,35,ME-ALF-40186,Maine Department of Health and Human Services,2024-04-11,90,False,True,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.376400000000004,-70.7354
187,Caribou Commons,2100 Waterville Drive,Kennebunk,York,ME,04187,(207) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,36,ME-ALF-40187,Maine Department of Health and Human Services,2024-05-12,91,False,False,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.3864,-70.72540000000001
188,Bar Harbor Village,2200 Presque Isle Street,Wells,York,ME,04188,(207) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,37,ME-ALF-40188,Maine Department of Health and Human Services,2024-06-13,92,True,True,True,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.3964,-70.7154
189,Camden Manor,2300 Caribou Avenue,York,York,ME,04189,(207) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,38,ME-ALF-40189,Maine Department of Health and Human Services,2024-07-14,93,False,False,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.4064,-70.7054
190,Rockland Commons,2400 Bar Harbor Boulevard,Kittery,York,ME,04190,(207) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,39,ME-ALF-40190,Maine Department of Health and Human Services,2024-08-15,94,False,True,False,https://www.york-senior-living.com,Active,Maine Department of Health and Human Services,2025-07-17,43.4164,-70.6954
